<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ADVANC,19980814,18.4,18.4,17.7,18,2900000
AJ,19980814,0.12,0.16,0.12,0.16,2500
APURE,19980814,1.8667,2.1333,1.8667,2.0444,30375
ASIAN,19980814,2.05,2.05,2,2,13999
ASIMAR,19980814,0.8155,0.8155,0.744,0.8012,67096
ASP,19980814,2.525,2.6,2.5,2.6,49000
BANPU,19980814,20,20.33,19.67,19.67,56100
BAT-3K,19980814,31,35,30,35,181900
BAY,19980814,4.9,5.1,4.7,5.1,11574873
BBL,19980814,27,29.5,26.5,29.5,10365911
BCP,19980814,6.4,6.8,6.4,6.8,270800
BDMS,19980814,0.7822,0.7822,0.7632,0.7822,479586
BEC,19980814,15.6,16.2,15.6,16.2,922000
BFIT,19980814,5.25,5.5,5.25,5.25,96000
BH,19980814,0.5,0.56,0.5,0.56,180500
BIG,19980814,19,20.5,19,20.5,8100
BIGC,19980814,7.2,7.2,7.1,7.1,47000
BJC,19980814,3.8,3.8,3.2,3.3,12800
BKI,19980814,66.6655,67.1099,66.6655,67.1099,2700
BLAND,19980814,0.11,0.11,0.11,0.11,1065000
BTS,19980814,1.1302,1.1302,1.036,1.1302,300484
CENTEL,19980814,0.4965,0.4965,0.4965,0.4965,41100
CHARAN,19980814,32,32,32,32,300
CHOTI,19980814,160,160,157,157,1800
CK,19980814,3.45,3.525,3.4,3.525,109000
CM,19980814,1.5719,1.6745,1.5719,1.6403,326281
CMR,19980814,12.9,12.9,12.9,12.9,1162
CNS,19980814,20.25,21,20,20.5,389900
CPF,19980814,1.4921,1.4921,1.3322,1.4122,1079012
CPH,19980814,1.8,2,1.8,2,39200
CPL,19980814,10.25,12,10,12,9000
CWT,19980814,1.85,2.1,1.85,2.1,6000
DCC,19980814,0.23,0.23,0.17,0.17,150000
DELTA,19980814,15,15.6,15,15.3,666000
DRACO,19980814,0.57,0.59,0.51,0.59,89800
DTC,19980814,33.75,33.75,33.5,33.75,1900
EASTW,19980814,5.75,5.75,4.9,4.9,7000
EE,19980814,0.8,0.8,0.8,0.8,2000
EGCO,19980814,55.5,57.5,55,57.5,289825
EPCO,19980814,0.75,0.75,0.675,0.675,594000
ERW,19980814,0.4667,0.5,0.4333,0.5,69000
ESTAR,19980814,0.175,0.2,0.15,0.175,107600
GFPT,19980814,0.2875,0.2875,0.2683,0.2811,1372690
GJS,19980814,5.2,5.4,5,5.1,356400
GLAND,19980814,3.3,3.4,3.1,3.2,96900
GOLD,19980814,2.5,2.8,2,2,102000
GRAMMY,19980814,8.5,8.6,8.5,8.55,165000
HANA,19980814,9.15,9.35,9.15,9.35,50000
ICC,19980814,38.75,38.75,37.5,37.5,54600
IEC,19980814,0.027,0.03,0.027,0.029,81270000
INTUCH,19980814,5.8719,6.0935,5.7612,5.9827,1783532
IRPC,19980814,1.0186,1.0671,0.9701,0.9701,4300696
ITD,19980814,1.475,1.5,1.425,1.425,733000
JAS,19980814,1.3,1.3,1.175,1.2,565000
KBANK,19980814,13.3911,15.375,13.0605,15.375,18686754
KCE,19980814,5.2628,5.3725,5.1166,5.3725,559548
KGI,19980814,1.1289,1.1632,1.0605,1.1289,102240472
KKP,19980814,1.3,1.3,1.3,1.3,848000
KTB,19980814,5,5.5,5,5.5,24495204
KWG,19980814,0.4,0.4,0.4,0.4,2100
KYE,19980814,42.5,42.5,42.5,42.5,100
LANNA,19980814,2.8,2.925,2.725,2.725,1973000
LEE,19980814,0.0933,0.0933,0.0933,0.0933,36000
LH,19980814,0.71,0.76,0.71,0.76,1396000
LOXLEY,19980814,0.65,0.66,0.65,0.66,115000
LPN,19980814,0.1293,0.1293,0.1293,0.1293,151548
LRH,19980814,5.1213,5.1213,4.6557,5.0049,94077
LST,19980814,0.8947,0.8947,0.8947,0.8947,2000
MAKRO,19980814,53.5,53.5,53,53,60300
MALEE,19980814,13.25,13.75,13.25,13.5,63700
MAX,19980814,0.93,0.96,0.89,0.9,3874000
MDX,19980814,1,1.8,1,1.8,20100
METCO,19980814,60,60,56,56,6400
MINT,19980814,1.2206,1.2206,1.1754,1.1981,558000
MK,19980814,0.12,0.13,0.12,0.13,381000
MODERN,19980814,5.4,5.5,5.4,5.5,48200
NC,19980814,3.9211,3.9211,3.9211,3.9211,5100
NEP,19980814,0.3,0.32,0.3,0.32,5164000
NKI,19980814,11,11,11,11,500
NMG,19980814,7.4,8.5,7.4,8.5,44800
NPK,19980814,3,3,3,3,5000
NWR,19980814,4.6171,5.7714,4.6171,5.7714,1923
OGC,19980814,4.3,4.5,4.3,4.3,42300
OHTL,19980814,208,208,208,208,100
PAF,19980814,1.6443,1.7239,1.6178,1.7239,190415
PATO,19980814,3.775,3.8,3.775,3.8,5000
PDI,19980814,7.1,7.2,7.1,7.2,126600
PF,19980814,0.9,0.9,0.8,0.9,338100
PK,19980814,0.7,0.7,0.7,0.7,1000
PL,19980814,0.3,0.3,0.29,0.29,189000
PR,19980814,40,40,40,40,1000
PRAKIT,19980814,2.3,2.3,2.3,2.3,6000
PRANDA,19980814,1.25,1.3,1.25,1.3,51000
PRECHA,19980814,0.64,0.64,0.6,0.64,100000
PRG,19980814,23,23,23,23,1000
PTTEP,19980814,28.2,32,27.8,32,3785000
QH,19980814,0.36,0.38,0.36,0.38,3627500
RML,19980814,0.0421,0.0421,0.0281,0.0421,10824203
ROBINS,19980814,1,1.1,1,1,145100
ROH,19980814,14,14,14,14,34100
SAMART,19980814,0.67,0.69,0.66,0.69,94000
SAMCO,19980814,0.51,0.63,0.5,0.63,63000
SAMTEL,19980814,0.98,0.99,0.98,0.99,11000
SCB,19980814,10.75,11.25,9.9,10.75,4225848
SCC,19980814,19,20.8,19,20.8,606000
SCCC,19980814,48.25,52,48.25,48.75,131400
SCP,19980814,2.2,2.2,2.1,2.1,155000
SFP,19980814,21,23.75,21,23.75,400
SHANG,19980814,17.5,17.5,17.5,17.5,200
SIRI,19980814,3.0202,3.0202,3.0202,3.0202,13244
SITHAI,19980814,5.6,6,5.4,5.5,295300
SKR,19980814,1.4,1.4,1.4,1.4,1000
SPALI,19980814,0.1,0.11,0.1,0.1,387000
SPC,19980814,1.7,1.875,1.6,1.875,173000
SPI,19980814,14,14,14,14,5000
SPORT,19980814,2.425,2.6,2.425,2.6,16000
SSF,19980814,1.8825,1.9852,1.8311,1.9852,227891
SSI,19980814,0.13,0.14,0.13,0.13,2423000
SSSC,19980814,0.9334,0.9334,0.9334,0.9334,14998
STEC,19980814,0.37,0.38,0.37,0.38,2271000
STPI,19980814,1.125,1.125,0.9,0.9,784000
SUC,19980814,14.25,14.5,12.75,13,110160
SUSCO,19980814,0.36,0.4,0.36,0.4,23538000
SYNTEC,19980814,0.2235,0.3193,0.2235,0.3193,400
TASCO,19980814,25.5,26,24.75,25,115200
TC,19980814,21,21.25,19.5,19.5,432950
TCAP,19980814,3.5,3.6,3.2,3.6,49916320
TCB,19980814,3.5,3.5,3.5,3.5,1000
TCJ,19980814,2.9,3.1,2.8,2.9,1374400
TF,19980814,92,92,85,85,10900
TGCI,19980814,0.32,0.32,0.32,0.32,2000
TH,19980814,0.13,0.13,0.13,0.13,20000
THAI,19980814,35,36.5,34.25,36.5,65700
THCOM,19980814,6.75,7.375,6.75,7.375,1203600
THIP,19980814,12.25,12.75,12,12,16200
TIP,19980814,2.4,2.65,2.4,2.65,127000
TISCO,19980814,6.7,6.8,6,6.4,12369700
TMB,19980814,3.1134,3.6868,3.1134,3.6868,11806941
TMD,19980814,4.2,4.2,4.2,4.2,2800
TNL,19980814,0.9,0.9,0.9,0.9,25000
TPC,19980814,3.85,3.875,3.825,3.825,396000
TPIPL,19980814,2.4,2.7,2.4,2.7,188815
TPP,19980814,0.7,0.7,0.7,0.7,29500
TR,19980814,2.7,2.7,2.7,2.7,1000
TRITN,19980814,0.214,0.2188,0.1998,0.1998,1128602
TRU,19980814,0.9,0.9,0.9,0.9,100000
TRUBB,19980814,0.7188,0.7188,0.7188,0.7188,32000
TRUE,19980814,9.1,9.7,9.1,9.4,1181400
TTA,19980814,0.7729,0.8911,0.7729,0.8911,104475
TTI,19980814,18.5,18.75,18.5,18.75,5500
TU,19980814,13.5,14.3,13.5,14.3,283000
TVO,19980814,0.8,1,0.8,1,70000
TWP,19980814,2.1,2.1,2.1,2.1,3500
U,19980814,12.3501,13.8939,12.3501,13.8939,694
UMI,19980814,0.2574,0.2574,0.2231,0.2231,158490
UP,19980814,7,7.1,7,7.1,1700
UPOIC,19980814,4.2,4.25,4.2,4.2,181000
VIBHA,19980814,0.38,0.39,0.37,0.38,2234000
VNG,19980814,0.4,0.4,0.4,0.4,18000
VNT,19980814,3,3.1,3,3.1,193000
WACOAL,19980814,4.2,4.2,4.2,4.2,4000
