<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20060216,3.92,3.92,3.88,3.9,367500
ACAP,20060216,6.7,6.8,6.55,6.75,130500
ACC,20060216,2.66,2.84,2.58,2.74,20018400
ADAM,20060216,0.939,0.9474,0.939,0.939,51423
ADVANC,20060216,95,98.5,95,98,5375815
AEC,20060216,7.9,7.9,7.9,7.9,418621
AEONTS,20060216,36.5,37,36.5,36.75,3800
AF,20060216,6.5,6.5,6.5,6.5,500
AFC,20060216,5.65,5.9,5.5,5.5,735400
AH,20060216,27.25,27.75,27,27.75,470500
AI,20060216,10.5,10.6,10.4,10.6,408500
AIT,20060216,8.8,9.1333,8.8,8.8667,293550
AJ,20060216,3.06,3.22,3.06,3.1,542300
AMANAH,20060216,0.8,0.8,0.78,0.8,975600
AMARIN,20060216,10.9,10.9,10.9,10.9,11500
AMATA,20060216,18.1,18.1,17.6,18,6510600
AMC,20060216,4.9259,4.9457,4.9259,4.9457,20725
AOT,20060216,50.5,51,50.5,50.5,1542133
AP,20060216,4.14,4.18,4.08,4.16,1609800
APURE,20060216,6.9333,7.4222,6.7556,7.4222,59363904
AQ,20060216,3.22,3.3698,3.1826,3.2574,7844327
ASIAN,20060216,4.84,4.84,4.8,4.8,79000
ASIMAR,20060216,1.37,1.39,1.35,1.35,1549100
ASK,20060216,7.1044,7.1538,7.1044,7.1044,8513
ASP,20060216,4.34,4.54,4.22,4.38,80277688
AYUD,20060216,16.7,16.7,16.6,16.7,6100
BAFS,20060216,7.4974,7.4974,7.4557,7.4557,32591
BANPU,20060216,147,148,145,148,1002000
BAT-3K,20060216,59,59,58.5,58.5,8700
BAY,20060216,17.2,17.3,17.1,17.3,16661650
BBL,20060216,109,112,109,111,4123571
BCH,20060216,1.9771,2.0571,1.9086,2.0229,28292200
BCP,20060216,13.3,13.3,13.2,13.3,141202
BDMS,20060216,24,24.1,23.9,24.1,1475126
BEC,20060216,12.8,12.8,12.5,12.6,492200
BFIT,20060216,10.9,11.4,10.9,11.2,729400
BH,20060216,33.75,34,33.5,33.75,111900
BIG,20060216,9.1,9.15,9.1,9.15,4000
BIGC,20060216,32,32.75,32,32.5,89000
BKI,20060216,188,188,188,188,6300
BLAND,20060216,0.7,0.7,0.68,0.68,93446704
BLISS,20060216,2.3389,2.3532,2.3104,2.3104,251900
BOL,20060216,0.19,0.195,0.19,0.195,5100
BROOK,20060216,0.69,0.71,0.69,0.69,453900
BSBM,20060216,1.21,1.21,1.19,1.19,383100
BTC,20060216,1.75,1.76,1.73,1.74,1803800
BUI,20060216,18.3333,18.8681,18.3333,18.8681,26574
CCET,20060216,3.78,3.84,3.78,3.82,2567600
CCP,20060216,2.72,2.76,2.4,2.48,69227800
CEN,20060216,3.14,3.3,3.14,3.24,35292500
CENTEL,20060216,5.1111,5.1841,5.1111,5.1476,432800
CFRESH,20060216,2.76,2.76,2.72,2.72,60200
CHARAN,20060216,50,50,47.75,47.75,700
CHUO,20060216,12,12.1,11.9,12.1,49200
CI,20060216,4.7,4.86,4.58,4.64,2352500
CIG,20060216,1.8,1.8,1.79,1.79,6500
CIMBT,20060216,3.2862,3.3079,3.243,3.3079,10828174
CK,20060216,11.7,12,11.6,11.8,2401102
CM,20060216,2.2351,2.2533,2.2351,2.2533,22122
CMO,20060216,1.95,2.04,1.95,1.99,1249700
CNS,20060216,42.75,44,42.5,43.75,129800
CNT,20060216,3.04,3.12,3.02,3.02,700700
CPALL,20060216,6.4,6.5,6.3,6.45,5910100
