<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100128,3.8,3.8,3.72,3.72,181700
TDEX,20100128,4.89,4.91,4.79,4.84,3460600
2S,20100128,3.02,3.04,3,3,491900
A,20100128,3.68,3.7,3.68,3.7,25900
ABC,20100128,3.2,3.2,3.2,3.2,1000
ACC,20100128,2.68,2.72,2.5,2.52,2226000
ADAM,20100128,1.25,1.26,1.24,1.24,264900
ADVANC,20100128,83,83,81.75,82.75,1567499
AEONTS,20100128,29.5,29.5,28.25,28.5,219100
AF,20100128,11.6,11.6,11.6,11.6,1000
AGE,20100128,6.65,6.75,6.55,6.6,1157000
AH,20100128,8.7,8.85,8.5,8.65,491700
AI,20100128,3.68,3.68,3.58,3.58,255000
AIT,20100128,25.25,25.5,24.7,24.7,390701
AJ,20100128,3.92,3.98,3.9,3.92,251900
AKR,20100128,0.8,0.8,0.78,0.78,2691400
AMANAH,20100128,1.06,1.07,1.01,1.04,3073900
AMARIN,20100128,12.3,12.3,12.1,12.1,4700
AMATA,20100128,6.8,6.95,6.65,6.8,4825400
AMC,20100128,1.96,1.99,1.95,1.95,97400
AOT,20100128,40,40,37.75,38,1855500
AP,20100128,5,5,4.84,4.88,15420600
APURE,20100128,0.9,0.91,0.88,0.89,4516300
AQ,20100128,0.54,0.55,0.52,0.54,4633400
AS,20100128,5.65,5.85,5.55,5.55,93400
ASIA,20100128,33.25,34.5,33.25,34.5,700
ASIAN,20100128,2.92,2.92,2.72,2.72,640800
ASIMAR,20100128,0.9,0.9,0.88,0.89,197100
ASK,20100128,5.3,5.3,5.2,5.25,19700
ASP,20100128,1.51,1.52,1.45,1.47,4543200
AYUD,20100128,15.1,15.1,15,15.1,43600
BAFS,20100128,8,8,7.9,7.9,91100
BANPU,20100128,540,548,516,530,3411499
BAT-3K,20100128,64.5,66,64,66,112100
BAY,20100128,19.3,19.4,18.5,19,12749164
BBL,20100128,112.5,113,111,112,2977150
BCH,20100128,5.1,5.2,5.05,5.05,456775
BCP,20100128,14.3,14.3,14,14.1,4056000
BDMS,20100128,24.1,24.2,23.8,23.8,548900
BEC,20100128,24,24.3,23.9,24.2,3550310
BFIT,20100128,3.74,3.8,3.72,3.8,25100
BGT,20100128,2.04,2.08,1.98,2.04,351200
BH,20100128,28.5,28.75,28,28.5,710600
BIGC,20100128,42.25,42.25,41.75,42,302700
BJC,20100128,5.65,5.65,5.25,5.3,254400
BKI,20100128,161.333,161.333,160,160,20100
BKKCP,20100128,8.75,8.75,8.7,8.7,10000
BLA,20100128,22.3,22.3,20.9,21.4,3577999
BLAND,20100128,0.54,0.55,0.49,0.51,67314400
BLISS,20100128,0.06,0.06,0.06,0.06,3607524
BOL,20100128,1.5,1.52,1.5,1.5,264300
BROCK,20100128,0.63,0.63,0.6,0.6,916700
BROOK,20100128,0.48,0.48,0.45,0.45,644600
BSBM,20100128,1.39,1.39,1.33,1.33,1218800
BSM,20100128,1.18,1.31,1.17,1.25,46925700
BTC,20100128,0.4,0.41,0.38,0.39,673100
BTS,20100128,0.518,0.518,0.4897,0.4992,29557612
BWG,20100128,1.41,1.42,1.37,1.37,2460300
CCET,20100128,2.94,3.04,2.94,2.96,3415600
CCP,20100128,1.48,1.52,1.44,1.47,13145600
CEN,20100128,2.18,2.18,2.1,2.16,654100
CENTEL,20100128,3.98,4.02,3.84,3.86,850200
CFRESH,20100128,3.52,3.56,3.3,3.32,886700
CGD,20100128,0.41,0.42,0.4,0.41,13657100
CHOTI,20100128,133,133,133,133,300
CHUO,20100128,9,9,8.9,8.9,3500
CI,20100128,4.2,4.24,4.04,4.04,352600
CIG,20100128,2.62,2.64,2.42,2.42,744900
CIMBT,20100128,2.18,2.18,1.97,2.02,14028200
CITY,20100128,1.75,1.76,1.7,1.72,708700
CK,20100128,5.4,5.45,5.1,5.15,6305000
CM,20100128,4.5,4.54,4.5,4.5,552900
CMO,20100128,1.95,1.95,1.75,1.83,14195000
