<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20040917,3.125,3.55,3.1,3.5,155099392
ACC,20040917,10.8,11.3,10.7,11,369800
ADAM,20040917,3.1468,3.1975,3.113,3.1299,7986883
ADVANC,20040917,99,100,98.5,99.5,1624600
AEC,20040917,11.1,11.2,10.9,11,1334200
AEONTS,20040917,32.5,32.5,31.75,32.25,253700
AF,20040917,14,14,13.7,13.8,170401
AH,20040917,32,34,32,33,8046900
AHC,20040917,52.5,52.5,52.5,52.5,400
AIT,20040917,18,18.5,17.6667,17.6667,6174600
AJ,20040917,4.76,4.76,4.72,4.72,123700
AMANAH,20040917,1.2,1.21,1.19,1.19,2760000
AMARIN,20040917,10.5,10.5,10.5,10.5,100
AMATA,20040917,11.3,11.5,11.3,11.4,1946900
AMC,20040917,3.8464,3.8464,3.6804,3.7081,17362826
AOT,20040917,51,51.5,50.5,51.5,2814200
AP,20040917,4,4.1,4,4.06,11341500
APURE,20040917,1.0667,1.0667,1.04,1.0578,202725
AQ,20040917,6.1779,6.2247,5.8503,5.9907,15508560
ASIAN,20040917,5.5,5.5,5.45,5.45,129680
ASIMAR,20040917,1.47,1.48,1.46,1.47,297700
ASP,20040917,8.55,8.65,8.4,8.55,27179000
AYUD,20040917,17.3,17.3,17.1,17.2,47200
BAFS,20040917,9.0802,9.2468,8.9969,9.0802,1662218
BANPU,20040917,151,153,150,153,2149300
BAT-3K,20040917,56.5,56.5,55.5,56,15300
BAY,20040917,11.2,11.4,11.1,11.3,8961000
BBL,20040917,97,98,96.5,98,1780071
BCP,20040917,15,15.1,14.6,14.8,895700
BDMS,20040917,14.2,14.4,13.7,13.9,1112833
BEC,20040917,18.8,18.9,18.5,18.8,718400
BFIT,20040917,16.75,16.875,16.625,16.75,1253000
BH,20040917,16.1,16.2,15.6,16,3268015
BIG,20040917,15.4,15.4,15.4,15.4,100
BIGC,20040917,18.6,18.6,18.5,18.5,27000
BJC,20040917,6.9,6.9,6.9,6.9,600
BKI,20040917,154.667,154.667,154.667,154.667,1350
BKKCP,20040917,8.6,8.6,8.6,8.6,100
BLAND,20040917,0.73,0.73,0.7,0.71,96414704
BROOK,20040917,1.04,1.05,1.03,1.03,14500
BTC,20040917,4.08,4.34,4.06,4.34,9794320
BTNC,20040917,20.5,20.5,20.5,20.5,400
CCET,20040917,3.375,3.4,3.375,3.4,692000
CCP,20040917,6.75,6.85,6.7,6.75,2622100
CEN,20040917,5.7,5.7,5.3,5.3,11658000
CENTEL,20040917,2.3365,2.3365,2.3219,2.3219,122600
CFRESH,20040917,3.22,3.24,3.2,3.2,298500
CHOTI,20040917,115,115,114,115,3000
CI,20040917,6.3,6.65,6.2,6.5,446500
CIMBT,20040917,1.7988,1.8766,1.7642,1.8766,13906261
CK,20040917,14.2,14.5,14.1,14.2,25110500
CM,20040917,3.3617,3.3617,3.2936,3.2936,110062
CMR,20040917,15.566,15.91,15.48,15.48,4883
CNS,20040917,75.5,76.5,74.5,75.5,914300
CPALL,20040917,5.65,5.65,5.6,5.65,1558000
CPF,20040917,3.72,3.76,3.7,3.72,3034800
CPH,20040917,7.5,7.65,7.2,7.5,12800
CPI,20040917,5.5693,5.5693,5.5209,5.5693,59469
CPL,20040917,24.5,24.5,24.5,24.5,1500
CPN,20040917,8.7,8.8,8.7,8.8,706500
CSC,20040917,18.1,18.4,18.1,18.1,92300
CSL,20040917,8.45,8.5,8.25,8.25,7407600
CTW,20040917,7.4,7.6,7.4,7.6,21600
CWT,20040917,20.8,21.1,20.6,20.7,731500
DCC,20040917,17.9,18.2,17.7,17.9,1301800
DELTA,20040917,18.1,18.2,17.7,18.1,2320901
DRACO,20040917,2.11,2.11,2.09,2.09,61000
DTC,20040917,41,41,41,41,1004
EARTH,20040917,1.24,1.24,1.2,1.2,630000
EASTW,20040917,4.3,4.3,4.25,4.275,595000
ECL,20040917,0.624,0.632,0.6,0.632,1080000
EGCO,20040917,69.5,70,69,69,1440948
EIC,20040917,2.26,2.26,2.24,2.26,188000
EMC,20040917,4.92,5.4,4.82,5.1,8713415
ERW,20040917,2.56,2.56,2.48,2.56,1222500
ESTAR,20040917,0.65,0.66,0.63,0.63,61238400
FANCY,20040917,5.6,5.65,5.6,5.6,416500
FER,20040917,3.82,3.82,3.64,3.68,19557514
FNS,20040917,36,36.25,35.5,36,756501
GEL,20040917,1.3,1.31,1.24,1.25,6401580
GENCO,20040917,1.09,1.1,1.02,1.03,27367800
GFPT,20040917,1.2,1.22,1.17,1.18,1614000
GJS,20040917,2.2,2.2,2.04,2.08,99160600
GLAND,20040917,12.2,12.6,12,12.3,125900
GOLD,20040917,9.15,9.2,9.15,9.15,347500
GRAMMY,20040917,16,16,15.8,15.9,121900
GRAND,20040917,1.9679,1.9851,1.9333,1.9851,440855
HANA,20040917,21.9,22.2,21.7,22,1701900
HFT,20040917,1.78,1.8,1.77,1.8,141600
