<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19950915,14.7455,15.0527,14.4383,15.0527,13020
ACC,19950915,15.5,16,15.4,16,243000
ADVANC,19950915,40,40.4,40,40.2,4068000
AFC,19950915,18,18.5,18,18.5,2000
AMARIN,19950915,2.675,2.675,2.55,2.6,233000
APURE,19950915,19.7778,19.7778,19.3333,19.7778,18787
ASIAN,19950915,3.35,3.35,3.325,3.35,27999
ASP,19950915,7.55,7.75,7.55,7.7,6958000
AYUD,19950915,180,180,180,180,1000
BANPU,19950915,187.54,187.54,187.54,187.54,1500
BAT-3K,19950915,79,82,79,81.5,75000
BAY,19950915,92.3025,93.8538,92.3025,93.8538,394520
BBL,19950915,208,214,208,214,1612317
BCP,19950915,40,40.5,39.75,40.5,449700
BDMS,19950915,2.5184,2.5184,2.4612,2.4803,1154413
BFIT,19950915,130,132,130,130,15400
BH,19950915,7.6895,7.8252,7.6895,7.6895,28187
BIGC,19950915,12.2896,12.4787,12.1006,12.4787,40593
BJC,19950915,5.6,5.9,5.6,5.75,137600
BKI,19950915,189.33,189.33,187.552,187.552,4050
BLAND,19950915,3.7,3.8,3.675,3.75,2443000
BTS,19950915,39.0853,39.0853,37.6725,38.6143,79421
CEN,19950915,4.975,5.2,4.975,5.1,262520
CENTEL,19950915,1.2705,1.2705,1.2705,1.2705,34200
CK,19950915,18.666,18.9425,18.666,18.8043,1290260
CMR,19950915,26.015,29.025,26.015,29.025,7209
CNS,19950915,67,69.5,67,68.5,832900
CNT,19950915,31.1408,31.9963,31.1408,31.1408,3231524
CPF,19950915,6.075,6.2349,6.075,6.1816,681372
CPH,19950915,62.5,63,62,62.5,7900
CPI,19950915,2.6151,2.6345,2.4021,2.5183,291666
CPL,19950915,17.25,17.5,17,17.5,3600
CPN,19950915,4.8706,4.8983,4.8152,4.8983,290888
CSC,19950915,60,60,60,60,2000
CTW,19950915,17.1337,17.4452,17.1337,17.4452,8667
CWT,19950915,12.625,12.75,12.125,12.375,57200
DCC,19950915,5.4,5.6,5.4,5.45,56000
DELTA,19950915,11.7,11.8,11.7,11.8,262000
DRACO,19950915,4.3,4.425,4.3,4.325,11500
DTC,19950915,40,41,40,41,7045
DTCI,19950915,27.25,27.5,27.25,27.5,2100
EE,19950915,3.025,3.25,2.925,3.25,97000
EGCO,19950915,67,68,66.5,67.5,253000
EPCO,19950915,13.6875,14.0625,13.6875,14.0625,68000
ERW,19950915,5.4284,5.528,5.4284,5.528,73290
ESTAR,19950915,3.0625,3.125,3,3.125,309600
EVER,19950915,21.9053,22.11,21.2911,22.11,11145
FANCY,19950915,1.1083,1.1416,1.1083,1.1416,12000
FE,19950915,162,165,162,165,6300
GEL,19950915,12.6369,13.2113,12.6369,13.2113,9139
GFPT,19950915,0.7986,0.8146,0.7986,0.8146,878080
GOLD,19950915,28.5,29.25,28.5,29,194500
GRAMMY,19950915,24.4,25.2,24.4,24.8,919000
HANA,19950915,5.657,5.7647,5.657,5.7647,235726
HTC,19950915,6.4908,6.4908,6.4908,6.4908,23417
IEC,19950915,1.24,1.25,1.19,1.19,26710000
IFEC,19950915,3.425,3.5,3.4,3.5,21000
INTUCH,19950915,34.5669,35.0101,34.3453,34.7885,5475155
IRC,19950915,7.787,7.787,7.787,7.787,1840
IRPC,19950915,14.3833,14.9401,14.2905,14.5689,4732977
ITD,19950915,29.8,29.8,29.6,29.8,554000
JAS,19950915,14.6,14.7,14.4,14.6,1453000
JUTHA,19950915,25.5,25.75,25.5,25.75,7800
KAMART,19950915,7.9639,7.9639,7.625,7.6674,442622
KBANK,19950915,109.113,111.097,109.113,110.436,4109677
KC,19950915,81.9844,82.5,81.9844,82.5,29575
KCE,19950915,5.1897,5.2994,5.1897,5.2262,1322941
KGI,19950915,35.2211,36.4569,35.2211,35.839,2124568
KKP,19950915,87,90,87,90,872800
KTB,19950915,99,103,99,101,6569624
KWG,19950915,165.55,167.431,162.728,167.431,2764
KYE,19950915,148,148,140,144,7500
LANNA,19950915,19.9,19.9,19.6,19.6,51000
LEE,19950915,2.1,2.2,2.0667,2.0833,213000
LH,19950915,24.0297,24.2736,23.9077,24.0297,896882
LPN,19950915,3.9123,3.9769,3.8799,3.8799,641762
