<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20180409,12.35,12.47,12.33,12.47,9100
BMSCG,20180409,9.48,9.5,9.44,9.47,101100
BMSCITH,20180409,13.5,13.64,13.5,13.64,515900
BSET100,20180409,11.01,11.12,11.01,11.12,96700
CHINA,20180409,6.06,6.08,6.03,6.07,12500
EBANK,20180409,5.47,5.53,5.47,5.52,7500
EFOOD,20180409,6.09,6.09,6.07,6.07,2700
EICT,20180409,5,5,4.99,4.99,2100
ENGY,20180409,6.5,6.55,6.5,6.55,5100
ENY,20180409,7.67,7.67,7.67,7.67,900
ESET50,20180409,5.96,5.98,5.96,5.98,4100
GLD,20180409,1.79,1.79,1.78,1.78,22900
TDEX,20180409,11.2,11.31,11.18,11.29,88500
TGOLDETF,20180409,3.89,3.89,3.87,3.87,100000
2S,20180409,4.42,4.42,4.38,4.42,73900
A,20180409,6.7,6.7,6.7,6.7,50200
AAV,20180409,5.8,6,5.75,6,29421500
ABICO,20180409,7.5,7.7,7.5,7.65,122600
ABM,20180409,1.32,1.34,1.31,1.31,1444000
ABPIF,20180409,8.45,8.5,8.45,8.45,112800
ACAP,20180409,10.4,10.9,10.4,10.4,960000
ACC,20180409,0.5,0.52,0.5,0.51,399500
ADB,20180409,1.42,1.44,1.39,1.39,11120900
ADVANC,20180409,197,201,197,201,5719200
AEC,20180409,0.53,0.56,0.53,0.54,845300
AEONTS,20180409,173,174.5,168,170,260800
AF,20180409,0.88,0.88,0.84,0.84,271600
AFC,20180409,9.2,9.25,9.15,9.15,16900
AGE,20180409,1.45,1.45,1.43,1.43,270700
AH,20180409,32.5,34.25,32.25,34.25,429400
AHC,20180409,21,21,21,21,1200
AIMIRT,20180409,9.95,9.95,9.9,9.95,146000
AIRA,20180409,2.08,2.1,2.08,2.08,29800
AIT,20180409,29,29.25,29,29.25,100200
AJ,20180409,13.6,13.7,13.6,13.7,389300
AJA,20180409,0.53,0.54,0.52,0.52,6939200
AKP,20180409,1.85,1.86,1.84,1.86,109900
AKR,20180409,0.97,0.99,0.97,0.98,716400
ALLA,20180409,1.83,1.83,1.81,1.81,171100
ALT,20180409,3.96,3.98,3.94,3.98,299100
ALUCON,20180409,246,246,243,243,2600
AMA,20180409,10,10.2,10,10,288500
AMANAH,20180409,1.59,1.6,1.58,1.58,2000900
AMARIN,20180409,5.35,5.45,5.25,5.45,109400
AMATA,20180409,18.7,18.9,18.1,18.4,16109200
AMATAR,20180409,10.4,10.4,10.3,10.3,15600
AMATAV,20180409,7.7,7.7,7.5,7.6,531700
AMC,20180409,2.6,2.64,2.6,2.64,31900
ANAN,20180409,3.7,3.8,3.68,3.74,7725200
AOT,20180409,70,70.75,69.75,70.5,38962400
AP,20180409,8,8.1,7.95,8.1,4847200
APCO,20180409,1.17,1.17,1.15,1.17,946900
APCS,20180409,6.05,6.05,5.95,5.95,143400
APEX,20180409,0.32,0.32,0.26,0.26,14829100
APURE,20180409,1.49,1.5,1.49,1.49,170800
AQ,20180409,0.03,0.04,0.03,0.03,27308100
AQUA,20180409,0.47,0.47,0.46,0.47,1971400
ARIP,20180409,0.61,0.61,0.6,0.61,44800
ARROW,20180409,11.8,11.8,11.5,11.6,105600
AS,20180409,1.51,1.52,1.47,1.52,21000
ASAP,20180409,10.1,10.1,9.7,10,1413100
ASEFA,20180409,5.7,5.75,5.7,5.7,146900
ASIA,20180409,70.5,70.5,70,70,2900
ASIAN,20180409,6.75,6.85,6.7,6.7,656400
ASIMAR,20180409,2.88,2.96,2.88,2.92,262600
ASK,20180409,21.6,21.6,21.4,21.6,223700
ASN,20180409,3.98,3.98,3.98,3.98,2000
ASP,20180409,3.74,3.76,3.7,3.74,2635600
ATP30,20180409,1.75,1.76,1.68,1.69,1490700
AU,20180409,11.4,11.6,11.4,11.4,1491900
AUCT,20180409,5,5,4.96,4.98,129600
AYUD,20180409,44.25,47,41.75,46.75,244500
B,20180409,0.86,0.87,0.85,0.85,145200
B-WORK,20180409,10.5,10.5,10.4,10.5,83000
BA,20180409,15.7,16,15.3,16,4457200
BAFS,20180409,38,38,37.5,38,937600
BANPU,20180409,19.8,20.2,19.8,20.1,48303900
BAY,20180409,39,39.5,38.75,39.5,189900
BBL,20180409,189,194,188.5,193,5913000
BCH,20180409,16.9,17.7,16.9,17.5,11117500
BCP,20180409,35.25,36.5,35.25,36.25,3751200
BCPG,20180409,18.6,19.1,18.5,18.7,16515400
BDMS,20180409,23.1,24,23.1,23.9,46301000
BEAUTY,20180409,21.6,22.2,21.6,22,26936600
BEC,20180409,12.5,12.7,11.8,12,20559600
BEM,20180409,7.2,7.35,7.15,7.35,20551800
BFIT,20180409,31.75,32.25,31.25,32,164800
BGRIM,20180409,23.4,24.1,23.4,23.9,11814300
BGT,20180409,1.3,1.35,1.24,1.28,16100
BH,20180409,213,222,212,221,2227900
BIG,20180409,2.82,2.9,2.82,2.9,6676300
BIZ,20180409,3.12,3.18,3.12,3.16,66300
BJC,20180409,56.75,57.5,56,56.25,5230800
BJCHI,20180409,2.22,2.22,2.18,2.18,505800
BKD,20180409,3.06,3.08,3.04,3.04,457800
BKI,20180409,362,365,361,365,1900
BKKCP,20180409,11.4,11.4,11.4,11.4,16000
BLA,20180409,30.25,30.75,30.25,30.5,575800
BLAND,20180409,1.85,1.86,1.83,1.85,43549400
BM,20180409,3.86,3.86,3.74,3.74,3912100
BOFFICE,20180409,13.1,13.2,13,13.1,249600
BOL,20180409,1.99,1.99,1.87,1.97,10200
BPP,20180409,24.1,24.5,23.9,24.3,4939400
BR,20180409,7.1,7.1,7,7.05,1897200
BROCK,20180409,2.6,2.62,2.58,2.62,101200
BROOK,20180409,0.63,0.64,0.62,0.64,2141200
BRR,20180409,8.1,8.15,8.1,8.15,59300
BRRGIF,20180409,10.5,10.5,10.5,10.5,39100
BSBM,20180409,1.2,1.2,1.19,1.2,113100
BSM,20180409,0.68,0.7,0.68,0.68,272600
BTS,20180409,8.35,8.45,8.35,8.45,42062000
BTSGIF,20180409,11.9,11.9,11.8,11.8,1195000
BTW,20180409,2.08,2.08,1.99,2.02,960100
BWG,20180409,1.49,1.54,1.45,1.46,80048000
CBG,20180409,61.75,62.25,61,61.5,1281300
CCET,20180409,1.99,2,1.99,2,354500
CCP,20180409,0.42,0.43,0.41,0.43,282000
CEN,20180409,1.4,1.4,1.39,1.39,203500
CENTEL,20180409,51.75,52.5,51,52.5,3820600
CFRESH,20180409,4.9,4.9,4.88,4.88,2500
CGD,20180409,1.5,1.61,1.48,1.57,18919400
CGH,20180409,1.22,1.22,1.18,1.19,1500300
CHARAN,20180409,37,37,36,36.5,300
CHAYO,20180409,2.96,3.08,2.96,3,10733800
CHEWA,20180409,1.23,1.24,1.22,1.23,3532200
CHG,20180409,1.89,1.92,1.88,1.91,9248500
CHO,20180409,1.62,1.65,1.61,1.62,1115000
CHOW,20180409,5,5.05,5,5,279200
CI,20180409,1.65,1.65,1.63,1.63,122800
CIG,20180409,0.38,0.38,0.37,0.38,318300
CIMBT,20180409,1.02,1.02,1,1.02,5947300
CITY,20180409,2.72,2.72,2.72,2.72,100
CK,20180409,23.6,24.1,23.6,24,4404700
CKP,20180409,3.78,3.8,3.64,3.64,21091300
CM,20180409,4.94,4.98,4.94,4.98,55900
CMAN,20180409,4.48,4.54,4.34,4.5,21727500
CMO,20180409,1.9,1.9,1.86,1.89,614200
CMR,20180409,3.24,3.28,3.2,3.28,363400
CNS,20180409,2.68,2.7,2.6,2.66,204000
CNT,20180409,2.48,2.48,2.4,2.4,100000
COL,20180409,53.5,54.5,53.5,53.75,55400
COLOR,20180409,1.24,1.24,1.21,1.21,600
COM7,20180409,18.7,19,18.7,18.9,6457300
COMAN,20180409,5.7,6,5.7,5.9,96100
CPALL,20180409,87.5,87.75,87.25,87.75,13412100
CPF,20180409,24.7,24.9,24.6,24.8,19674900
CPH,20180409,5.9,5.95,5.8,5.8,4100
CPI,20180409,2.32,2.48,2.32,2.48,1941300
CPN,20180409,76,78.5,75.75,77.75,4425500
CPNCG,20180409,14.4,14.5,14.3,14.4,185300
CPNREIT,20180409,22.5,22.5,22.4,22.5,1565200
CPR,20180409,5.55,5.6,5.55,5.6,225300
CPT,20180409,2.02,2.06,2.02,2.02,688900
CPTGF,20180409,12.6,12.7,12.6,12.7,140800
CRANE,20180409,3,3,2.88,2.9,846300
CRD,20180409,1.23,1.25,1.23,1.23,336800
CRYSTAL,20180409,10.7,10.8,10.7,10.7,8900
CSC,20180409,46.25,46.25,46.25,46.25,1600
CSL,20180409,7.65,7.7,7.65,7.65,102700
CSP,20180409,1.56,1.56,1.56,1.56,1100
CSS,20180409,2.32,2.38,2.32,2.38,627700
CTARAF,20180409,4.98,4.98,4.98,4.98,28600
CTW,20180409,8.35,8.35,8.25,8.25,74600
CWT,20180409,3.98,4.06,3.98,4.04,1474800
D,20180409,9.05,9.25,9.05,9.25,310500
DCC,20180409,2.92,2.94,2.9,2.94,1204500
DCON,20180409,0.58,0.61,0.58,0.6,4897000
DCORP,20180409,2.8,2.8,2.74,2.74,166200
DDD,20180409,90.25,93.5,90.25,92,453100
DELTA,20180409,68.25,68.5,66.5,67,1565800
DEMCO,20180409,4.92,5,4.92,4.94,506300
