<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20120321,11.76,11.79,11.76,11.79,1400
CHINA,20120321,6.17,6.17,6.09,6.11,183100
ENGY,20120321,5.5,5.53,5.5,5.53,25800
GLD,20120321,2.34,2.34,2.33,2.34,1013600
TDEX,20120321,8.55,8.65,8.53,8.63,698300
A,20120321,3.46,3.48,3.46,3.48,106100
ACAP,20120321,7.6,7.6,7.3,7.35,96900
ACC,20120321,3.82,3.82,3.8,3.8,196800
ADAM,20120321,0.98,1.02,0.98,1,900300
ADVANC,20120321,177.5,180,177,179,3464100
AEONTS,20120321,29.75,30,29.5,30,600
AFC,20120321,8,8,8,8,1200
AGE,20120321,6.2,6.25,6.1,6.15,9526400
AH,20120321,13.9,13.9,13.8,13.9,1255100
AHC,20120321,109,109,109,109,700
AI,20120321,3.12,3.14,3.1,3.1,215200
AIT,20120321,59.25,59.5,59,59.5,107900
AJ,20120321,16.2,16.2,16,16,1832000
AKR,20120321,0.75,0.75,0.74,0.74,1232300
ALUCON,20120321,108,108.5,108,108.5,700
AMANAH,20120321,0.94,0.96,0.94,0.94,2292000
AMARIN,20120321,13.2,13.3,13.2,13.3,53400
AMATA,20120321,16.5,16.7,16.5,16.6,12748200
AMC,20120321,1.98,1.99,1.97,1.98,513800
AOT,20120321,57.75,59.25,57.75,59,2455000
AP,20120321,5.95,6.1,5.95,6,24769500
APCO,20120321,7.6,7.7,7.1,7.35,8297600
APCS,20120321,6.8,6.95,6.7,6.75,15043400
APURE,20120321,0.9,0.9,0.88,0.88,995000
AQ,20120321,0.44,0.45,0.44,0.44,7861600
AQUA,20120321,0.39,0.4,0.39,0.4,262000
ARIP,20120321,1.07,1.07,1.05,1.06,880000
AS,20120321,15.8,15.8,15.6,15.7,213700
ASIA,20120321,35,35.5,34.75,34.75,5700
ASIAN,20120321,4.2,4.24,4.16,4.24,1703900
ASIMAR,20120321,1.62,1.64,1.62,1.62,2554700
ASK,20120321,12.4,12.8,12.4,12.8,1353200
ASP,20120321,2.38,2.4,2.36,2.4,5571500
AYUD,20120321,18.5,19.8,18.5,19.8,707200
BAFS,20120321,14.4,14.4,14.2,14.2,388900
BANPU,20120321,606,612,602,608,1686000
BAT-3K,20120321,80,80.5,80,80,3300
BAY,20120321,26.5,27.25,26.25,27,10468600
BBL,20120321,189,191,187,190.5,5979700
BCH,20120321,7.4,7.75,7.4,7.6,6009800
BCP,20120321,23.1,23.4,22.9,23.3,7546300
BDMS,20120321,88.25,90,88.25,89.75,1452700
BEC,20120321,52,54,52,53.75,1887000
BFIT,20120321,6.5,6.55,6.4,6.45,633500
BGT,20120321,2.04,2.04,2.04,2.04,3100
BH,20120321,54.5,55.25,54,54.5,2921300
BIGC,20120321,177,178,174.5,178,480400
BJC,20120321,39.25,39.5,39,39.25,1816500
BKI,20120321,243,243,241,243,4000
BKKCP,20120321,9.25,9.4,9.25,9.4,9000
BLA,20120321,45,45.75,44.75,45.75,1365000
BLAND,20120321,0.71,0.72,0.7,0.71,83273600
BOL,20120321,1.3,1.31,1.28,1.3,2522000
BROCK,20120321,0.85,0.86,0.84,0.86,204400
BROOK,20120321,1.44,1.45,1.43,1.45,189200
BSBM,20120321,1.3,1.31,1.3,1.31,258600
BSM,20120321,0.89,0.9,0.88,0.88,54100
BTC,20120321,0.36,0.36,0.36,0.36,914000
BTS,20120321,0.77,0.78,0.76,0.77,243876700
BWG,20120321,1.95,1.95,1.91,1.92,18780200
CCET,20120321,2.84,2.88,2.82,2.86,3947200
CCP,20120321,2.38,2.4,2.38,2.4,309500
CEN,20120321,2.76,2.76,2.68,2.7,3253600
CENTEL,20120321,12.3,12.9,12.2,12.7,6313900
CFRESH,20120321,5.45,5.45,5.3,5.35,1773200
CGD,20120321,0.49,0.5,0.48,0.49,1170200
CHOTI,20120321,343,344,341,342,5200
CHOW,20120321,2.74,2.76,2.72,2.74,1614900
CHUO,20120321,8.8,8.8,8.8,8.8,7600
CI,20120321,3.92,3.92,3.92,3.92,1000
CIG,20120321,0.63,0.64,0.63,0.63,721300
CIMBT,20120321,2.9,2.96,2.88,2.94,5975100
CITY,20120321,2.5,2.74,2.5,2.64,3816500
CK,20120321,8.35,8.35,8.2,8.25,4999500
CM,20120321,3.22,3.24,3.22,3.24,94300
CMO,20120321,1.7,1.73,1.68,1.68,2464800
CMR,20120321,53,53,53,53,1500
CNS,20120321,29,29.75,29,29.75,150300
CNT,20120321,4.28,4.32,4.28,4.3,550200
COL,20120321,21,21,21,21,2300
