<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BAY,19870526,16.6079,16.7474,16.4683,16.6079,917139
BBL,19870526,25.1015,25.8012,25.1015,25.4514,1134860
BFIT,19870526,18.0322,18.9316,18.0322,18.5719,622660
BJC,19870526,2.22,2.22,2.22,2.22,6750
ICC,19870526,54.2775,54.2775,54.2775,54.2775,2868
KBANK,19870526,19.7632,19.9718,19.7632,19.7632,894584
SCB,19870526,30.4645,30.7875,30.4645,30.5722,409920
SCC,19870526,10.03,10.03,10.03,10.03,440000
SCCC,19870526,82.6958,83.2317,82.6958,82.6958,33592
SFP,19870526,64.9,64.9,64.9,64.9,4000
SINGER,19870526,3.3456,3.3713,3.3456,3.3456,503200
SPC,19870526,3.4549,3.5192,3.4549,3.5192,174230
SPI,19870526,28.0665,28.9263,28.0665,28.9263,338597
SSC,19870526,3.6183,3.649,3.6183,3.6183,58700
TCAP,19870526,7.7182,7.9113,7.3962,7.7182,10002312
TF,19870526,42.1531,42.1531,42.1531,42.1531,2951
TISCO,19870526,34.0533,36.03,34.0533,36.03,1638830
TMB,19870526,17.703,18.0987,17.703,17.802,948182
UP,19870526,14.8802,14.8802,14.7731,14.7731,63501
WG,19870526,16.9205,17.173,16.9205,17.173,53850
SET,19870526,271.15,271.15,271.15,271.15,2224400
ICBCT,19870526,29.8876,31.019,29.8876,31.019,183486
UFM,19870526,12.5,13.7,12.5,13.7,69000
