<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19950419,14.1311,14.7455,14.1311,14.4383,19205
ACC,19950419,19.3,19.6,19.3,19.6,2000
ADVANC,19950419,33.2,33.8,33,33.8,1343000
AFC,19950419,18.25,18.25,18,18.25,5600
AHC,19950419,49,51,49,50,8000
ALUCON,19950419,115,117,115,117,2900
AMARIN,19950419,4.2,4.5,4.125,4.5,20000
AP,19950419,6.0364,6.3885,5.8352,6.3885,47710
APURE,19950419,22.2222,22.6667,21.7778,22.2222,12375
ASIA,19950419,22,22,21,21.5,20300
ASIAN,19950419,3.975,3.975,3.975,3.975,10000
ASP,19950419,4.8,4.8,4.525,4.525,1820000
BANPU,19950419,138.36,138.36,138.36,138.36,600
BAT-3K,19950419,63,63,61.5,62.5,115500
BAY,19950419,73.6869,74.4625,72.1356,74.4625,69064
BBL,19950419,177,179,175,176,646200
BCP,19950419,42.5,42.5,41.5,42,222600
BDMS,19950419,3.5105,3.5629,3.5105,3.5105,41983
BFIT,19950419,107,107,101,105,9200
BH,19950419,9.2274,9.2274,9.2274,9.2274,1105
BIG,19950419,36,39,35.5,39,9200
BIGC,19950419,14.7475,14.9366,14.7475,14.9366,27635
BJC,19950419,5.6,5.6,5.4,5.5,22000
BKI,19950419,179.552,179.552,179.552,179.552,195
BLAND,19950419,3.025,3.05,3,3.05,4083000
BTS,19950419,28.4899,28.7253,28.2544,28.7253,86535
BUI,19950419,38.5764,38.5764,38.1944,38.1944,1832
CEN,19950419,2.5449,2.5449,2.4969,2.5449,62470
CENTEL,19950419,1.1682,1.1682,1.1391,1.1537,197200
CHARAN,19950419,87,87,86,86,2500
CNS,19950419,42,42,38,38,82000
CNT,19950419,36.2739,36.6161,35.9317,36.2739,48947
CPF,19950419,8.0467,8.0467,7.8868,7.9401,579851
CPH,19950419,61.5,61.5,60,60.5,36500
CPI,19950419,2.9445,2.9445,2.9057,2.9057,23230
CPL,19950419,23.75,26.75,23.5,26.75,13000
CPN,19950419,3.0995,3.0995,2.9888,3.0164,162608
CSC,19950419,47,47,46.5,46.5,1500
CTW,19950419,18.0683,18.6913,18.0683,18.3798,15087
CWT,19950419,15.25,15.75,15.125,15.75,49000
DCC,19950419,5.65,5.65,5.4,5.4,434000
DRACO,19950419,4.6,4.625,4.5,4.625,16000
DTC,19950419,40.9325,41.8844,40.9325,41.8844,4464
DTCI,19950419,24.5,26,24.5,26,2800
EE,19950419,4.775,4.825,4.775,4.775,100000
EGCO,19950419,56.8596,56.8596,56.3857,56.3857,300318
EPCO,19950419,19.125,19.3125,19.125,19.3125,5600
ERW,19950419,3.9343,4.0339,3.7849,4.0339,216860
ESTAR,19950419,2.5625,2.625,2.5,2.625,380000
EVER,19950419,22.11,23.3384,22.11,23.3384,6591
F&D,19950419,34,34,34,34,1000
GFPT,19950419,0.7986,0.7986,0.7667,0.7826,621390
GOLD,19950419,20.75,20.75,20.25,20.5,13000
GRAMMY,19950419,20.2,20.8,20.2,20.8,837000
HANA,19950419,5.4953,5.4953,5.3337,5.3337,219021
HTC,19950419,4.2489,4.2489,4.2489,4.2489,5854
IEC,19950419,1.45,1.46,1.39,1.41,7420000
INTUCH,19950419,30.1353,30.6892,29.8029,30.6892,2202337
IRPC,19950419,14.1977,14.2905,14.0122,14.0122,7490917
ITD,19950419,24.8,25.4,24.8,25.4,497000
JAS,19950419,14.5,14.6,14.2,14.3,867000
JUTHA,19950419,23.75,23.75,23.75,23.75,1000
KAMART,19950419,7.8792,8.0486,7.8792,8.0062,711737
KBANK,19950419,103.823,103.823,101.177,101.839,1597467
KC,19950419,82.5,84.0469,82.5,82.5,16290
KCE,19950419,5.2628,5.2628,5.2262,5.2262,477462
KDH,19950419,36,36,36,36,500
KGI,19950419,20.3912,20.7001,19.9277,20.0822,2359552
KKC,19950419,4.155,4.155,4.155,4.155,6136
KKP,19950419,52,52,49,49.25,149300
KTB,19950419,66.6943,66.6943,65.7346,66.2144,1154091
KWC,19950419,140,140,140,140,500
KWG,19950419,174.956,179.659,167.431,177.778,5581
KYE,19950419,190,190,190,190,2000
LANNA,19950419,18.3,18.4,17.8,18,306000
LEE,19950419,1.6833,1.7333,1.6833,1.7333,9000
LH,19950419,22.444,22.444,22.078,22.078,393513
LOXLEY,19950419,44.6,45,44.6,45,122000
LPN,19950419,3.2333,3.4273,3.2333,3.4273,38660
LTX,19950419,22,23,21.75,23,24600
MAKRO,19950419,92.5,92.5,91.5,92.5,364600
MALEE,19950419,32.4402,32.4402,30.6522,31.6739,16372
MANRIN,19950419,21,21,21,21,100
MATI,19950419,11.6,11.8,10.8,11.3,417000
MDX,19950419,41,41,37.75,37.75,135400
METCO,19950419,130,133,130,133,1900
MFC,19950419,58,59,57.6,59,4000
MK,19950419,6.6512,6.6512,6.5066,6.6512,80917
MODERN,19950419,43,43,43,43,12500
NEP,19950419,1,1,0.99,1,540000
NKI,19950419,53.5269,55.7806,53.2452,55.7806,1952
NMG,19950419,30,30,29,29.5,47400
NPK,19950419,22.5,22.5,22,22.5,3000
NPP,19950419,80,83,80,83,400
NSI,19950419,142,143,137,141,9100
NTV,19950419,29,29.5,28,29.5,8100
OGC,19950419,23,25,22.5,25,22100
PDI,19950419,25.8017,26.2583,24.66,25.1167,242441
PE,19950419,46.5,50,46.5,50,1300
PF,19950419,141.969,149.067,140.549,149.067,11410
PR,19950419,29.5,29.5,29,29,2900
PRAKIT,19950419,9.8,9.8,9.65,9.65,30000
PRANDA,19950419,7.75,7.75,7.2,7.5,33000
PRG,19950419,17,17.25,16.75,17.25,8000
PSL,19950419,6.4832,6.4832,6.4832,6.4832,636258
PTTEP,19950419,23,23,22.8,23,3003000
QH,19950419,11.0194,11.0194,10.6083,10.6905,128899
RAM,19950419,45.75,45.75,45.75,45.75,3000
RCI,19950419,3.625,3.625,3.6,3.6,7000
RCL,19950419,11.2899,11.2899,10.8095,10.8095,289720
RML,19950419,2.4019,2.4019,2.3143,2.3494,456296
ROBINS,19950419,42.25,42.25,41.75,42,530900
ROH,19950419,14,14,14,14,2500
SAMART,19950419,18,18,17,17.6,544500
SAMCO,19950419,6.2,6.2,6.2,6.2,230000
SAUCE,19950419,69,69.5,68.5,69,61600
SAWANG,19950419,25.5,25.5,25,25,4000
SCB,19950419,159.738,160.656,156.066,156.984,707850
SCC,19950419,132.4,132.4,130.6,130.6,643000
SCCC,19950419,368,368,358,358,70580
SCP,19950419,18.25,19.5,18.25,19.5,226850
SE-ED,19950419,1.9603,1.9826,1.8935,1.9826,34790
SFP,19950419,50,50,50,50,2000
SHANG,19950419,21,21,21,21,20000
SITHAI,19950419,160,160,158,160,12900
SMK,19950419,69.5345,69.5345,68.8966,68.8966,940
SMPC,19950419,20,20,19.5,20,20400
SORKON,19950419,64.7619,68.5714,64.7619,68.5714,734
SPALI,19950419,4.3966,4.4892,4.3041,4.4429,287378
SPC,19950419,4.2,4.225,4.2,4.2,240000
SSC,19950419,23,23.8,23,23.8,144000
SSI,19950419,6.45,6.45,6.2,6.25,7129000
SST,19950419,4,4,3.8,3.925,162000
STA,19950419,3.0939,3.1182,3.0695,3.1182,32835
STANLY,19950419,41.71,41.71,41.71,41.71,4651
STEC,19950419,26.8,27,26.6,26.8,60000
SUC,19950419,31.25,31.75,31.25,31.5,115300
SUSCO,19950419,1.24,1.24,1.2,1.2,848000
SVH,19950419,20,20,19.75,20,2900
SVI,19950419,2.4539,2.4539,2.4539,2.4539,29540
SVOA,19950419,6.4,6.4,6.15,6.2,144000
TASCO,19950419,93,93,91.5,92,95200
TC,19950419,14.9403,15.3284,14.9403,15.3284,13039
TCAP,19950419,64.9167,64.9167,61.9881,62.4762,1071000
TCC,19950419,19,19,19,19,7300
TCCC,19950419,36,36,36,36,500
TCMC,19950419,17.1406,17.4003,17.1406,17.4003,962
TCOAT,19950419,64,64,62.5,63,23700
TFD,19950419,1.8346,1.9034,1.8117,1.9034,34885
TFI,19950419,0.8868,0.8868,0.8738,0.8868,182101
TGCI,19950419,5.85,5.85,5.3,5.8,85000
TGPRO,19950419,16.9583,16.9583,16.5569,16.8579,203050
TH,19950419,2.525,2.525,2.3,2.45,64000
THAI,19950419,55.5,56,55,56,53600
THCOM,19950419,24,24,23.625,23.75,1325800
THIP,19950419,108,108,106,106,2500
THL,19950419,2.1873,2.3037,2.1873,2.2338,125702
THRE,19950419,4.572,4.572,4.5182,4.572,167323
TIC,19950419,82.9675,82.9675,82.9675,82.9675,1651
TIPCO,19950419,3,3.3,3,3.3,11000
TISCO,19950419,105.565,107.676,97.8234,104.861,30123
TIW,19950419,67.5556,68.4444,67.5556,68.4444,675
TLUXE,19950419,2.5893,2.5893,2.5893,2.5893,51000
TMB,19950419,54.9785,54.9785,53.3496,53.3496,151749
TNL,19950419,4.675,4.675,4.675,4.675,1000
TPA,19950419,48,48,47.25,47.25,20700
TPC,19950419,16.1639,16.1639,15.9631,16.0635,943256
TPCORP,19950419,3.0193,3.0193,3.001,3.0193,27323
TPIPL,19950419,95.631,95.631,92.0359,92.7549,629876
TRITN,19950419,3.4248,3.4486,3.3772,3.4486,88731
TRU,19950419,7.36,7.36,7.2,7.28,248750
TRUBB,19950419,1.5,1.5,1.5,1.5,18656
TRUE,19950419,90,90.5,89,90.5,1425090
TSI,19950419,124,124,124,124,100
TSTE,19950419,4.4,4.6,4.4,4.6,40000
TTI,19950419,27.5,27.5,27.5,27.5,11500
TU,19950419,2.375,2.4,2.35,2.4,183000
TVI,19950419,93.5,93.5,87,87,4400
TWP,19950419,46.5,49.5,46.25,49.5,2200
U,19950419,770.883,770.883,770.883,770.883,119
UP,19950419,20.0185,20.8889,20.0185,20.0185,7468
UPOIC,19950419,2.475,2.475,2.45,2.475,210000
UT,19950419,19,19,19,19,18200
VIBHA,19950419,2,2.05,1.95,2.05,218000
VNT,19950419,35.1784,35.1784,34.5309,34.5309,268281
WAVE,19950419,51.9975,54.5789,51.9975,54.5789,677
YCI,19950419,31.5,31.5,31.5,31.5,100
ZMICO,19950419,5.45,5.5,5.15,5.45,1187000
$AGRI,19950419,72.23,72.23,72.23,72.23,780028
$BANK,19950419,944.35,944.35,944.35,944.35,7654962
$COMM,19950419,4283.36,4283.36,4283.36,4283.36,1005900
$ENERG,19950419,4974.61,4974.61,4974.61,4974.61,1007900
