<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100929,4.6,4.65,4.6,4.65,48100
TDEX,20100929,6.65,6.73,6.65,6.68,2319600
2S,20100929,3.2,3.2,3.2,3.2,22500
A,20100929,3.8,3.8,3.76,3.78,183000
ACAP,20100929,8.7,8.7,8,8,60000
ACC,20100929,2.28,2.3,2.28,2.28,26600
ADAM,20100929,0.95,0.97,0.95,0.97,415100
ADVANC,20100929,95,95.5,94.25,95,10193000
AEC,20100929,2.5,2.56,2.48,2.48,107400
AEONTS,20100929,32.25,32.5,31.75,32,137300
AF,20100929,16.1,16.2,16.1,16.1,3100
AFC,20100929,5.7,5.75,5.7,5.7,20300
AGE,20100929,8.3,8.3,8.2,8.2,499300
AH,20100929,14.5,14.8,14.5,14.6,949600
AHC,20100929,64.5,64.5,64.5,64.5,1000
AI,20100929,3.94,3.96,3.92,3.92,454300
AIT,20100929,43,43.5,42.25,42.5,520300
AJ,20100929,9.55,9.9,9.55,9.65,8596800
AKR,20100929,1.08,1.12,1.07,1.09,28247500
ALUCON,20100929,137,138,137,138,1100
AMANAH,20100929,1.04,1.05,1.03,1.03,2250100
AMARIN,20100929,12.4,12.5,12.4,12.4,28500
AMATA,20100929,16.2,16.6,16.2,16.3,20282400
AMC,20100929,2.12,2.14,2.12,2.14,124700
AOT,20100929,41.75,42.25,41.25,41.25,2813000
AP,20100929,7.4,7.65,7.35,7.5,31119000
APURE,20100929,0.87,0.87,0.86,0.86,1280600
AQ,20100929,0.61,0.61,0.6,0.61,1700500
AQUA,20100929,0.55,0.56,0.55,0.55,220300
AS,20100929,10,10.1,9.95,10,307100
ASIA,20100929,32.25,33.5,32,32,1700
ASIAN,20100929,3.9,3.9,3.82,3.84,391000
ASIMAR,20100929,0.78,0.78,0.75,0.76,101500
ASK,20100929,7.8,7.8,7.8,7.8,28500
ASP,20100929,2.78,2.92,2.76,2.82,72281700
AYUD,20100929,17.2,17.2,17.2,17.2,18100
BAFS,20100929,9.8,9.85,9.75,9.8,149100
BANPU,20100929,712,716,708,710,2063650
BAT-3K,20100929,58,58,57.5,58,3500
BAY,20100929,23.8,24.7,23.8,24.7,91648700
BBL,20100929,154,155,153,154.5,4319800
BCH,20100929,6.4,6.65,6.4,6.6,8694500
BCP,20100929,14.6,14.7,14.6,14.6,4017400
BDMS,20100929,38.5,39.25,38.5,38.75,2486800
BEC,20100929,39.5,40.5,38.5,38.5,2915200
BFIT,20100929,4.6,4.62,4.58,4.62,152500
BGT,20100929,1.76,1.76,1.7,1.76,97500
BH,20100929,34.25,35.25,34.25,35,1496900
BIGC,20100929,63.5,65,63.25,64.25,407200
BJC,20100929,18.3,18.3,18.1,18.2,2374300
BKI,20100929,243,247,243,247,12500
BKKCP,20100929,9.6,9.6,9.6,9.6,4700
BLA,20100929,32,32.25,31.75,32.25,1101100
BLAND,20100929,0.81,0.83,0.8,0.81,139934400
BLISS,20100929,0.05,0.05,0.05,0.05,11225300
BOL,20100929,1.42,1.42,1.35,1.41,140800
BROCK,20100929,0.74,0.79,0.74,0.75,3500
BROOK,20100929,0.8,0.81,0.8,0.8,449500
BSBM,20100929,1.49,1.49,1.49,1.49,954200
BSM,20100929,0.85,0.85,0.85,0.85,1000
BTC,20100929,0.47,0.47,0.46,0.47,456000
BTS,20100929,0.83,0.84,0.82,0.84,396293400
BUI,20100929,15.1,15.1,15.1,15.1,1000
BWG,20100929,1.6,1.61,1.59,1.59,988300
CCET,20100929,4.16,4.26,4.08,4.08,17287400
CCP,20100929,4.12,4.22,4.04,4.1,9616000
CEN,20100929,6.8,6.85,6.55,6.7,28336100
CENTEL,20100929,5.5,5.55,5.4,5.4,4792800
CFRESH,20100929,5,5,4.96,4.96,2037000
CGD,20100929,0.62,0.64,0.62,0.62,12912100
CHOTI,20100929,169.5,170,169,169,2200
CHUO,20100929,10.9,11,10.9,11,32700
CI,20100929,5,5,4.92,4.98,225300
CIG,20100929,1.09,1.12,1.09,1.1,1559500
CIMBT,20100929,3.52,3.66,3.5,3.62,6051400
CITY,20100929,2,2.02,1.98,1.99,975800
CK,20100929,10.7,10.9,10.4,10.6,48342200
CM,20100929,4.14,4.14,4.14,4.14,41200
CMO,20100929,1.3,1.31,1.3,1.31,228700
CMR,20100929,30.75,30.75,30.75,30.75,3100
CNS,20100929,31.25,31.75,31.25,31.5,268800
CNT,20100929,7.2,7.3,7.1,7.15,10117300
COL,20100929,7.05,7.05,7.05,7.05,169800
CPALL,20100929,43,43.5,42.5,43,11617200
CPF,20100929,24.9,25,24.8,25,28254900
CPI,20100929,4.06,4.06,4.02,4.06,15700
CPL,20100929,34.25,34.25,33.75,34.25,81900
CPN,20100929,29.5,29.5,28.75,28.75,5143300
CPNRF,20100929,11,11,10.9,11,2614500
CPR,20100929,2.54,2.7,2.54,2.7,40000
CRANE,20100929,1.89,1.89,1.86,1.88,107400
CSC,20100929,29.5,29.5,29.25,29.25,25100
CSL,20100929,4.78,4.86,4.76,4.8,2915900
CSP,20100929,2.24,2.24,2.2,2.2,195700
CTARAF,20100929,8.6,8.65,8.6,8.65,5000
CTW,20100929,7.7,7.75,7.6,7.65,266300
CWT,20100929,7.8,7.85,7.75,7.75,33200
DCC,20100929,50,51,50,50,1222100
DCON,20100929,3.04,3.06,3.02,3.02,72600
DELTA,20100929,28.5,28.5,27.25,27.75,3223500
DEMCO,20100929,4.38,4.66,4.36,4.6,5529700
DIMET,20100929,0.71,0.73,0.71,0.72,3464700
DRACO,20100929,3.16,3.18,3.16,3.16,34100
DRT,20100929,4.56,4.56,4.52,4.54,770800
DSGT,20100929,10.3,10.4,10.2,10.3,939300
DTAC,20100929,42.5,42.5,41.75,41.75,12266700
DTC,20100929,30.5,31,30.5,31,18500
DTCI,20100929,11.1,11.1,11.1,11.1,15500
EASON,20100929,1.78,1.79,1.78,1.78,142100
EASTW,20100929,5.45,5.55,5.45,5.55,559700
ECL,20100929,0.9,0.91,0.9,0.9,110000
EE,20100929,1.24,1.24,1.24,1.24,2600
EFORL,20100929,0.1,0.11,0.1,0.1,4993000
EGCO,20100929,91.5,92,91.5,91.5,241400
EMC,20100929,1.71,1.82,1.65,1.82,92380600
EPCO,20100929,1.9,1.9,1.89,1.9,2176600
ERW,20100929,2.4,2.42,2.36,2.36,1645300
ESSO,20100929,6.65,6.65,6.55,6.6,5603900
ESTAR,20100929,0.6,0.61,0.6,0.6,6786000
EVER,20100929,0.55,0.56,0.54,0.56,285300
FANCY,20100929,3.08,3.12,3.06,3.08,18700
FC,20100929,0.98,0.98,0.97,0.97,4065000
FER,20100929,1.31,1.35,1.31,1.35,5292300
FMT,20100929,18.9,18.9,18.8,18.8,12700
FNS,20100929,3.86,3.88,3.86,3.86,28000
FOCUS,20100929,1.62,1.62,1.57,1.57,71000
FORTH,20100929,3.24,3.3,3.24,3.26,282000
FSS,20100929,2.72,2.72,2.68,2.72,586100
FUTUREPF,20100929,12,12,11.9,12,290800
GBX,20100929,1.14,1.16,1.14,1.15,9932100
GC,20100929,5.1,5.15,5.1,5.15,33400
GEL,20100929,0.17,0.18,0.17,0.17,5474900
GENCO,20100929,0.55,0.55,0.55,0.55,794500
GFPT,20100929,8.75,8.85,8.7,8.7,3564500
GJS,20100929,0.25,0.26,0.24,0.24,63837200
GL,20100929,25.5,26,25.25,25.25,3300
GLAND,20100929,7.95,8.05,7.95,8.05,117100
GLOBAL,20100929,8.8,8.8,8.6,8.65,3777600
GLOW,20100929,43,43.25,42.75,42.75,1862900
GOLD,20100929,4.06,4.18,4.06,4.12,18200
GOLDPF,20100929,8.1,8.1,8.1,8.1,500
GRAMMY,20100929,15.1,15.1,15,15,8000
GRAND,20100929,1.44,1.44,1.44,1.44,1400
GREEN,20100929,0.88,0.88,0.86,0.86,175700
GSTEL,20100929,0.59,0.62,0.58,0.59,245852500
GYT,20100929,414,414,410,410,5400
HANA,20100929,25.5,25.5,25,25.25,1546100
HFT,20100929,2.48,2.52,2.46,2.5,132000
HMPRO,20100929,10.7,11,10.7,10.9,4209300
HTC,20100929,4.8,4.82,4.8,4.82,21500
HTECH,20100929,3.54,3.56,3.52,3.52,211000
ICC,20100929,40.75,41,40.75,41,1400
IEC,20100929,0.03,0.03,0.02,0.03,87246300
IFEC,20100929,1.44,1.46,1.43,1.45,764200
IFS,20100929,1.41,1.43,1.4,1.42,1483800
IHL,20100929,8.85,9.2,8.8,9.15,5694200
ILINK,20100929,7.2,7.25,7.15,7.25,70800
INET,20100929,1.44,1.61,1.44,1.6,9624300
INOX,20100929,1.5,1.51,1.49,1.51,717600
INTUCH,20100929,28.5,28.75,28.25,28.5,274800
IRC,20100929,12.8,12.9,12.7,12.9,55000
IRCP,20100929,5.55,5.55,5.55,5.55,300
IRPC,20100929,4.12,4.2,4.12,4.18,167677900
IT,20100929,8.5,8.7,8.5,8.7,180000
ITD,20100929,5,5.05,4.9,4.94,165760700
IVL,20100929,27.5,28.5,27.5,28,16869500
JAS,20100929,1.43,1.44,1.32,1.33,592284600
JCT,20100929,56,56.75,56,56,12400
JMART,20100929,2.72,2.72,2.66,2.72,353600
JTS,20100929,2.24,2.3,2.12,2.12,45195900
JUBILE,20100929,4.94,4.94,4.9,4.92,492100
JUTHA,20100929,5.35,5.35,5.25,5.3,97300
KAMART,20100929,0.44,0.44,0.43,0.43,1475900
KASET,20100929,6.1,6.15,6.1,6.1,565700
KBANK,20100929,115.5,116.5,115,115.5,6688700
KC,20100929,0.97,0.98,0.96,0.97,843000
KCAR,20100929,8.8,8.85,8.8,8.8,105500
KCE,20100929,8.55,8.7,8.4,8.45,7208000
KGI,20100929,2.42,2.62,2.42,2.54,209124200
KIAT,20100929,21.4,21.4,21,21.2,46000
KKC,20100929,5.2,5.25,5.1,5.25,428700
KKP,20100929,39,39.75,39,39.25,694100
KSL,20100929,10.7,10.9,10.7,10.7,1707000
KTB,20100929,16.2,16.6,16.1,16.5,85801000
KTC,20100929,12.9,13.3,12.8,13.2,2930000
KWG,20100929,2.38,2.38,2.34,2.34,508300
KYE,20100929,216,217,215,215,13400
L&E,20100929,6.3,6.3,6.3,6.3,5000
LALIN,20100929,2.66,2.68,2.66,2.66,209300
LANNA,20100929,20.1,20.4,20.1,20.2,1161500
LEE,20100929,3.12,3.12,3.1,3.12,161200
LH,20100929,7.65,7.7,7.55,7.6,33198200
LHK,20100929,3.48,3.48,3.42,3.42,672700
LOXLEY,20100929,2.72,2.74,2.64,2.64,61179500
LPN,20100929,10.4,10.7,10.3,10.4,4895600
LRH,20100929,53.5,54,53.5,54,11100
LST,20100929,3.52,3.54,3.52,3.52,389300
LTX,20100929,38.75,38.75,38.75,38.75,1100
LUXF,20100929,8.15,8.15,8.15,8.15,13300
LVT,20100929,1.68,1.7,1.68,1.69,1181400
M-CHAI,20100929,36,36,36,36,100
MACO,20100929,3.9,3.92,3.9,3.9,39400
MAJOR,20100929,13.7,13.8,13.5,13.5,2457400
MAKRO,20100929,145,148,145,148,125100
MATCH,20100929,2.46,2.68,2.46,2.68,463700
MATI,20100929,6.8,6.8,6.75,6.75,705400
MAX,20100929,0.2,0.21,0.2,0.21,7760000
MBAX,20100929,1.75,1.76,1.75,1.76,600
MBK,20100929,99.25,99.25,99,99.25,42200
MBKET,20100929,15.5,15.8,15.5,15.7,3693200
MCOT,20100929,30,30.5,30,30.25,573200
MCS,20100929,8.8,8.95,8.8,8.95,583400
MDX,20100929,1.38,1.39,1.38,1.38,991700
METCO,20100929,191,191.5,190,191.5,7700
MFC,20100929,13.3,13.3,13.3,13.3,20300
MFEC,20100929,4.36,4.38,4.36,4.36,128100
MIDA,20100929,0.73,0.74,0.72,0.74,129800
MILL,20100929,2.7,2.7,2.66,2.66,6271100
MINT,20100929,13.4,13.5,13.1,13.2,10347700
