<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CHINA,20101126,7.55,7.57,7.49,7.5,250100
ENGY,20101126,5.05,5.06,4.98,5.04,264200
TDEX,20101126,7.01,7.01,6.86,6.9,2351600
2S,20101126,3.1,3.14,3.1,3.14,40000
A,20101126,3.68,3.68,3.66,3.68,128300
ACAP,20101126,6.1,6.1,5.75,5.75,133400
ACC,20101126,2.32,2.32,2.3,2.3,162100
ADAM,20101126,0.94,0.95,0.93,0.95,196000
ADVANC,20101126,89.75,90,89,89.5,2816300
AEC,20101126,2.6,2.6,2.6,2.6,21400
AEONTS,20101126,32.25,32.5,32.25,32.5,118000
AF,20101126,16.8,16.9,16.7,16.7,4800
AGE,20101126,12.6,12.6,11.6,11.8,1829200
AH,20101126,16.3,16.3,15.8,16,1054900
AI,20101126,3.78,3.82,3.78,3.8,435700
AIT,20101126,42.5,42.5,42.25,42.5,62800
AJ,20101126,31.75,32,31,31.25,5214300
AKR,20101126,1.26,1.29,1.19,1.21,21923900
AMANAH,20101126,1.02,1.02,0.99,1,794000
AMARIN,20101126,12.1,12.2,12.1,12.1,11200
AMATA,20101126,14.5,14.6,13.9,14.1,4820600
AMC,20101126,1.97,1.98,1.96,1.97,152400
AOT,20101126,38.25,38.25,37.5,38.25,808000
AP,20101126,6.15,6.25,6.1,6.15,25773600
APURE,20101126,0.84,0.84,0.83,0.83,1323900
AQ,20101126,0.51,0.51,0.51,0.51,130000
AQUA,20101126,0.48,0.48,0.46,0.48,1130400
AS,20101126,10.2,10.3,10.2,10.3,102600
ASIA,20101126,32.25,32.25,32,32,2700
ASIAN,20101126,3.74,3.74,3.58,3.58,252300
ASIMAR,20101126,0.73,0.73,0.72,0.72,157400
ASK,20101126,8.8,8.8,8.65,8.8,6600
ASP,20101126,2.74,2.74,2.66,2.68,7983300
AYUD,20101126,17.6,17.6,17.5,17.5,30100
BAFS,20101126,10.9,10.9,10.6,10.6,234600
BANPU,20101126,772,776,756,764,1548750
BAT-3K,20101126,58,58,58,58,3000
BAY,20101126,23.3,23.4,22.9,23.1,5982000
BBL,20101126,147.5,148,145,147,3540000
BCH,20101126,6.45,6.45,6.35,6.4,1654100
BCP,20101126,15.6,15.7,15.4,15.5,4201800
BDMS,20101126,37.75,38,37,37.25,1439700
BEC,20101126,33.25,33.25,32.5,32.75,2050600
BFIT,20101126,4.5,4.5,4.5,4.5,10000
BGT,20101126,1.7,1.71,1.7,1.71,5100
BH,20101126,32.25,32.75,32,32.75,470500
BIGC,20101126,73.75,74,71.75,72.5,403500
BJC,20101126,18.3,18.4,17.8,18.4,1877800
BKI,20101126,246,246,243,244,7500
BKKCP,20101126,9.65,9.65,9.65,9.65,2300
BLA,20101126,27.5,29,27.5,29,2380000
BLAND,20101126,0.71,0.72,0.69,0.7,39032500
BLISS,20101126,0.05,0.05,0.05,0.05,14687100
BOL,20101126,1.35,1.35,1.35,1.35,3000
BROCK,20101126,0.73,0.73,0.72,0.72,8100
BROOK,20101126,0.83,0.85,0.82,0.83,1753800
BSBM,20101126,1.46,1.47,1.46,1.47,299800
BSM,20101126,0.79,0.8,0.78,0.8,144900
BTC,20101126,0.41,0.41,0.4,0.4,591900
BTNC,20101126,14.8,14.8,14.8,14.8,200
BTS,20101126,0.8,0.8,0.78,0.79,171901700
BWG,20101126,1.68,1.7,1.67,1.68,734200
CCET,20101126,3.28,3.28,3.08,3.08,13188200
CCP,20101126,3.26,3.28,3.16,3.18,333600
CEN,20101126,5.55,5.55,5.4,5.4,1869400
CENTEL,20101126,4.64,4.64,4.52,4.6,198600
CFRESH,20101126,4.7,4.8,4.68,4.7,557900
CGD,20101126,0.68,0.68,0.65,0.65,10824200
CHOTI,20101126,175,175,175,175,100
CHUO,20101126,7.75,7.75,7.75,7.75,100
CI,20101126,4.02,4.06,3.98,3.98,5400
CIG,20101126,1.11,1.13,1.11,1.11,861300
CIMBT,20101126,3.1,3.16,3.08,3.1,1015700
CITY,20101126,2.02,2.04,2.02,2.02,520900
CK,20101126,8.75,8.9,8.6,8.8,6217600
CM,20101126,4.08,4.08,4.06,4.06,78000
CMO,20101126,1.33,1.34,1.31,1.32,422600
CMR,20101126,32.25,32.25,31.5,31.5,2400
CNS,20101126,30.25,30.25,29.25,30,161600
CNT,20101126,4.76,4.82,4.58,4.6,6064100
COL,20101126,7.15,7.15,7.1,7.1,55200
CPALL,20101126,41,41.25,40.25,40.75,2926400
CPF,20101126,24.4,24.7,24.1,24.6,35614300
CPL,20101126,30,30,29,29.5,26000
CPN,20101126,28.75,28.75,27.5,28.25,1155300
CPNRF,20101126,11.7,11.7,11.6,11.6,387400
CPR,20101126,2.48,2.56,2.48,2.56,12500
CRANE,20101126,1.85,1.85,1.85,1.85,30800
CSC,20101126,31.75,32.5,31.5,31.5,174700
CSL,20101126,4.9,4.9,4.76,4.8,1096900
CSP,20101126,2.16,2.16,2.08,2.1,900700
CTARAF,20101126,8.55,8.55,8.55,8.55,3000
CTW,20101126,13.1,13.2,12.6,12.8,9365700
