<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20090619,3.63,3.77,3.63,3.77,241600
TDEX,20090619,4.13,4.26,4.12,4.26,4133100
A,20090619,3.6,3.6,3.6,3.6,38500
ACC,20090619,2.46,2.48,2.46,2.46,43600
ADAM,20090619,1.76,1.79,1.7,1.74,2809000
ADVANC,20090619,84.5,86.5,84.5,85.75,5101411
AEC,20090619,2.04,2.04,2,2,17000
AFC,20090619,2.24,2.24,2.14,2.14,400
AGE,20090619,6.6,6.65,6.6,6.65,266400
AH,20090619,4.92,4.92,4.9,4.9,5100
AI,20090619,3.96,4,3.94,3.96,763900
AIT,20090619,15.7,16,15.7,16,125300
AKR,20090619,0.94,0.95,0.93,0.95,527510
AMANAH,20090619,0.31,0.32,0.31,0.32,235000
AMARIN,20090619,12,12,11.9,12,6100
AMATA,20090619,4.9,5.05,4.86,4.98,16752800
AMC,20090619,1.14,1.18,1.13,1.18,176900
AOT,20090619,24.5,26,24.3,26,2736600
AP,20090619,4.44,4.72,4.42,4.68,20339008
APURE,20090619,0.69,0.71,0.69,0.7,1248700
AQ,20090619,0.57,0.61,0.57,0.61,1978650
AS,20090619,6.25,6.4,6.25,6.4,21800
ASIAN,20090619,1.65,1.65,1.65,1.65,31500
ASIMAR,20090619,0.84,0.86,0.84,0.85,597900
ASK,20090619,3.5,3.5,3.5,3.5,15000
ASP,20090619,1.75,1.8,1.73,1.78,29110000
AYUD,20090619,12.5,12.7,12.5,12.6,56100
BAFS,20090619,6.4,6.45,6.4,6.45,44100
BANPU,20090619,325,334,324,334,2892641
BAY,20090619,13.2,13.5,13,13.5,15589376
BBL,20090619,102,106,101.5,106,5741744
BCH,20090619,4.5714,4.5714,4.5429,4.5714,81600
BCP,20090619,14.2,14.3,14,14.2,4373100
BDMS,20090619,22,22.3,22,22.2,576006
BEC,20090619,19.5,20.5,19.5,20.5,4488300
BFIT,20090619,3.5,3.7,3.5,3.7,2200
BGT,20090619,1.68,1.71,1.67,1.68,1261300
BH,20090619,25.25,26.5,25.25,26.5,213100
BIGC,20090619,40.75,41.25,40.75,40.75,194600
BJC,20090619,4.48,4.5,4.48,4.5,135100
BKI,20090619,149.333,152.667,149.333,152.667,600
BKKCP,20090619,8.3,8.3,8.3,8.3,22100
BLAND,20090619,0.34,0.35,0.33,0.34,35362900
BLISS,20090619,0.16,0.2,0.16,0.16,1663900
BOL,20090619,1.31,1.33,1.3,1.32,349800
BROCK,20090619,0.6,0.6,0.58,0.6,405400
BROOK,20090619,0.36,0.39,0.36,0.38,5492102
BSBM,20090619,1.21,1.24,1.21,1.24,529700
BSM,20090619,0.7,0.72,0.7,0.71,528100
BTC,20090619,0.37,0.39,0.37,0.37,1533100
BTS,20090619,0.4992,0.4992,0.4709,0.4992,23607332
BWG,20090619,1.87,1.91,1.84,1.88,6588600
CCET,20090619,2.32,2.34,2.28,2.28,4761604
CCP,20090619,0.82,0.83,0.81,0.83,185000
CEN,20090619,1.55,1.56,1.55,1.56,627500
CENTEL,20090619,2.98,3.02,2.96,2.98,569202
CFRESH,20090619,1.74,1.76,1.72,1.73,1046500
CGD,20090619,0.52,0.54,0.52,0.53,49445904
CHARAN,20090619,56,56,55.5,55.5,1500
CHUO,20090619,6.4,6.4,6.4,6.4,200
CI,20090619,2.32,2.4,2.32,2.4,22000
CIG,20090619,2.11,2.47,2.11,2.44,23639104
CIMBT,20090619,1.52,1.56,1.51,1.55,469200
CITY,20090619,1.31,1.36,1.31,1.36,67300
CK,20090619,3.84,3.9,3.8,3.9,9273000
CM,20090619,2.96,2.98,2.94,2.96,182100
CMO,20090619,1.03,1.03,1.03,1.03,150000
CNS,20090619,18.4,18.9,18.4,18.9,67500
CPALL,20090619,15.6,16.2,15.6,16.2,9466700
CPF,20090619,4.52,4.78,4.52,4.7,30533500
CPI,20090619,4.12,4.12,4.1,4.1,12500
CPN,20090619,18.7,20,18.7,20,1142400
CPNRF,20090619,8.65,8.9,8.65,8.85,340100
CPR,20090619,1.06,1.06,1.06,1.06,100
CRANE,20090619,1.3,1.43,1.28,1.33,434400
CSL,20090619,2.7,2.72,2.7,2.72,231300
CSP,20090619,2.06,2.08,2.06,2.08,17300
CTW,20090619,3.04,3.1,3.04,3.06,60300
CWT,20090619,1.58,1.58,1.58,1.58,1000
DCC,20090619,18.4,18.4,18.3,18.4,188900
DCON,20090619,1.42,1.44,1.42,1.44,2400
DELTA,20090619,13.7,13.9,13.7,13.8,215430
DEMCO,20090619,2.58,2.58,2.58,2.58,102700
DIMET,20090619,0.5,0.51,0.5,0.5,68100
DRACO,20090619,1.9,1.92,1.88,1.91,88100
DRT,20090619,2.2,2.22,2.18,2.22,136900
DSGT,20090619,3.9,3.9,3.9,3.9,78500
DTAC,20090619,30,31,30,31,5516986
DTC,20090619,23.4,25,23.4,25,22000
EASTW,20090619,3.46,3.6,3.46,3.6,245400
ECL,20090619,0.48,0.48,0.46,0.46,326500
EE,20090619,0.6,0.62,0.58,0.61,8640400
EFORL,20090619,0.545,0.565,0.54,0.545,2506700
EGCO,20090619,73.5,76.75,73.5,76,854113
EMC,20090619,1.34,1.37,1.34,1.37,4438000
EPCO,20090619,1.57,1.57,1.57,1.57,33000
ERW,20090619,1.66,1.72,1.66,1.72,44100
ESSO,20090619,5.95,6.25,5.9,6.2,8458835
ESTAR,20090619,0.34,0.35,0.34,0.35,505000
EVER,20090619,0.64,0.65,0.64,0.65,708400
FANCY,20090619,1.48,1.49,1.45,1.48,70400
FC,20090619,1.18,1.22,1.18,1.2,2326600
FER,20090619,1.19,1.22,1.19,1.22,4518400
FNS,20090619,3.3,3.3,3.2,3.26,266100
FORTH,20090619,2.68,2.76,2.66,2.68,322100
