<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20040213,17.1,17.3,17.1,17.3,155600
ADAM,20040213,4.4833,4.6102,4.2296,4.3142,1344111
ADVANC,20040213,87.5,90,87.5,90,5680360
AEC,20040213,16.5,16.5,16,16.1,841700
AEONTS,20040213,31.4,32.2,31.4,32.2,5000
AFC,20040213,13.4,13.4,13.4,13.4,9100
AH,20040213,32.2,32.8,31.8,31.8,587150
AHC,20040213,53,53,53,53,1000
AIT,20040213,30.3333,30.5,29,30.5,580200
AJ,20040213,6.9,6.9,6.6,6.6,2845000
AMANAH,20040213,1.6731,1.6823,1.6274,1.6457,13866453
AMARIN,20040213,9.95,9.95,9.9,9.95,30000
AMATA,20040213,13.5,13.7,13.4,13.5,2464500
AP,20040213,5.65,5.7,5.6,5.65,9293800
APURE,20040213,1.5289,1.5556,1.52,1.5556,172125
AQ,20040213,11.607,11.7942,11.5134,11.5134,3173453
ASIAN,20040213,6.6,6.6,6.5,6.5,389600
ASIMAR,20040213,2.36,2.38,2.34,2.34,149100
ASP,20040213,9.9,9.9,9.5,9.7,12482000
AYUD,20040213,20.3,20.3,20.1,20.3,70700
BAFS,20040213,10.2464,10.413,10.2464,10.413,1561743
BANPU,20040213,153,153,149,152,2902800
BAT-3K,20040213,63,63,61.5,62.5,16900
BAY,20040213,12.3,12.3,12.1,12.3,4853072
BBL,20040213,102,102,100,102,5480950
BCP,20040213,18.7,18.8,18.4,18.6,611800
BDMS,20040213,6.7158,6.7158,6.7158,6.7158,149379
BEC,20040213,20.8,20.9,20.5,20.8,2145200
BFIT,20040213,9.55,10,8.95,9,7459784
BH,20040213,12.5,12.6,12.3,12.3,1377000
BIGC,20040213,18.5,18.5,18.4,18.5,471300
BJC,20040213,7,7.05,7,7,20800
BKI,20040213,205.333,205.333,205.333,205.333,750
BLAND,20040213,1.5,1.5,1.45,1.48,37361100
