<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100902,4.35,4.36,4.28,4.31,310000
TDEX,20100902,6.33,6.35,6.25,6.3,2857100
2S,20100902,3.2,3.2,3.2,3.2,10000
A,20100902,3.68,3.7,3.68,3.68,505100
ACC,20100902,2.4,2.4,2.38,2.38,120000
ADAM,20100902,0.97,0.97,0.95,0.96,240100
ADVANC,20100902,94,94,92.75,92.75,4961500
AEC,20100902,2.6,2.72,2.58,2.6,306600
AEONTS,20100902,30.75,32,30.75,31.5,115000
AFC,20100902,5.6,5.8,5.6,5.8,40800
AGE,20100902,8.05,8.35,8,8.15,10350200
AH,20100902,15.3,15.3,15,15.1,1288500
AHC,20100902,62.5,62.5,62,62,17100
AI,20100902,3.82,3.88,3.78,3.8,683700
AIT,20100902,38.75,39,38.25,39,447200
AJ,20100902,7.7,7.8,7.6,7.6,2304400
AKR,20100902,1.13,1.13,1.1,1.12,3729800
AMANAH,20100902,1.08,1.08,1.08,1.08,2912000
AMARIN,20100902,12.1,12.2,12,12.1,164900
AMATA,20100902,15.9,17.2,15.8,16.3,53562500
AMC,20100902,2.14,2.16,2.14,2.14,539000
AOT,20100902,39.5,39.75,38.75,39.25,2506200
AP,20100902,6.85,7.1,6.75,7.05,60146500
APURE,20100902,0.88,0.88,0.86,0.86,3708000
AQ,20100902,0.69,0.69,0.66,0.66,16545800
AQUA,20100902,0.59,0.6,0.58,0.59,1496400
AS,20100902,10.5,10.5,10.1,10.2,406100
ASIAN,20100902,3.9,3.9,3.86,3.88,260600
ASIMAR,20100902,0.78,0.78,0.77,0.77,157600
ASK,20100902,7.45,7.45,7.4,7.4,13800
ASP,20100902,2.28,2.32,2.18,2.2,56559100
AYUD,20100902,17,17.4,17,17.4,32200
BAFS,20100902,9.7,9.75,9.6,9.7,291100
BANPU,20100902,630,634,618,626,5560000
BAT-3K,20100902,59.5,59.5,59,59,3700
BAY,20100902,22.4,22.5,22,22.3,51961800
BBL,20100902,151,152,149.5,150.5,10516500
BCH,20100902,4.9,4.98,4.9,4.96,4191700
BCP,20100902,15.1,15.1,14.9,14.9,4450900
BDMS,20100902,33.75,35.75,33.75,35.25,9411900
BEC,20100902,34.5,36,34.25,35,6864800
BFIT,20100902,4.7,4.74,4.6,4.64,528200
BGT,20100902,1.59,1.59,1.56,1.57,297000
BH,20100902,32,32.75,31.75,32.5,2194300
BIGC,20100902,60.25,60.75,59.5,60.25,349500
BJC,20100902,19.1,19.1,18.5,18.7,8219800
BKI,20100902,233,233,231,232,14100
BLA,20100902,32.75,32.75,32.5,32.5,898900
BLAND,20100902,0.9,0.94,0.85,0.93,1029219584
BLISS,20100902,0.06,0.07,0.05,0.06,6837500
BOL,20100902,1.38,1.4,1.38,1.39,1038900
BROCK,20100902,0.78,0.8,0.78,0.8,9900
BROOK,20100902,0.85,0.86,0.81,0.81,3919700
BSBM,20100902,1.49,1.5,1.48,1.49,1931400
BSM,20100902,0.9,0.9,0.9,0.9,12000
BTC,20100902,0.49,0.52,0.49,0.5,3992900
BTS,20100902,0.88,0.91,0.87,0.89,1226257024
