<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BAY,19870123,12.7001,12.7001,12.5606,12.7001,296898
BBL,19870123,22.9523,22.9523,21.9434,22.7841,3994240
BFIT,19870123,10.2977,10.3876,10.0279,10.3876,115634
CTW,19870123,3.1756,3.1756,3.1756,3.1756,494450
ICC,19870123,34.0208,34.0208,33.0859,34.0208,5737
KBANK,19870123,16.2173,16.2173,15.5916,16.2173,2423580
NC,19870123,8.4831,8.4831,8.4831,8.4831,3712
SCB,19870123,26.2662,26.2662,26.2662,26.2662,136541
SCC,19870123,8.13,8.13,8.01,8.13,1640000
SCCC,19870123,58.0478,59.1195,56.9762,59.1195,51509
SFP,19870123,48.5,49.3,48.5,49.3,7000
SINGER,19870123,3.6801,3.8088,3.6544,3.8088,2245942
SPC,19870123,2.5711,2.5871,2.5711,2.5871,149340
SPI,19870123,13.4498,13.4498,13.4498,13.4498,1542
SSC,19870123,2.5757,2.6371,2.5247,2.6371,303290
TCAP,19870123,3.1951,3.3078,3.179,3.3078,4199727
TISCO,19870123,9.6786,9.6786,9.5837,9.5837,200231
TMB,19870123,14.5383,14.6372,14.3405,14.6372,352860
UP,19870123,8.4858,8.6241,8.4858,8.4858,32480
WG,19870123,9.5967,9.5967,9.5335,9.5967,15834
SET,19870123,207.1,207.1,207.1,207.1,1188300
