<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19890705,318.498,324.932,318.498,322.358,31238
BANPU,19890705,19.87,21.05,19.52,20.82,943600
BAY,19890705,24.4762,25.2134,24.4762,24.9185,217907
BBL,19890705,26.2893,26.8389,26.2893,26.4725,555780
BFIT,19890705,34.4906,37.9082,34.4906,36.1095,392054
BKI,19890705,126.875,126.875,126.875,126.875,2529
BUI,19890705,68.3606,74.4642,68.3606,72.0227,67090
CNS,19890705,11.958,12.9665,11.1656,12.8225,768359
CPF,19890705,2.851,2.9842,2.7444,2.8776,10829530
CSC,19890705,135.403,138.679,134.311,138.679,43040
CTW,19890705,23.4228,23.6291,23.2164,23.2164,374083
DTC,19890705,182.572,185.138,182.572,182.572,11103
ERW,19890705,7.1927,7.1927,7.1215,7.1215,709108
FE,19890705,215.373,221.173,214.407,221.173,10344
HTC,19890705,7.4307,7.6045,7.4307,7.4886,421109
ICC,19890705,171.769,172.885,169.538,170.654,39806
IFEC,19890705,4.491,4.8652,4.491,4.8652,1955910
KBANK,19890705,18.616,18.9289,18.5117,18.9289,791997
KCE,19890705,5.2385,5.2934,5.1562,5.1562,1568513
KKP,19890705,10.9251,11.1982,10.9251,11.1982,57662
LH,19890705,1.2594,1.2804,1.2384,1.2384,2429618
NC,19890705,75.6083,79.3793,75.6083,78.6251,37124
NEP,19890705,0.5349,0.5771,0.5349,0.5537,10581570
NMG,19890705,56.4448,57.3087,56.4448,57.0207,62501
OCC,19890705,121,129,119,128,402500
OHTL,19890705,296,302,296,302,45250
PDI,19890705,125.23,126.24,124.22,125.23,915517
PR,19890705,11.4016,11.4016,11.4016,11.4016,3499
S&J,19890705,95.753,100.976,95.753,96.6235,330966
SCB,19890705,30.2031,30.3207,30.0856,30.2031,521876
SCC,19890705,46.66,46.66,46.46,46.46,574000
SCCC,19890705,263.091,264.877,255.053,263.091,79839
SFP,19890705,119,119,116,116,24400
SINGER,19890705,7.8235,7.9265,7.7206,7.7206,701536
SKR,19890705,7.5008,8.1201,7.5008,8.1201,40659
SNP,19890705,6.9779,6.9779,6.8662,6.922,96726
SPC,19890705,7.92,8.55,7.83,8.1,1908880
SPI,19890705,76.9153,81.9315,76.9153,80.2595,66683
SSC,19890705,11.2536,11.2536,11.1514,11.1514,626140
TCAP,19890705,16.6114,16.6757,16.4826,16.4826,434882
TCMC,19890705,53.0646,53.0646,51.9667,53.0646,43719
TF,19890705,184.335,188.401,174.847,177.558,8705
TGCI,19890705,9.0404,9.8868,9.0404,9.8868,499080
THL,19890705,1.9761,2.003,1.9491,1.9491,645412
TIC,19890705,33.1143,33.1143,33.1143,33.1143,3038
TISCO,19890705,50.6711,50.6711,49.9673,50.6711,132146
TMB,19890705,15.3251,15.3251,15.0632,15.3251,173292
TPC,19890705,9.9089,10.2506,9.9089,9.9773,766777
UP,19890705,33.4222,33.4222,33.0741,33.0741,20680
UV,19890705,3.8306,4.1671,3.8306,4.0118,3535227
WG,19890705,63.5527,63.9601,63.5527,63.9601,22091
SET,19890705,612.54,612.54,612.54,612.54,18090112
BAY-F,19890705,36,36,36,36,1010000
BBL-F,19890705,31.5,31.5,31.5,31.5,20000
DTC-F,19890705,2000,2500,2000,2500,26000
PDI-F,19890705,1500,1500,1500,1500,23200
RCL-F,19890705,390,390,390,390,15000
SCB-F,19890705,63,63,63,63,43500
SCC-F,19890705,67.5,67.5,67.5,67.5,180000
SCCC-F,19890705,147.3,147.3,147.3,147.3,40000
SUC-F,19890705,43.5,43.5,43.5,43.5,216000
DTM,19890705,16.4307,16.4307,16.4307,16.4307,30827
ICBCT,19890705,36.0313,36.435,34.8201,34.8201,92243
SCIB,19890705,11.2626,12.2252,11.2626,12.0327,1212844
SGF,19890705,3.6206,3.8063,3.6206,3.667,543964
SICCO,19890705,13.7603,13.7603,13.7603,13.7603,16466
UFM,19890705,11.1,11.1,11.1,11.1,13000
