<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20040702,2.44,2.45,2.43,2.44,1253000
ACC,20040702,10.6,10.7,10.6,10.7,191400
ADAM,20040702,3.6205,3.6713,3.6036,3.6374,1556781
ADVANC,20040702,89,91.5,88.5,91,3245715
AEC,20040702,10.6,10.6,10.4,10.6,297900
AEONTS,20040702,30.25,30.25,29.75,30,121100
AH,20040702,29.5,30.75,29.5,30.5,891501
AHC,20040702,52,52,52,52,1100
AIT,20040702,22.6667,22.6667,22.3333,22.5,948000
AJ,20040702,4.82,4.82,4.7,4.8,143600
AMANAH,20040702,1.32,1.32,1.31,1.31,67000
AMARIN,20040702,10.3,10.5,10.3,10.4,90101
AMATA,20040702,11.7,11.9,11.6,11.8,358101
AOT,20040702,51.5,52,51,52,4448000
AP,20040702,4.28,4.36,4.26,4.34,5166800
APURE,20040702,1.2,1.2,1.2,1.2,170437
AQ,20040702,7.4884,7.5352,7.1608,7.3012,4464236
ASIAN,20040702,4.84,4.84,4.8,4.82,174600
ASIMAR,20040702,1.69,1.69,1.69,1.69,39200
ASP,20040702,9,9.1,8.9,9.05,36675000
AYUD,20040702,17.1,17.2,17.1,17.2,3500
BAFS,20040702,8.9136,9.0802,8.9136,8.9969,251367
BANPU,20040702,128,131,127,131,1855200
BAT-3K,20040702,52.5,52.5,52,52,3300
BAY,20040702,12.3,12.6,12.2,12.5,7526339
BBL,20040702,92.5,94,92,94,2411190
BCP,20040702,15.7,16.1,15.7,16,362600
BDMS,20040702,10.8,10.8,10.1,10.3,787200
BEC,20040702,18,18.6,18,18.5,2121100
BFIT,20040702,15.625,16.25,15.375,15.625,3834400
BH,20040702,13.1,13.2,13,13.1,773000
BIG,20040702,15.2,15.2,15.2,15.2,1500
BIGC,20040702,18.1,18.3,18,18.3,553100
BJC,20040702,7.1,7.1,7.1,7.1,700
BKI,20040702,153.333,153.333,153.333,153.333,1500
BLAND,20040702,0.89,0.9,0.88,0.89,36926000
BROOK,20040702,1.35,1.35,1.35,1.35,5000
BTC,20040702,4.44,4.5,4.4,4.5,357420
BUI,20040702,15.2778,15.2778,15.2778,15.2778,261
CCET,20040702,3.35,3.4,3.35,3.4,531000
CCP,20040702,6.85,6.9,6.8,6.8,365500
CENTEL,20040702,2.1613,2.1613,2.1175,2.1175,307500
CFRESH,20040702,2.76,2.76,2.74,2.74,28000
CHOTI,20040702,90,90,90,90,800
CHUO,20040702,7.6,7.6,7.6,7.6,100
CI,20040702,6.55,6.55,6.35,6.45,191800
CIMBT,20040702,2.0842,2.0928,2.0755,2.0842,3672757
CK,20040702,13.1,13.2,13,13.1,1210300
CM,20040702,3.3617,3.3617,3.339,3.339,43078
CNS,20040702,73.5,75,73.5,74.5,1077900
CPALL,20040702,6.05,6.1,5.95,6.1,408000
CPF,20040702,4.06,4.12,4,4.06,10752699
CPH,20040702,6.8,7.3,6.8,7.1,37302
CPI,20040702,5.424,5.5209,5.424,5.4724,181297
CPL,20040702,28,28,28,28,300
CPN,20040702,9,9,9,9,84000
CSC,20040702,19,19,18.8,19,28100
CSL,20040702,8.95,9,8.9,8.95,1078600
CSR,20040702,45.5,45.75,45.5,45.75,2000
CTW,20040702,8.7,8.85,8.7,8.75,19800
CWT,20040702,21.2,21.5,20.9,21.3,781100
DCC,20040702,19.8,20.2,19.7,19.7,770300
DELTA,20040702,23.2,23.5,23.1,23.5,189200
DRACO,20040702,2.09,2.09,2.08,2.08,12000
DTC,20040702,41,41,41,41,4900
EARTH,20040702,1.45,1.47,1.45,1.46,292000
EASTW,20040702,4.775,4.775,4.575,4.7,204000
ECL,20040702,0.692,0.692,0.688,0.688,318000
EGCO,20040702,67.5,68,67,68,151710
EIC,20040702,2.48,2.48,2.44,2.48,140000
EMC,20040702,4.52,4.62,4.52,4.6,151640
ERW,20040702,2.66,2.66,2.6,2.62,707300
ESTAR,20040702,0.72,0.72,0.71,0.71,8536700
FANCY,20040702,5.95,6,5.85,6,8366700
FER,20040702,5.5,5.55,5.25,5.25,1293000
FMT,20040702,39,39,39,39,200
FNS,20040702,39,40,39,39.75,206100
GEL,20040702,1.38,1.38,1.36,1.36,1052235
GENCO,20040702,1.25,1.26,1.21,1.24,10612900
GFPT,20040702,1.51,1.51,1.5,1.5,1214000
GJS,20040702,1.7,1.72,1.69,1.69,8947600
GLAND,20040702,13.8,13.8,13.5,13.7,18200
GOLD,20040702,8.1,8.1,7.9,8,629000
GRAMMY,20040702,15.2,15.4,15.2,15.4,384100
GRAND,20040702,2.0887,2.1577,2.0887,2.1405,2101042
GYT,20040702,436,436,436,436,100
HANA,20040702,24.9,24.9,24.7,24.8,1301200
HFT,20040702,1.93,1.94,1.93,1.94,23100
HMPRO,20040702,1.2418,1.2418,1.2359,1.2418,133409
HTC,20040702,3.66,3.68,3.66,3.68,14000
IEC,20040702,0.104,0.106,0.103,0.104,48839000
INET,20040702,7.35,7.7,7.35,7.45,890200
INTUCH,20040702,36.25,36.5,35.75,36.5,9185163
IRC,20040702,9.15,9.2,9.1,9.2,6000
IRCP,20040702,10.8,10.9,10.7,10.8,6500
IRPC,20040702,4.4625,4.5353,4.4383,4.4868,29771254
IT,20040702,5.6,5.6,5.5,5.5,118500
ITD,20040702,10,10.1,9.9,10.1,17675000
JAS,20040702,0.82,0.84,0.82,0.84,74386400
JCT,20040702,15.7,15.7,15.7,15.7,100
JUTHA,20040702,8.4,8.45,8.2,8.3,262700
KAMART,20040702,3.0669,3.0669,3.0331,3.05,178819
KBANK,20040702,50,51,49.75,51,3210070
KCE,20040702,8.7724,8.9276,8.6947,8.85,1976207
KGI,20040702,3.66,3.66,3.6,3.66,8695500
KKC,20040702,10.9987,10.9987,9.9395,10.8357,613
KKP,20040702,36.75,36.75,36.25,36.5,786515
KTB,20040702,11,11.1,10.9,11,33731392
KTC,20040702,26.5,27.25,26.5,27,897381
KWG,20040702,4.08,4.08,3.94,4.04,56511
KYE,20040702,54,54,54,54,500
LALIN,20040702,6.55,6.65,6.5,6.65,599910
LANNA,20040702,9.95,10.8,9.95,10.8,12926200
LEE,20040702,3.6,3.6,3.5,3.54,247400
LH,20040702,8.85,8.95,8.75,8.95,22624644
LOXLEY,20040702,3.7,3.78,3.68,3.78,23329100
LPN,20040702,2.62,2.64,2.52,2.6,4252614
LST,20040702,2.5,2.5,2.5,2.5,21300
LTX,20040702,45,45,45,45,300
MACO,20040702,12.3,12.3,12.1,12.2,107500
MAJOR,20040702,14,14.2,14,14.1,293800
MAKRO,20040702,53,53,52,53,155500
MALEE,20040702,3.9,3.92,3.86,3.92,56500
MATCH,20040702,9.4,9.4,9.25,9.25,224601
MATI,20040702,9.5,9.5,9.5,9.5,1000
MBK,20040702,50,50,49.75,49.75,49400
MBKET,20040702,40,40.25,39.75,40.25,1642800
METCO,20040702,276,278,276,278,900
MFC,20040702,15.9,16,15.9,16,35000
MFEC,20040702,6.2,6.2,6.1,6.1,132300
MIDA,20040702,16.3625,16.6512,16.2662,16.3625,1446026
MINT,20040702,2.2786,2.2967,2.2786,2.2786,221300
MK,20040702,2.32,2.36,2.32,2.34,8028000
MODERN,20040702,30,30.75,30,30.75,10700
MPIC,20040702,1.154,1.1861,1.154,1.1701,1695500
NCH,20040702,2.1178,2.1178,2.08,2.1178,2279300
NEP,20040702,0.605,0.615,0.605,0.605,2299000
NMG,20040702,15.8,15.9,15.8,15.9,8000
NOBLE,20040702,7.6,7.65,7.4,7.6,1398000
NWR,20040702,3.2224,3.2224,3.1021,3.1262,7965736
OGC,20040702,60,61,60,60,6300
PAF,20040702,5.1,5.1,5.1,5.1,100000
PATO,20040702,3.8,3.8,3.8,3.8,10000
PB,20040702,30.6315,30.6315,30.6315,30.6315,2232
PDI,20040702,12.9,12.9,12.7,12.9,172860
PF,20040702,7.35,7.35,7.25,7.25,405000
PK,20040702,3.02,3.04,3,3,158300
PL,20040702,4.85,4.875,4.825,4.875,80020
PLE,20040702,12.7359,12.9141,12.5578,12.825,883649
PR,20040702,98,98,98,98,500
PRAKIT,20040702,12.5,12.5,12.5,12.5,49700
PRANDA,20040702,6.4,6.45,6.4,6.45,123600
PSL,20040702,17,17.375,16.75,17.375,7589000
PTT,20040702,153,155,153,154,2392510
PTTEP,20040702,53.6,53.6,52.8,53.6,2921300
Q-CON,20040702,14.3,14.5,14.3,14.4,419200
QH,20040702,1.24,1.24,1.21,1.22,8998933
RAM,20040702,189,193,189,193,400
RATCH,20040702,37,37.5,36.75,37.5,430060
RCI,20040702,3,3.025,3,3,78000
RCL,20040702,15.1,15.5,15.1,15.5,1749400
RML,20040702,1.06,1.1,1.06,1.1,10708785
ROBINS,20040702,3.82,3.84,3.82,3.84,2100
ROCK,20040702,17.1,17.1,17,17,5000
ROJNA,20040702,7,7.05,6.9,7,291900
RPC,20040702,5.8,5.9,5.8,5.85,512500
RS,20040702,3.6,3.6,3.58,3.58,288000
SAMART,20040702,6.9,6.95,6.8,6.95,3051300
SAMTEL,20040702,2.46,2.47,2.41,2.46,360010
SAUCE,20040702,107,107,107,107,500
SC,20040702,16.6,16.8,16.6,16.8,41800
SCB,20040702,46,47,45.75,47,6533210
SCC,20040702,230,232,228,230,1401105
SCCC,20040702,214,214,212,212,102100
SCG,20040702,3.58,3.62,3.58,3.62,60000
SCP,20040702,19.8,20,19.7,19.7,147500
SE-ED,20040702,6.35,6.4,6.3,6.4,86100
SF,20040702,5.0802,5.2073,5.0802,5.0802,1475564
SHANG,20040702,26.25,26.25,26.25,26.25,100
SIAM,20040702,3.6,3.6,3.52,3.56,288114
SIM,20040702,1.14,1.16,1.14,1.15,300300
SINGER,20040702,6.8,6.85,6.8,6.85,169900
SIRI,20040702,4.8,4.84,4.78,4.82,2460307
SITHAI,20040702,6.95,7.1,6.95,7,250800
SKR,20040702,8,8,7.8,7.95,190100
SMPC,20040702,6,6.6,6,6.6,33000
SPACK,20040702,3.02,3.04,2.98,3.02,1389500
SPALI,20040702,3.14,3.18,3.12,3.18,3150200
SPC,20040702,10.5,10.5,10.5,10.5,3000
SPORT,20040702,5.3,5.4,5.3,5.35,1138600
SSC,20040702,24.3,24.4,24.3,24.4,12400
SSF,20040702,2.56,2.56,2.56,2.56,2500
SSI,20040702,2.38,2.39,2.34,2.37,12805000
SSSC,20040702,18.6687,18.6687,18.0019,18.502,26247
STA,20040702,3.9465,3.9465,3.8978,3.9221,370465
STANLY,20040702,131,132,128,132,28400
STEC,20040702,11,11.2,10.9,11.2,6369800
STHAI,20040702,6.4,6.4,6.4,6.4,500
STPI,20040702,2.3,2.34,2.28,2.34,197900
SUC,20040702,20.6,21,20.6,21,45400
SUSCO,20040702,1.14,1.16,1.14,1.15,9511400
SVH,20040702,20.4,20.5,19.8,19.8,207367
SVI,20040702,1.43,1.43,1.38,1.41,9635320
SVOA,20040702,2.2,2.24,2.2,2.22,3540000
SYNTEC,20040702,2.32,2.32,2.26,2.28,1457300
TASCO,20040702,28.5,29.5,28.25,29.5,641900
TC,20040702,17.7,17.7,17.4,17.4,300
TCAP,20040702,14.5,14.5,14.4,14.5,1854391
TCB,20040702,16.9,17,16.8,16.9,209700
TCC,20040702,3.3,3.36,3.28,3.3,18000
TCCC,20040702,7.4,7.4,7.4,7.4,100
TCMC,20040702,5.4019,5.4019,5.4019,5.4019,14439
TEAM,20040702,0.8876,0.8876,0.8876,0.8876,281
TF,20040702,260,260,260,260,100
TFD,20040702,0.73,0.75,0.73,0.74,2876200
TFI,20040702,0.7184,0.7184,0.7002,0.7184,14759826
TGCI,20040702,5.05,5.15,5,5.05,260000
TH,20040702,2.5,2.5,2.5,2.5,1000
THAI,20040702,55.5,57,55.5,57,1504200
THANI,20040702,1.29,1.29,1.28,1.28,109300
THCOM,20040702,12.7,12.9,12.6,12.9,3271600
THIP,20040702,16.9,16.9,16.8,16.8,400
THL,20040702,2.5875,2.6434,2.5875,2.6062,6089050
THRE,20040702,4.42,4.42,4.42,4.42,31800
TICON,20040702,7.3,7.4,7.25,7.3,59000
TIP,20040702,17.6,17.6,17.6,17.6,11000
TIPCO,20040702,4.92,4.94,4.92,4.92,66300
TISCO,20040702,26.75,27,26.5,27,560100
TIW,20040702,78,79,78,79,200
TK,20040702,8.1,8.2,8.1,8.1,256100
TKS,20040702,4.68,4.7,4.62,4.7,1810
TMB,20040702,3.4635,3.5206,3.4445,3.5206,13786444
TMW,20040702,29,29.25,28.5,29,175300
TNITY,20040702,21.7227,22.0281,21.6355,22.0281,1458393
TNL,20040702,15.7,15.7,15.7,15.7,100
TPC,20040702,18.4,18.5,18.2,18.3,1862000
TPIPL,20040702,33.25,33.75,33,33.25,4165132
TPP,20040702,8.8,8.95,8.8,8.95,110000
TR,20040702,31,31,31,31,2000
TRITN,20040702,0.0598,0.0598,0.0585,0.0592,2016229
TRU,20040702,15.4,15.4,15.2,15.3,314400
TRUBB,20040702,1.1125,1.1125,1.1125,1.1125,80000
TRUE,20040702,5.65,5.85,5.65,5.8,11646900
TSTH,20040702,1.77,1.78,1.75,1.77,4813700
TTA,20040702,28.8703,29.7796,28.8703,29.7796,11720856
TTI,20040702,25.5,25.75,25.5,25.75,2300
TU,20040702,20.1,20.3,19.8,20.2,1489700
TVI,20040702,3.7,3.7,3.7,3.7,30000
TVO,20040702,9.92,9.92,9.84,9.84,41875
TYCN,20040702,12,12.1,11.9,12.1,1676300
U,20040702,1.5857,1.6,1.5571,1.5571,50911900
UMI,20040702,5,5.05,5,5.05,19610
UPOIC,20040702,4.3,4.3,4.3,4.3,4000
UV,20040702,3.02,3.04,3.02,3.04,148000
UVAN,20040702,28,28,27.5,27.5,21900
VARO,20040702,24.9877,24.9877,24.9877,24.9877,550
VIBHA,20040702,2.38,2.38,2.38,2.38,29000
VNG,20040702,10.5,10.6,10.4,10.6,2672800
VNT,20040702,12,12,11.6,12,1441998
WAVE,20040702,21.6,21.6,19.9,20.4,382500
WG,20040702,28,28,28,28,3500
WIIK,20040702,2.66,2.7,2.64,2.7,401400
YCI,20040702,8,8,8,8,2000
ZMICO,20040702,9.2,9.3,9.15,9.25,5962949
SCB-P,20040702,47,47.5,47,47.5,1000
$AGRI,20040702,53.6,53.97,53.19,53.4,1157100
$BANK,20040702,231.48,234.11,230.3,234.11,6900700
$COMM,20040702,2665.45,2667.24,2636.01,2667.24,2412200
$CONMAT,20040702,6857,6904.43,6802.8,6851.17,2235200
$ENERG,20040702,9784.12,9853.2,9739.62,9848.84,3016700
$ETRON,20040702,765.15,768.26,761.16,768.26,446400
$FASHION,20040702,514.84,515.32,510.95,513.7,18500
$FIN,20040702,1481.38,1487.29,1474.23,1485.37,5053500
$FOOD,20040702,2524.99,2530.22,2508.95,2526.26,186000
$HELTH,20040702,326.13,326.13,317.11,320.5,198800
$INSUR,20040702,3090.25,3096.82,3089.14,3096.52,9900
$MINE,20040702,12.8,12.8,12.6,12.8,17200
$PAPER,20040702,353.44,357.22,352.06,357.22,90100
$PERSON,20040702,249.61,250.43,249.3,249.3,500
$PETRO,20040702,491.24,506.3,490.96,505.7,1727600
$PKG,20040702,2119.76,2121.1,2102.15,2117.42,1421100
$PROF,20040702,465.69,467.4,458.84,463.98,1066200
$PROP,20040702,128.13,128.21,127.03,128.08,21031600
$TRANS,20040702,139.91,142.47,139.35,142.47,2450100
MAI,20040702,252.67,252.86,250.17,251.95,8276100
SET,20040702,642.45,647.57,640.21,647.57,1001258880
BBL-F,20040702,96.5,99,96.5,98.5,2395943
EGCO-F,20040702,67.5,68,67.5,68,8000
KBANK-F,20040702,50.5,53,50.5,53,4052500
LH-F,20040702,9.7,9.7,9.5,9.55,3577600
SCB-F,20040702,45.75,46.75,45.75,46.75,574050
SCC-F,20040702,244,244,238,244,1199694
TCAP-F,20040702,14.5,14.6,14.5,14.6,64500
TRUE-F,20040702,5.8,5.8,5.8,5.8,178700
BCP-DR1,20040702,15.9,16.4,15.9,16.3,7123900
BECL,20040702,23.8,23.8,23.4,23.6,2325643
CGS,20040702,1.2447,1.2693,1.2262,1.2693,11533738
DTM,20040702,1.17,1.2,1.17,1.19,11469300
ESTAR-W1,20040702,0.4,0.4,0.39,0.4,6303400
ESTAR-W2,20040702,0.26,0.26,0.25,0.26,16979300
GJS-W1,20040702,0.69,0.7,0.69,0.69,3795000
HEMRAJ,20040702,0.93,0.94,0.92,0.94,21540400
ICBCT,20040702,8.15,8.25,8.15,8.15,607910
ITV,20040702,15.7,15.9,15.6,15.7,19376600
LHS,20040702,2.68,2.72,2.66,2.68,1498100
NEP-W1,20040702,0.246,0.246,0.238,0.238,2750000
PA,20040702,5.7,5.7,5.7,5.7,3000
PICNI,20040702,6.8178,6.8618,6.8178,6.8178,4204518
POMPUI,20040702,10,10,9.8,9.8,8000
SAFARI,20040702,4.04,4.1,4,4,46003
SCAN,20040702,7.2,7.2,7,7,16700
SCB-Q,20040702,47,47,47,47,6700
SCIB,20040702,24.8,24.9,24.7,24.9,530300
SGF,20040702,1.0812,1.0812,1.0355,1.0508,3839493
SICCO,20040702,8.05,8.15,7.9,7.95,16650600
SINGHA,20040702,3.8788,3.8788,3.8419,3.8788,247420
SMC,20040702,2.72,2.72,2.62,2.64,220400
SMG,20040702,50,50,49,50,5500
SPSU,20040702,9.25,9.25,9.15,9.15,80000
TCP,20040702,13.9,14.2,13.8,14,893708
TSTH-W1,20040702,0.68,0.68,0.67,0.68,2536700
TSTH-W2,20040702,0.26,0.26,0.25,0.25,9896000
TT&T,20040702,3.74,3.8,3.74,3.8,5833200
TUF-F,20040702,20.5,20.5,19.9,20.2,966900
UST,20040702,20,20.1,20,20.1,13200
VI,20040702,6.1,6.25,6.1,6.25,21100
WORLD,20040702,11.3,11.3,11,11.3,1200
