<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20090720,3.7,3.83,3.7,3.83,630000
TDEX,20090720,4.36,4.44,4.34,4.44,8011900
A,20090720,3.64,3.64,3.58,3.6,41100
ACC,20090720,2.44,2.44,2.38,2.38,6300
ADAM,20090720,1.45,1.45,1.41,1.43,765800
ADVANC,20090720,93,93.25,92.25,93,2512240
AEONTS,20090720,30,31.5,30,31.5,800
AGE,20090720,6.45,6.65,6.45,6.6,1541300
AH,20090720,4.48,4.56,4.48,4.54,401900
AI,20090720,3.86,3.88,3.84,3.88,1261600
AIT,20090720,17.1,17.2,17,17.2,127800
AJ,20090720,2.8,2.82,2.78,2.8,612700
AKR,20090720,0.89,0.92,0.89,0.9,2510700
AMANAH,20090720,0.32,0.34,0.32,0.33,11650200
AMARIN,20090720,12.1,12.1,12,12,20500
AMATA,20090720,4.9,4.96,4.88,4.96,12029300
AMC,20090720,1.15,1.21,1.15,1.21,189700
AOT,20090720,27.75,28.5,27.5,28.25,3208106
AP,20090720,4.8,4.84,4.74,4.78,26551100
APURE,20090720,0.7,0.71,0.69,0.7,2699000
AQ,20090720,0.63,0.63,0.62,0.63,2698300
AS,20090720,6.05,6.05,5.95,6.05,11700
ASIAN,20090720,1.7,1.7,1.63,1.63,104500
ASIMAR,20090720,0.83,0.83,0.83,0.83,507100
ASK,20090720,3.52,3.52,3.52,3.52,1700
ASP,20090720,1.73,1.84,1.73,1.84,70895104
AYUD,20090720,13.1,13.6,13.1,13.6,79300
BAFS,20090720,6.35,6.35,6.3,6.3,231260
BANPU,20090720,329,336,328,335,4795816
BAT-3K,20090720,47.5,47.75,47.5,47.75,3600
BAY,20090720,17.2,17.6,17.1,17.6,32473288
BBL,20090720,108,109.5,107.5,109.5,3378158
BCH,20090720,5.0286,5.0286,5,5,723705
BCP,20090720,14.4,14.8,14.4,14.7,27977900
BDMS,20090720,23.6,23.7,23.4,23.7,994673
BEC,20090720,20.5,20.6,20.4,20.6,2562700
BFIT,20090720,3.18,3.42,3.18,3.38,32900
BGT,20090720,1.66,1.7,1.65,1.65,3152100
BH,20090720,27,27,25.75,26,1639000
BIGC,20090720,44,45.5,44,45.25,104600
