<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TDEX,20080430,6.03,6.06,6.02,6.04,741600
A,20080430,3.68,3.68,3.66,3.68,92300
ACAP,20080430,7.65,7.65,7.65,7.65,12000
ACC,20080430,2.84,2.9,2.82,2.84,368900
ADAM,20080430,3.82,3.82,3.74,3.74,725100
ADVANC,20080430,93,93,92,93,4447705
AEC,20080430,4.92,4.92,4.92,4.92,100
AF,20080430,13,13.6,13,13.6,6900
AFC,20080430,3.6,3.6,3.36,3.36,110400
AH,20080430,11.4,11.7,11.4,11.7,570200
AI,20080430,6.8,6.85,6.8,6.8,41000
AIT,20080430,19.3,19.8,19.2,19.3,573150
AJ,20080430,3.08,3.12,3.08,3.1,228000
AKR,20080430,2.04,2.06,2.02,2.04,2034000
AMANAH,20080430,0.61,0.62,0.61,0.61,2381300
AMARIN,20080430,13.5,13.7,13.5,13.7,13300
AMATA,20080430,17.5,17.9,17.5,17.8,1524610
AMC,20080430,2.68,2.76,2.64,2.68,4033700
AOT,20080430,55,55,54.5,55,496446
AP,20080430,7.05,7.25,7,7.25,6463300
APURE,20080430,2.7022,2.7378,2.6133,2.6133,35603212
AQ,20080430,0.79,0.8,0.78,0.78,901000
ASIA,20080430,44,44.5,43,44.5,46800
ASIAN,20080430,1.38,1.41,1.37,1.41,31300
ASIMAR,20080430,1.15,1.16,1.14,1.14,1505400
ASK,20080430,4.9,4.9,4.9,4.9,37500
ASP,20080430,3.36,3.4,3.36,3.38,1218800
AYUD,20080430,19.9,19.9,19.9,19.9,11500
BAFS,20080430,10.4,10.4,10.4,10.4,301318
BANPU,20080430,432,436,428,436,1275200
BAT-3K,20080430,70,71.5,70,71,188200
BAY,20080430,24.2,24.3,24.1,24.3,9992900
BBL,20080430,138,139,137,138,1648801
BCH,20080430,4,4.0571,4,4.0286,58600
BCP,20080430,13.3,13.3,13.3,13.3,1194900
BDMS,20080430,35.25,35.75,35.25,35.5,542106
BEC,20080430,27.75,28,27.75,27.75,1094200
BFIT,20080430,5.9,5.95,5.9,5.9,24200
BGT,20080430,2.55,2.65,2.5,2.6,137000
BH,20080430,32,32.75,32,32.25,377710
BIGC,20080430,48.5,48.75,48.5,48.75,2629300
BJC,20080430,6.75,6.8,6.75,6.75,576500
BKKCP,20080430,8.7,8.7,8.7,8.7,56800
BLAND,20080430,0.69,0.69,0.67,0.68,19819600
BLISS,20080430,2.64,2.68,2.6,2.6,128268000
BOL,20080430,1.32,1.32,1.31,1.31,19000
BROCK,20080430,1.13,1.17,1.13,1.15,989100
BROOK,20080430,0.79,0.79,0.76,0.77,10177900
BSBM,20080430,1.91,2.12,1.87,1.9,106107200
BSM,20080430,1.16,1.16,1.14,1.15,2732000
BTC,20080430,0.96,0.99,0.96,0.97,6346500
BTS,20080430,0.8476,0.8476,0.8288,0.8382,3374504
BWG,20080430,7.85,8.25,7.85,8.05,1553900
CCET,20080430,5.65,5.85,5.65,5.85,4211100
CCP,20080430,1.39,1.41,1.38,1.41,290000
CEN,20080430,3.36,3.44,3.32,3.38,8390000
CENTEL,20080430,5.7,5.7,5.5,5.6,10600
CFRESH,20080430,1.81,1.85,1.8,1.8,548100
CGD,20080430,0.67,0.68,0.66,0.67,7134500
CHOTI,20080430,110,110,110,110,500
CI,20080430,4,4,3.94,4,242100
CIG,20080430,4.3,4.525,4.3,4.475,1022400
CIMBT,20080430,0.7906,0.7906,0.7846,0.7906,612563
CITY,20080430,2.48,2.48,2.48,2.48,26600
CK,20080430,7.7,7.75,7.65,7.7,2236900
CM,20080430,3.42,3.42,3.34,3.34,206600
CMO,20080430,2.04,2.06,2.04,2.06,92300
CMR,20080430,28,28,28,28,2001
CNS,20080430,29.5,29.75,29.5,29.75,31400
CNT,20080430,2.18,2.22,2.16,2.16,95200
CPALL,20080430,10.2,10.3,10.2,10.2,664900
CPF,20080430,4.76,4.78,4.72,4.76,6150200
CPI,20080430,5.2,5.2,5,5.1,298600
CPL,20080430,11.2,11.4,11.2,11.4,8900
CPN,20080430,27.75,28.75,27.75,28.75,245204
CPNRF,20080430,10.5,10.5,10.5,10.5,1005000
CPR,20080430,1.67,1.79,1.66,1.71,121600
CRANE,20080430,2.4,2.42,2.4,2.4,806200
CSC,20080430,14.5,14.5,14.2,14.2,5800
CSL,20080430,4.02,4.1,4.02,4.1,475200
CSP,20080430,2.4,2.48,2.36,2.4,1569500
CWT,20080430,3.5,4.12,3.5,3.9,795500
DCC,20080430,16.5,16.8,16.5,16.8,575500
DCON,20080430,2.3,2.46,2.3,2.46,5900
DELTA,20080430,21,21.2,21,21.2,323400
DEMCO,20080430,4.2,4.22,4.18,4.22,150500
DIMET,20080430,1.46,1.46,1.44,1.44,1298100
DRACO,20080430,3.2,3.225,3.2,3.225,10700
DRT,20080430,2.86,2.86,2.84,2.84,407300
DSGT,20080430,5.25,5.3,5.25,5.25,698000
DTAC,20080430,46.25,46.75,46.25,46.25,706501
DTC,20080430,38.5,38.5,38,38,900
EASON,20080430,2.24,2.26,2.24,2.26,65500
EASTW,20080430,4.66,4.68,4.66,4.66,546400
