<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19980121,2.9,3.5,2.9,3.3,74900
ADVANC,19980121,29.6,31.2,29.2,30.6,3004000
ALUCON,19980121,67,67,67,67,1000
AMARIN,19980121,1.05,1.05,1,1,80000
APURE,19980121,2.7556,2.9333,2.6667,2.9333,1236712
ASIMAR,19980121,2.6469,2.7185,2.5754,2.7185,34946
ASP,19980121,1.4,1.5,1.375,1.5,60000
BANPU,19980121,52.79,59.02,52.46,58.69,308400
BAT-3K,19980121,14,14.5,14,14,81000
BAY,19980121,19.44,20.952,18.792,20.952,4134606
BBL,19980121,80,81.5,75.5,78.5,7668400
BCP,19980121,5.8,6.8,5.8,6.8,2478800
BDMS,19980121,1.3355,1.4118,1.3355,1.4118,79931
BEC,19980121,21,21.2,21,21.2,14239000
BFIT,19980121,8.75,8.75,8.5,8.625,5400
BIG,19980121,22.75,25.25,22.75,25,157700
BIGC,19980121,7,7.1,6.8,6.9,844300
BJC,19980121,5,5,5,5,8000
BKI,19980121,93.3317,95.1094,92.4428,92.4428,2475
BLAND,19980121,0.21,0.23,0.2,0.22,2190000
BTNC,19980121,6.5,7,5.5,6.9,29700
BTS,19980121,2.4487,3.2022,2.4487,3.2022,160754
CENTEL,19980121,0.5914,0.5987,0.5914,0.5987,851900
CHARAN,19980121,25,25,25,25,2000
CIMBT,19980121,3.8484,3.8484,3.5889,3.7619,19887
CK,19980121,2.175,2.425,2.175,2.4,1470000
CM,19980121,1.9137,1.9137,1.9137,1.9137,38041
CNS,19980121,11,12,10.5,11.5,581800
CNT,19980121,2.2,2.5,2.2,2.4,156345
CPF,19980121,3.1974,3.1974,3.0908,3.1441,88197
CPH,19980121,6,6.1,5.7,5.9,917000
CPL,19980121,7.7,7.9,7.7,7.9,16000
CPN,19980121,0.2491,0.3376,0.2491,0.3321,9107894
CWT,19980121,4.5,4.5,4.5,4.5,200
DCC,19980121,0.48,0.48,0.48,0.48,120000
DELTA,19980121,47,47.2,46.6,47,684000
DRACO,19980121,1.8,1.8,1.725,1.75,11300
EASTW,19980121,6,6,5.75,5.85,2475000
EE,19980121,1.2,1.3,1.2,1.3,30000
EGCO,19980121,77,80,77,79.5,669020
EMC,19980121,2.4,2.4,2.3,2.4,3000
EPCO,19980121,1.35,1.35,1.125,1.125,76000
ERW,19980121,0.7167,0.7167,0.7167,0.7167,6000
ESTAR,19980121,0.275,0.275,0.25,0.25,92000
EVER,19980121,0.5732,0.5732,0.4914,0.4914,1318
FANCY,19980121,1.3999,1.3999,1.3999,1.3999,3000
FE,19980121,70,70,70,70,2000
GEL,19980121,0.8961,0.8961,0.8961,0.8961,435
GFPT,19980121,0.46,0.4792,0.4472,0.4792,31078950
GJS,19980121,1.9,2.3,1.8,1.9,1065000
GLAND,19980121,6.4,7.5,6.4,7.5,1650200
GOLD,19980121,1.1,1.2,1.1,1.2,2700
GRAMMY,19980121,25.8,27,25.8,27,378000
HANA,19980121,10.7,11.2,10.7,11.1,817000
HTC,19980121,2.975,2.975,2.975,2.975,1000
IEC,19980121,0.062,0.073,0.062,0.072,29790000
IFEC,19980121,1.6,1.875,1.6,1.875,42000
INTUCH,19980121,8.6417,9.1403,8.3647,8.8633,3554176
IRC,19980121,0.45,0.45,0.45,0.45,5000
IRPC,19980121,2.6678,3.1529,2.6678,3.1529,4277400
ITD,19980121,1.775,1.875,1.75,1.85,2264000
JAS,19980121,1.45,1.75,1.45,1.7,9180000
JUTHA,19980121,4.4,4.5,4.4,4.5,3000
KAMART,19980121,0.8472,0.8472,0.8472,0.8472,106229
KBANK,19980121,41.6613,42.9839,40.6694,42.6532,6372027
KC,19980121,0.5,0.65,0.5,0.6,609200
KCE,19980121,12.1337,13.3033,12.1337,13.2301,1246327
KGI,19980121,0.9606,1.2471,0.9606,1.2302,45098720
KTB,19980121,11.5,12,10.75,12,13820610
KWG,19980121,16.9312,17.1194,16.9312,17.1194,425
KYE,19980121,28.5,29,28,29,21100
LANNA,19980121,12.1,13.4,12,13.2,1857000
LH,19980121,0.92,1.05,0.91,1.05,16591240
LOXLEY,19980121,0.73,0.77,0.72,0.77,6753000
