<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19890410,161.501,162.788,161.501,162.788,1087
BAY,19890410,24.7581,24.9012,24.3287,24.3287,345593
BBL,19890410,25.3733,25.5565,25.3733,25.5565,344410
BFIT,19890410,25.8567,26.0366,25.8567,25.8567,10004
BUI,19890410,46.7651,46.7651,46.4979,46.7651,10102
CIMBT,19890410,16.8636,16.95,16.8636,16.95,39730
CNS,19890410,8.4283,8.4283,8.3562,8.3562,10408
CPF,19890410,3.0641,3.1707,3.0375,3.0641,1140938
CSC,19890410,59.512,62.2419,59.512,61.6959,316126
CTW,19890410,13.4139,14.033,13.4139,14.033,1325775
ERW,19890410,4.3263,4.4331,4.1839,4.2907,6740126
FE,19890410,88.3533,89.9,87.9667,89.9,4137
HTC,19890410,6.1481,6.1481,6.077,6.1007,409341
IFEC,19890410,2.0896,2.1363,2.0896,2.1051,589970
KBANK,19890410,17.5731,17.6774,17.5731,17.5731,21080
KCE,19890410,3.7574,3.8946,3.7574,3.8946,9024037
KKP,19890410,8.0118,8.0118,7.9207,8.0118,35693
LH,19890410,1.0145,1.1124,1.0145,1.1124,2687041
NC,19890410,24.04,24.7942,24.04,24.6057,32881
NEP,19890410,0.4786,0.4786,0.4692,0.4739,586070
NMG,19890410,48.9572,53.2769,48.9572,53.2769,307653
OHTL,19890410,216,218,214,216,6450
PDI,19890410,86.0115,86.0115,85.0016,86.0115,301805
POST,19890410,2.9726,3.1966,2.9726,3.1449,301743
PR,19890410,7.411,7.411,7.411,7.411,3499
S&J,19890410,50.662,50.8361,50.662,50.8361,20103
SCB,19890410,29.7331,29.7331,29.6155,29.7331,17864
SCC,19890410,30.66,30.66,30.51,30.66,240000
SCCC,19890410,160.391,165.392,159.676,165.392,37400
SFP,19890410,98.5,101.5,98,101.5,225300
SINGER,19890410,6.6397,6.7426,6.5882,6.6912,1494057
SKR,19890410,3.888,3.9224,3.888,3.9224,162731
SPC,19890410,6.03,6.255,6.03,6.255,1729110
SPI,19890410,50.5802,50.5802,50.1622,50.5802,8372
TCAP,19890410,15.5168,15.6456,15.4524,15.4524,582430
TCMC,19890410,33.8105,35.1236,33.8105,34.7953,163893
TF,19890410,101.655,103.011,100.978,100.978,5312
TGCI,19890410,5.7501,5.7501,5.7501,5.7501,12890
THL,19890410,1.7192,1.734,1.7118,1.7266,1538039
TMB,19890410,15.6175,15.6175,15.4895,15.6175,46856
TPC,19890410,8.6105,8.6105,8.4738,8.6105,92184
UP,19890410,22.8037,22.9778,22.6296,22.8037,42510
UV,19890410,3.5718,3.6235,3.5718,3.6235,154545
WG,19890410,34.6281,35.4428,34.6281,34.6281,809791
SET,19890410,454.32,454.32,454.32,454.32,7826831
BBL-F,19890410,28.5,30,28.5,30,1592050
CTW-F,19890410,39.25,39.25,39.25,39.25,80000
DTC-F,19890410,1200,1200,1200,1200,3600
KBANK-F,19890410,21.4701,21.4701,21.4701,21.4701,122700
OHTL-F,19890410,134,134,134,134,5000
PAF-F,19890410,42.91,42.91,42.91,42.91,125917
SCC-F,19890410,43.5,43.5,43.5,43.5,740000
SCCC-F,19890410,89.4,90.5,88.2,90.5,80000
SUC-F,19890410,35.5,35.5,35.5,35.5,240000
TCMC-F,19890410,110.115,110.115,110.115,110.115,59682
DTM,19890410,9.3528,9.3528,9.2686,9.2686,16606
ICBCT,19890410,33.609,33.609,33.609,33.609,4953
SCIB,19890410,10.3,10.3,10.3,10.3,27468
SICCO,19890410,10.6175,10.7874,10.5326,10.5326,25889
SMG,19890410,7.8902,7.8902,7.8902,7.8902,9178
UFM,19890410,9.4,9.7,9.4,9.7,6000
