<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19960613,7.3727,8.11,7.3727,8.11,189129
ACC,19960613,13.8,14.1,13.5,14.1,192000
ADVANC,19960613,42,42.4,41.8,42,469190
AFC,19960613,9.5,9.6,9.5,9.6,3100
AHC,19960613,38,39.5,37.5,39,554700
AJ,19960613,1.325,1.375,1.325,1.375,51000
ALUCON,19960613,142,142,142,142,600
AMARIN,19960613,3.3,3.5,3.225,3.475,1832000
AP,19960613,4.4015,4.4015,4.4015,4.4015,1987
APURE,19960613,9.7778,10.4444,9.7778,10.4444,14175
ASIA,19960613,18.5,19.5,18.5,19,10200
ASIMAR,19960613,5.8662,6.0808,5.8662,6.0808,42634
ASP,19960613,6.4,6.6,6.4,6.6,904000
AYUD,19960613,190,197,190,194,31314
BANPU,19960613,225.57,225.57,225.57,225.57,190900
BAT-3K,19960613,80,81,79.5,80,17900
BAY,19960613,103.68,106.272,103.68,104.544,108101
BBL,19960613,236,240,234,240,543369
BCP,19960613,34,35.25,33.75,34.5,473900
BDMS,19960613,2.4803,2.5184,2.4803,2.5184,209655
BFIT,19960613,83,83.5,82,83.5,52200
BH,19960613,4.65,4.75,4.65,4.7,305000
BIG,19960613,18.25,19.75,18.25,19.75,1500
BIGC,19960613,32.8804,33.8707,31.89,33.2765,934120
BJC,19960613,10.2,10.2,9.8,9.9,46370
BKI,19960613,183.997,197.33,183.997,196.441,54036
BLAND,19960613,2.9,2.9,2.725,2.825,1337000
BTNC,19960613,33.25,37.75,33.25,37.75,2300
BTS,19960613,33.9053,33.9053,33.6698,33.9053,159161
BUI,19960613,28.0729,29.0278,27.5,29.0278,13090
CEN,19960613,3.325,3.325,3.325,3.325,5010
CENTEL,19960613,0.8214,0.8214,0.8032,0.8032,382100
CFRESH,19960613,2.4001,2.4001,2.4001,2.4001,29998
CHARAN,19960613,65,69.5,65,69.5,10000
CK,19960613,18.3,18.4,18.3,18.4,139010
CM,19960613,2.5459,2.6996,2.5288,2.6655,106809
CNS,19960613,50.5,52,50,51.5,198400
CNT,19960613,12.75,13,12.5,13,78877
CPF,19960613,5.6487,5.702,5.6487,5.6487,15012
CPH,19960613,124,124,121,124,161400
CPI,19960613,2.8089,2.8282,2.8089,2.8282,10324
CPL,19960613,12.75,13,12.75,13,1500
CPN,19960613,6.1436,6.1436,6.0329,6.0882,180676
CSC,19960613,72,73.5,72,73.5,7900
CSR,19960613,42,42,42,42,500
CTW,19960613,16.6664,16.6664,16.6664,16.6664,20120
CWT,19960613,13,13.125,12.375,12.75,118000
DCC,19960613,3.5,3.5,3.35,3.35,20000
DELTA,19960613,11.7,11.8,11.6,11.7,232000
DRACO,19960613,3.1,3.1,3.05,3.075,8500
DTC,19960613,36.5,36.5,36.5,36.5,10500
DTCI,19960613,18.25,18.5,18.25,18.5,20000
EE,19960613,1.475,1.5,1.425,1.5,106000
EGCO,19960613,88,90,86.5,89.5,1692240
EMC,19960613,88,89.5,88,89,1210
EPCO,19960613,12.5625,12.75,12,12.375,575200
ERW,19960613,3.9343,3.9841,3.8347,3.9343,170677
ESTAR,19960613,1.925,1.95,1.925,1.95,163200
EVER,19960613,18.425,19.0392,18.2202,19.0392,19534
FANCY,19960613,0.6833,0.75,0.6833,0.75,19800
FE,19960613,139,140,139,140,2100
GEL,19960613,8.5586,9.0182,8.5586,8.9607,10880
GFPT,19960613,0.4983,0.4983,0.4919,0.4919,649560
GLAND,19960613,236,238,232,238,19900
GOLD,19960613,17.75,18.25,17.75,18.25,111900
GRAMMY,19960613,35.4,35.4,35,35,105000
GYT,19960613,298,298,298,298,100
HANA,19960613,9.536,9.5899,9.4822,9.5899,625510
HTC,19960613,5.95,5.95,5.95,5.95,1000
IEC,19960613,1.33,1.38,1.32,1.37,6880000
IFEC,19960613,2.225,2.3,2.175,2.3,102000
INTUCH,19960613,31.0216,31.2432,30.4676,30.9108,1352091
IRC,19960613,6.5,6.5,6.4,6.45,3000
IRPC,19960613,12.521,12.521,12.3033,12.4121,290232
ITD,19960613,25,25,24.4,24.4,36000
JAS,19960613,8.9,8.95,8.8,8.85,507000
JUTHA,19960613,17.5,18.25,17.25,18.25,4900
KAMART,19960613,5.7611,5.8458,5.634,5.8458,16524
KBANK,19960613,119.032,121.016,117.71,121.016,1729512
KC,19960613,58.2656,60.8438,58.2656,60.3281,13866
KCE,19960613,9.9409,10.1602,9.8678,10.0871,1186132
KGI,19960613,31.2047,31.8226,30.7412,30.8957,1264059
KKP,19960613,69.5,72.5,69.5,72,64000
KTB,19960613,116,118,115,117,705116
KWG,19960613,146.738,150.5,146.738,150.5,2392
KYE,19960613,98,100,98,100,11800
LANNA,19960613,22.2,22.4,21.8,22,1071000
LEE,19960613,1.4333,1.5,1.4333,1.5,177000
LH,19960613,17.3209,17.6868,17.3209,17.5648,1674072
LOXLEY,19960613,36.8,37.6,36.8,37.2,820000
LPN,19960613,2.8453,3.0231,2.8453,3.007,218044
LRH,19960613,7.5656,7.7984,7.4492,7.5656,157869
LTX,19960613,17.75,18.25,17.75,18.25,4100
MAKRO,19960613,129,129,126,128,301400
MALEE,19960613,12.2609,12.2609,12.2609,12.2609,3348
MANRIN,19960613,14.75,14.75,14.75,14.75,2100
MAX,19960613,20.8,21,20.4,20.8,131000
MBK,19960613,32,32,31,31.5,17000
MDX,19960613,39.25,39.5,38.25,39,262900
METCO,19960613,66.5,69.5,66.5,68,31500
MFC,19960613,34,34.2,31.6,33.6,65000
MINT,19960613,1.0398,1.1076,1.0398,1.085,3167000
MK,19960613,4.9643,5.0125,4.8679,4.9643,37346
MODERN,19960613,20.25,20.25,19.25,20,16300
MSC,19960613,4.025,4.15,4,4.1,294000
NC,19960613,24.2615,24.7516,23.5263,23.5263,44916
NEP,19960613,1.075,1.075,1,1.075,4115000
NKI,19960613,53.5269,53.5269,53.5269,53.5269,1419
NMG,19960613,88,88,85.5,86,10900
NPP,19960613,96.5,97,95,97,61500
NSI,19960613,140,148,140,148,1003600
NTV,19960613,29,30,28.75,30,9300
