<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20030801,20.5,20.6,20.5,20.6,126300
ADVANC,20030801,58.5,59.5,58.5,59.5,1213623
AEC,20030801,13.4,13.6,13.3,13.5,3183493
AEONTS,20030801,30.6,30.6,29.4,29.6,2863500
AFC,20030801,11.5,11.5,11.3,11.5,20000
AH,20030801,13.703,14.475,13.703,14.475,5507772
AIT,20030801,15.8,16.2,15.6667,15.8,10262400
AJ,20030801,8.25,8.5,8.2,8.5,3852700
AMANAH,20030801,1.3531,1.3714,1.344,1.3623,4685078
AMARIN,20030801,11.4,11.4,11.4,11.4,4000
AMATA,20030801,5.15,5.25,5.15,5.2,5530000
AP,20030801,4.86,5.05,4.86,5.05,24255300
APURE,20030801,2.1511,2.1511,2.08,2.1156,875475
AQ,20030801,8.2928,8.6438,8.2489,8.5122,35751652
ASIAN,20030801,4.225,4.225,4.175,4.2,1255000
ASIMAR,20030801,2.18,2.2,2.16,2.2,1082600
ASP,20030801,4,4.025,3.925,4.025,3099000
AYUD,20030801,19.5,19.5,19.3,19.5,65200
BAFS,20030801,7.7473,7.8723,7.7473,7.8306,706445
BANPU,20030801,48.75,49.25,48.75,48.75,2899400
BAT-3K,20030801,60.5,62,60,61.5,71400
BAY,20030801,9.9,10.1,9.85,10.1,37749100
BBL,20030801,59.5,59.5,58,59,3322702
BCP,20030801,6.55,6.55,6.25,6.3,6807400
BEC,20030801,24.8,24.8,24.4,24.6,3003260
BFIT,20030801,6.7,6.75,6.65,6.65,138200
BIG,20030801,18.5,19,18.5,18.8,1700
BIGC,20030801,18.3,18.6,18.2,18.5,1001200
BJC,20030801,5.45,5.8,5.45,5.8,20100
BKI,20030801,190.667,190.667,190.667,190.667,750
BLAND,20030801,0.452,0.47,0.45,0.458,96044000
BROOK,20030801,1.42,1.49,1.39,1.43,23085000
BTC,20030801,4.22,4.34,4.22,4.22,7951200
BTNC,20030801,19,22,19,22,600
CCET,20030801,3.75,3.85,3.75,3.85,1332000
CENTEL,20030801,1.9714,1.9714,1.9532,1.9714,164300
CFRESH,20030801,4.44,4.58,4.44,4.52,200600
CHARAN,20030801,50,50,50,50,1400
CHOTI,20030801,96,96,96,96,100
CI,20030801,5.2,5.3,5.2,5.25,846200
CIMBT,20030801,3.416,3.4376,3.3944,3.416,4156801
CK,20030801,2.09,2.12,2.07,2.07,2566000
CM,20030801,3.4299,3.4753,3.4299,3.4753,63836
CNS,20030801,38.75,39.5,38.5,39.25,437900
CPF,20030801,4.92,4.92,4.86,4.88,9217119
CPH,20030801,7.8,8.2,7.75,7.8,387100
CPI,20030801,4.591,4.6879,4.5523,4.6491,285678
CPL,20030801,38,38.5,37.5,38.5,7100
CPN,20030801,7.45,7.65,7.45,7.6,1680000
CSC,20030801,22.6,23.4,22.6,22.9,597828
CTW,20030801,8.75,8.9,8.7,8.9,816700
CWT,20030801,6.25,6.25,6.1,6.1,13400
DCC,20030801,14.3,14.4,14.3,14.4,411600
DELTA,20030801,32.25,32.25,31.5,32,1328100
DRACO,20030801,2.34,2.34,2.32,2.34,10600
DTC,20030801,43,43,43,43,1130
DTCI,20030801,5.7,5.75,5.7,5.75,200
EARTH,20030801,2.72,2.78,2.7,2.72,8540400
EASTW,20030801,4.2,4.2,4.2,4.2,16000
EGCO,20030801,57,57,56.5,57,528800
ERW,20030801,1.8333,1.9167,1.8333,1.9,3943206
ESTAR,20030801,0.79,0.865,0.79,0.865,197901200
F&D,20030801,39.5,39.5,39,39,10100
FANCY,20030801,9.55,9.6,9.45,9.5,1039200
FE,20030801,82,83,81.5,83,7400
FER,20030801,6.6,6.65,6.55,6.55,656900
FNS,20030801,40.25,41,40,40.75,1252300
GENCO,20030801,1.76,1.77,1.74,1.75,21796000
GFPT,20030801,3.225,3.225,3.2,3.225,2313000
GOLD,20030801,11.2,11.9,11.2,11.9,3114000
GRAMMY,20030801,22.8,22.9,22.6,22.7,423508
GYT,20030801,432,432,424,424,1700
HANA,20030801,23.4,23.8,23.4,23.4,1788500
HMPRO,20030801,0.787,0.7987,0.7754,0.7754,6694427
HTC,20030801,5.3,5.4,5.3,5.4,124011
ICC,20030801,25.25,25.25,24.6,24.6,14500
IEC,20030801,0.081,0.0815,0.0795,0.08,84690000
INET,20030801,5.15,5.2,5.15,5.15,272900
INTUCH,20030801,19.4,19.4,19.1,19.3,7420336
IRC,20030801,12.4,12.6,12.4,12.5,165000
IRCP,20030801,7.15,7.2,6.9,6.9,6079505
IRPC,20030801,5.2386,5.2871,5.0446,5.0931,51900696
IT,20030801,3.6,3.68,3.58,3.64,1630200
ITD,20030801,3.925,4.05,3.9,4.025,81712968
JAS,20030801,0.975,1.04,0.95,1.04,296671008
JUTHA,20030801,2.94,2.96,2.84,2.84,397200
KBANK,20030801,38.75,39.25,38.5,39,6764300
KCE,20030801,6.7539,6.8316,6.7539,6.7928,577084
KDH,20030801,19.6,19.7,19.6,19.7,3900
KGI,20030801,3.5,3.56,3.34,3.5,90098624
KKC,20030801,9.6136,9.6136,9.6136,9.6136,49096
KKP,20030801,33.5,34,33.5,33.75,1103300
KTB,20030801,8.85,9.25,8.8,9.05,14248897
KTC,20030801,19.9571,21.2143,19.8,20.7429,6874795
KWG,20030801,7.65,8.1,7.55,7.7,7682700
KYE,20030801,77,77,76.5,77,133900
LALIN,20030801,7.6,7.7,7.6,7.65,926500
LANNA,20030801,4.12,4.14,4.1,4.12,82100
LEE,20030801,3.12,3.1333,3.0933,3.1333,1348500
LH,20030801,8.75,8.85,8.7,8.85,8695300
LOXLEY,20030801,2.07,2.12,2.05,2.09,132217232
LPN,20030801,2.555,2.5956,2.5144,2.5753,1803698
LRH,20030801,20.0197,20.0197,19.5541,19.5541,222735
LST,20030801,2.01,2.02,2.01,2.01,85100
LTX,20030801,43,43,41.5,41.5,27900
M-CHAI,20030801,19.5,19.8,19.5,19.8,6000
MAJOR,20030801,15.2,15.5,15.1,15.5,1298100
MAKRO,20030801,38.5,39,38,38.5,77300
MALEE,20030801,5.5,5.75,5.5,5.65,339100
MATCH,20030801,37.75,38.25,37.5,38,80800
MATI,20030801,7,7.15,7,7.15,12000
MBK,20030801,38.75,38.75,38.5,38.75,172000
METCO,20030801,248,248,244,248,14200
MFC,20030801,11.1,11.2,11.1,11.2,55000
MIDA,20030801,18.095,18.48,17.9025,18.2875,22492572
MINT,20030801,2.0436,2.0616,2.0436,2.0436,1250200
MK,20030801,2.22,2.3,2.18,2.29,33864000
MODERN,20030801,26.75,27.25,26.75,27.25,265700
MPIC,20030801,1.2662,1.2903,1.2582,1.2662,3101700
MSC,20030801,2.35,2.35,2.34,2.34,19000
NC,20030801,7.1559,7.2049,7.1559,7.2049,1122
NEP,20030801,0.76,0.765,0.75,0.76,2104000
