<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19970617,1.9,1.9,1.9,1.9,16000
ACC,19970617,9.1,9.9,9.1,9.9,25000
ADVANC,19970617,14.9,14.9,14.4,14.7,1556000
AFC,19970617,5.7,5.7,5.7,5.7,7400
AJ,19970617,0.68,0.76,0.68,0.76,23000
AMARIN,19970617,1.575,1.575,1.55,1.55,23000
AP,19970617,0.82,0.82,0.82,0.82,51000
ASIMAR,19970617,1.9315,1.9315,1.9315,1.9315,20967
ASP,19970617,3.35,3.4,3.35,3.375,4307000
AYUD,19970617,195,195,195,195,100
BANPU,19970617,76.72,78.69,74.1,74.1,416000
BAT-3K,19970617,29,29,29,29,500
BAY,19970617,38.448,38.88,36.072,36.288,1218171
BBL,19970617,132,132,120,122,3761080
BCP,19970617,11,11,10.25,10.25,477000
BDMS,19970617,2.2322,2.2322,2.2322,2.2322,26206
BEC,19970617,21,21,20.2,21,4470000
BFIT,19970617,19,19,17.75,17.75,40600
BIGC,19970617,7.8,8.3,7.8,8.2,595200
BJC,19970617,8,8,7.95,8,109300
BKI,19970617,142.22,142.22,142.22,142.22,35325
BLAND,19970617,0.91,0.91,0.86,0.87,2603000
BTS,19970617,6.4985,6.4985,6.1218,6.216,235078
BUI,19970617,15.0868,15.0868,14.8958,14.8958,2618
CEN,19970617,1.6,1.6,1.475,1.525,151000
CFRESH,19970617,0.6667,0.6917,0.6667,0.6917,488970
CGD,19970617,1.1173,1.1397,1.028,1.1397,111869
CK,19970617,6.45,6.45,6.15,6.3,230000
CM,19970617,1.2814,1.4182,1.2814,1.4182,160946
CNS,19970617,9.6,9.7,9.5,9.6,42000
CNT,19970617,5,5,4.6,4.9,163400
CPF,19970617,3.3039,3.3039,3.1974,3.1974,71308
CPI,19970617,1.5497,1.5497,1.5497,1.5497,41297
CPL,19970617,7.8,8.3,7.7,8.3,5500
CSC,19970617,24,24,24,24,4600
CTW,19970617,10.0466,10.0466,9.9687,9.9687,12840
