<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20050221,3.425,3.6,3.4,3.6,15738800
ACC,20050221,9.05,9.05,9,9.05,238200
ADAM,20050221,2.6223,2.6562,2.5716,2.5716,7080169
ADVANC,20050221,112,112,109,109,2395900
AEC,20050221,9.4,9.4,9,9,387400
AEONTS,20050221,44,44,44,44,24000
AF,20050221,10,10.4,9.55,9.6,3300
AH,20050221,36,38,36,37.5,1100655
AHC,20050221,53,53,52.5,52.5,2000
AIT,20050221,14.5333,14.6,14.2,14.2,510450
AJ,20050221,6.7,6.9,6.65,6.65,646200
AMANAH,20050221,2.2,2.3,1.96,2.02,140420608
AMARIN,20050221,10.5,10.5,10.5,10.5,100
AMATA,20050221,12.5,12.5,11.8,11.9,6235600
AMC,20050221,4.6489,4.6766,4.6489,4.6766,216857
AOT,20050221,49.25,49.5,48.5,48.5,3663800
AP,20050221,5,5,4.68,4.7,2636800
AQ,20050221,4.6428,4.6615,4.5679,4.5866,3538425
ASIAN,20050221,5.65,5.65,5.6,5.6,374700
ASIMAR,20050221,1.97,1.98,1.75,1.8,7718700
ASP,20050221,8.45,8.45,8.15,8.15,36897000
AYUD,20050221,16.7,16.7,16.6,16.6,30000
BAFS,20050221,9.7466,9.7466,9.7466,9.7466,391696
BANPU,20050221,171,172,169,169,1250800
BAT-3K,20050221,62,62,61,61,15300
BAY,20050221,13.4,13.4,13,13,6026001
BBL,20050221,110,110,108,108,2407508
BCH,20050221,1.8171,1.84,1.8057,1.8057,7112900
BCP,20050221,14,14.1,13.8,13.8,1116100
BDMS,20050221,16.9,16.9,16.5,16.6,434541
BEC,20050221,16.4,16.4,16,16,1726000
BFIT,20050221,16.25,16.25,15.625,15.625,485000
BH,20050221,17,17.3,16.9,17,634500
BIGC,20050221,19.2,19.2,19,19,133000
BJC,20050221,6.05,6.05,6,6,8500
BKI,20050221,145.333,146.667,145.333,146.667,2775
BLAND,20050221,0.75,0.76,0.72,0.72,90591136
BLISS,20050221,1.6829,1.7257,1.6401,1.6401,5506300
BROOK,20050221,1.53,1.63,1.52,1.54,773500
BTC,20050221,3.44,3.46,3.26,3.26,14107901
CCET,20050221,3.55,3.65,3.525,3.55,25573510
CCP,20050221,7,7,6.5,6.5,10728800
CEN,20050221,10.7,10.8,10.5,10.5,2672500
CENTEL,20050221,3.0521,3.0667,3.0521,3.0521,469100
CFRESH,20050221,3.24,3.24,3.14,3.16,441100
CHUO,20050221,7.4,7.4,7.4,7.4,20000
CI,20050221,6.55,6.9,6.5,6.7,1202700
CIMBT,20050221,2.7674,2.8539,2.7025,2.7025,33543496
CK,20050221,15.7,15.8,14.9,14.9,6219600
CM,20050221,3.657,3.657,3.6343,3.6343,14308
CNS,20050221,73.5,73.5,71,71,1344200
CNT,20050221,6.9,6.95,6.6,6.6,1929500
CPALL,20050221,6.25,6.4,6.25,6.4,18625000
CPF,20050221,3.78,3.82,3.74,3.76,3001700
CPH,20050221,14.3,14.5,13.8,13.8,77300
CPI,20050221,6.0536,6.0536,6.0051,6.0051,603982
CPL,20050221,25.75,25.75,25.75,25.75,24000
CPN,20050221,9,9.05,8.9,8.95,697100
CSC,20050221,19.8,20.8,19.8,20.2,1439100
CSL,20050221,8.1,8.1,7.8,7.8,3943300
CSR,20050221,44.75,48,44.75,45.75,700
CTW,20050221,7.8,7.8,7.8,7.8,61300
CWT,20050221,21.2,21.2,20.6,20.7,580600
DCC,20050221,17.4,17.4,16.8,16.8,705600
DELTA,20050221,22.3,22.3,21.5,21.5,2614700
