<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20050516,5.35,5.4,5.3,5.3,2105000
ACC,20050516,3.6,3.7,3.58,3.6,1724300
ADAM,20050516,1.6495,1.6495,1.5649,1.5649,1785883
ADVANC,20050516,96,96.5,95.5,96,1531400
AEC,20050516,7.35,7.45,7.25,7.25,47200
AEONTS,20050516,42,42,39.5,39.5,600
AFC,20050516,8.65,8.65,8.65,8.65,1000
AH,20050516,35.5,36.25,34.75,36,1167600
AIT,20050516,11.0667,11.0667,10.6667,10.8667,144600
AJ,20050516,5,5,5,5,60000
ALUCON,20050516,90,96,90,96,13500
AMANAH,20050516,1.36,1.36,1.3,1.3,6615700
AMARIN,20050516,10.1,10.1,10.1,10.1,2200
AMATA,20050516,10.8,10.9,10.6,10.6,1325000
AMC,20050516,4.095,4.1346,4.095,4.095,347173
AOT,20050516,42,42,41,41.5,1661800
AP,20050516,3.94,3.94,3.86,3.9,831800
APURE,20050516,4.8,4.8,4.5333,4.5333,3557700
AQ,20050516,3.9688,4.1186,3.8191,3.894,29335944
ASIAN,20050516,5.4,5.4,5,5.05,394900
ASIMAR,20050516,1.4,1.43,1.36,1.36,1377900
ASP,20050516,6.3,6.3,6.1,6.2,7595800
AYUD,20050516,16.2,16.2,16.2,16.2,73000
BAFS,20050516,7.7473,7.789,7.664,7.664,260970
BANPU,20050516,164,164,160,160,791200
BAT-3K,20050516,57,57,56.5,56.5,71400
BAY,20050516,12.9,12.9,12.6,12.7,5518500
BBL,20050516,104,105,103,104,1768851
BCH,20050516,1.6343,1.68,1.6229,1.6686,1526600
BCP,20050516,12.7,13.1,12.7,13.1,747500
BDMS,20050516,16.9,16.9,16.9,16.9,456700
BEC,20050516,13.2,13.2,12.5,12.6,4830700
BFIT,20050516,18.125,19.625,17.75,17.75,22608074
BH,20050516,18.6,18.6,18.3,18.3,401300
BIG,20050516,10.7,10.7,10.7,10.7,2500
BIGC,20050516,21.3,21.3,21.1,21.1,118300
BJC,20050516,5.65,5.65,5.6,5.6,83000
BKKCP,20050516,8.7,8.7,8.7,8.7,20000
BLAND,20050516,0.49,0.49,0.47,0.47,51543900
BLISS,20050516,2.1963,2.2534,2.182,2.182,636800
BROOK,20050516,0.81,0.81,0.78,0.79,64900
BTC,20050516,2.42,2.44,2.3,2.3,3460000
BUI,20050516,13.75,16.4236,13.75,16.4236,1570
CCET,20050516,3.5,3.54,3.5,3.5,847800
CCP,20050516,5.75,5.8,5.5,5.5,3811800
CEN,20050516,7.8,7.85,7.65,7.85,6429000
CENTEL,20050516,3.1105,3.1981,3.1105,3.1981,13700
CFRESH,20050516,3.3,3.3,3.2,3.22,248000
CHUO,20050516,5.5,6,5.45,6,16200
CI,20050516,5.05,5.15,5,5,125700
CIMBT,20050516,3.07,3.0916,3.0484,3.0484,2450509
CK,20050516,11.8,11.8,10.8,10.8,7079300
CM,20050516,2.544,2.544,2.4531,2.4986,80345
CNS,20050516,54.5,54.5,53,53,92100
CNT,20050516,4.06,4.06,3.92,3.98,684500
CPALL,20050516,5.9,5.95,5.9,5.9,4041500
CPF,20050516,4.3,4.36,4.3,4.36,13193000
CPH,20050516,9.95,9.95,8.5,8.75,11100
CPI,20050516,4.3973,4.3973,4.3586,4.3779,109439
CPL,20050516,20.3,20.3,15,15.3,132800
CPN,20050516,8.3,8.45,8.3,8.45,267500
CSC,20050516,14.8,15,14.4,14.4,37800
CSL,20050516,5.4,5.4,5.2,5.2,491800
CTW,20050516,7.7,7.7,7.55,7.65,706750
CWT,20050516,14.1,14.1,12.4,12.4,355200
DCC,20050516,16.6,16.6,16.3,16.3,227500
DELTA,20050516,16.7,16.7,16.4,16.4,250900
DRACO,20050516,1.66,1.66,1.66,1.66,200
DTC,20050516,41.75,42,41.75,42,6150
DTCI,20050516,5.45,5.9,5.35,5.8,146200
EARTH,20050516,0.93,0.97,0.9,0.9,4601900
EASTW,20050516,3.75,3.75,3.725,3.75,1015000
ECL,20050516,1.35,1.38,1.33,1.33,24806700
EGCO,20050516,75,76.5,74.5,76,163249
EIC,20050516,1.95,1.97,1.93,1.96,90000
EMC,20050516,4.14,4.14,3.96,4,242500
ERW,20050516,2.02,2.02,1.96,1.96,347800
ESTAR,20050516,0.58,0.58,0.55,0.55,1894400
FANCY,20050516,5.5,5.5,5.1,5.2,573100
FC,20050516,2.2071,2.2807,2.1336,2.1704,5489600
FE,20050516,70,70,70,70,1000
FER,20050516,3.14,3.16,3.08,3.08,1439300
FMT,20050516,44.25,44.25,44,44,700
FNS,20050516,21.6,22.4,21,21,984300
GEL,20050516,1.31,1.34,1.3,1.3,5891100
