<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABC,19920228,29.75,29.75,27.125,27.125,2742
ABICO,19920228,11.3687,11.4466,10.9794,11.4466,6740
ADVANC,19920228,5.0676,5.3001,5.0676,5.2071,2774660
AFC,19920228,47.5,48,45,45,136200
AHC,19920228,23.925,24.2875,23.3813,24.2875,42206
AJ,19920228,4.625,4.65,4.45,4.55,884000
ALUCON,19920228,137,137,137,137,500
AMARIN,19920228,8.2457,8.3627,7.8364,8.3042,1891220
ASIA,19920228,45.9946,46.3877,44.029,46.3877,4070
ASP,19920228,5.491,5.491,5.197,5.295,4137000
AYUD,19920228,236,238,234,236,14625
BANPU,19920228,36.29,37,36.29,37,757600
BAY,19920228,31.4914,31.8017,30.7158,30.8709,3335365
BBL,19920228,73.6,74.8,68.4,68.8,23608850
BDMS,19920228,6.0751,6.1218,6.0751,6.1218,224671
BFIT,19920228,104.723,104.723,103.354,104.723,53898
BH,19920228,16.0122,16.6454,16.0122,16.4645,35925
BIG,19920228,40.5,40.5,39.5,39.5,9600
BIGC,19920228,14.9512,15.2089,14.9512,14.9512,13576
BJC,19920228,4.9778,5.0667,4.7111,4.8,19800
BKI,19920228,192.327,192.327,192.327,192.327,4470
BLAND,19920228,19.1,20.6,18.6,20.6,144656992
BTS,19920228,114.901,118.669,108.309,115.843,3050286
BUI,19920228,69.1744,69.1744,69.1744,69.1744,1474
CEN,19920228,4.8018,5.0899,4.8018,5.0899,38520
CENTEL,19920228,2.557,2.557,2.5088,2.5088,209500
CHOTI,19920228,154,155,145,145,28000
CIMBT,19920228,27.1547,27.1547,24.5603,27.1547,16188
CNS,19920228,58.5586,58.5586,55.045,57.3874,174353
CNT,19920228,34.2394,35.4067,33.0722,34.434,245960
CPF,19920228,4.423,4.4763,4.3697,4.4763,1396148
CSC,19920228,55.6901,57.328,55.6901,57.328,5676
CSR,19920228,71,71,70,70,3000
CTW,19920228,30.0336,30.0336,30.0336,30.0336,91130
CWT,19920228,57.4184,58.7234,55.1348,58.7234,3236256
DCC,19920228,3.55,3.55,3.325,3.5,26000
DTC,19920228,97.0958,97.0958,95.1919,95.1919,16588
EE,19920228,8.1,8.3,7.95,7.95,260000
ERW,19920228,5.3079,5.5421,5.1518,5.5421,878194
FE,19920228,145,148,142,142,800
GEL,19920228,20.8886,20.8886,20.7672,20.7672,4939
HTC,19920228,4.2703,4.3557,4.2703,4.3557,36754
ICC,19920228,356.923,356.923,356.923,356.923,537
IEC,19920228,0.9454,0.9661,0.9247,0.9454,8607800
IFEC,19920228,3.9877,4.1252,3.9877,4.1252,34900
INSURE,19920228,76,76,76,76,400
INTUCH,19920228,7.44,7.44,7.1603,7.2162,1435689
JCT,19920228,30.2319,33.2754,30.029,33.2754,2710
JUTHA,19920228,42.9423,45.0894,42.0835,45.0894,18860
KBANK,19920228,29.7715,30.7242,28.1043,28.4616,14006979
KCE,19920228,5.4427,5.4427,5.0567,5.1339,1103608
KDH,19920228,39.5,39.5,39.25,39.25,8200
KGI,19920228,9.4227,10.0853,9.3491,9.8644,1691485
KKC,19920228,4.2032,4.2032,4.1354,4.1354,75216
KKP,19920228,66.8571,68,65.1429,67.4286,345100
KTB,19920228,13.4348,13.4348,12.6671,12.7631,15176719
LEE,19920228,1.3417,1.3833,1.3333,1.375,441000
LH,19920228,7.3575,7.4855,7.2936,7.4855,6742870
LTX,19920228,49.5,49.5,49.5,49.5,2000
MANRIN,19920228,41,41,40,40,104100
MATI,19920228,13.9178,14.3527,13.7438,14.3527,210370
MFC,19920228,19.1,19.2,18.5,19.2,486000
MINT,19920228,0.8735,0.887,0.8735,0.887,349900
MK,19920228,10.7962,11.1817,10.6034,11.1817,736557
NC,19920228,38.2303,38.7204,37.25,38.7204,17852
NEP,19920228,2.2,2.25,2.2,2.225,3927000
NKI,19920228,56.0466,56.0466,56.0466,56.0466,2392
NMG,19920228,43.3094,43.3094,41.366,41.6436,193605
NPK,19920228,34.5,34.75,33.5,33.5,7000
OCC,19920228,66,69,66,69,500
OHTL,19920228,192,196,192,192,1700
PAF,19920228,10.3432,10.5421,10.2769,10.2769,300516
PDI,19920228,69.8528,70.2736,69.0112,69.8528,61074
PE,19920228,74.6733,82.5714,74.6733,82.5714,3758
PG,19920228,2.9708,2.9708,2.9708,2.9708,11601
POLAR,19920228,10.7926,10.8856,10.6995,10.6995,95380
POST,19920228,7.8175,7.9029,7.8175,7.9029,14045
PR,19920228,18.7087,18.7087,18.7087,18.7087,592
PRAKIT,19920228,8.3893,8.4411,8.2857,8.4411,407440
PRANDA,19920228,23.6,23.6,23.6,23.6,49500
QH,19920228,5.5062,5.9978,5.5062,5.752,406812
RAM,19920228,76,78,76,77,23100
RCI,19920228,4.236,4.236,4.162,4.162,82000
RCL,19920228,5.3897,5.8678,5.3897,5.8678,13780
ROBINS,19920228,49.13,49.41,48.59,49.13,251400
ROH,19920228,27,28.5,27,28,39200
S&J,19920228,28.2907,31.3373,27.8554,27.8554,7926
SAWANG,19920228,41.3265,44.0816,41.3265,44.0816,1270
SCB,19920228,67.9344,67.9344,64.2623,64.9967,2313686
SCC,19920228,59.6,60,58,60,218000
SCCC,19920228,225.047,228.619,223.261,226.833,191759
SCP,19920228,28.2566,28.2566,26.9887,27.5321,10489
SE-ED,19920228,2.5923,2.5923,2.4243,2.4243,31240
SFP,19920228,159,162,159,160,23400
SHANG,19920228,27,28,27,28,93900
SINGER,19920228,17.5,18.1176,17.5,18.1176,91314
SITHAI,19920228,120.338,125.662,119.273,125.662,2629
SKR,19920228,10.8661,11.1188,10.8661,11.1188,8309
SMK,19920228,77.7668,79.711,75.8227,76.7947,12756
SMPC,19920228,18.5943,19.296,18.5943,19.296,4699
SNP,19920228,36.5185,37.5926,36.5185,37.3241,11544
SPC,19920228,9.45,9.45,9.45,9.45,20000
SPI,19920228,90.2919,90.2919,90.2919,90.2919,2392
SSC,19920228,12.2655,12.4699,12.2655,12.3677,160450
SSF,19920228,5.2367,5.2367,5.2367,5.2367,2921
SST,19920228,5.65,5.8,5.6,5.6,221000
STA,19920228,3.0333,3.0649,3.0333,3.0649,384525
STANLY,19920228,15.009,15.009,14.7089,14.7089,36644
SUC,19920228,28,28,27,28,164875
SUSCO,19920228,3.2183,3.2607,3.176,3.2183,2124720
SVH,19920228,35.1853,35.1853,34.1988,34.5276,10338
TASCO,19920228,27.937,27.937,27.5072,27.937,34889
TC,19920228,40.2612,40.7463,39.7761,40.2612,29273
TCAP,19920228,30.7117,31.098,30.3254,30.7117,678207
TCB,19920228,7.9249,8.0517,7.9249,8.0517,110370
TCC,19920228,49.6526,49.6526,48.5368,49.6526,47500
TCCC,19920228,35.084,36.874,34.368,36.874,54050
TCMC,19920228,43.1112,43.1112,43.1112,43.1112,11744
TF,19920228,226,230,226,230,2100
