<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20090507,3.45,3.45,3.36,3.41,2764300
TDEX,20090507,4.02,4.02,3.94,3.99,8906600
A,20090507,3.32,3.4,3.32,3.4,71400
ACAP,20090507,7.85,7.85,7.85,7.85,100
ACC,20090507,2.42,2.44,2.4,2.44,70600
ADAM,20090507,1.4,1.4,1.4,1.4,10100
ADVANC,20090507,79.25,79.75,78.25,79.25,11316998
AEC,20090507,2.48,2.5,2.18,2.2,20500
AEONTS,20090507,27,27.5,27,27.5,9900
AGE,20090507,6.45,6.6,6.4,6.45,4417700
AH,20090507,4.64,4.66,4.58,4.58,511600
AHC,20090507,51.5,52,51.5,52,3400
AI,20090507,3.3,3.48,3.3,3.48,665600
AIT,20090507,15,15,14.6,14.8,330900
AJ,20090507,2.76,2.86,2.76,2.76,34500
AKR,20090507,1,1.01,0.99,0.99,5094800
AMANAH,20090507,0.31,0.32,0.3,0.3,3429100
AMARIN,20090507,11.9,11.9,11.8,11.8,28553
AMATA,20090507,4.22,4.6,4.18,4.52,53763088
AMC,20090507,1.01,1.01,1,1.01,75100
AOT,20090507,22.5,25.25,21.6,24.9,16156701
AP,20090507,3.7,3.72,3.54,3.66,58593424
APURE,20090507,0.83,0.85,0.82,0.83,8450100
AQ,20090507,0.36,0.46,0.36,0.4,53956600
AS,20090507,6.85,6.85,6.6,6.75,98100
ASIA,20090507,37,38,36,38,300
ASIAN,20090507,1.85,1.85,1.79,1.8,42000
ASIMAR,20090507,0.94,0.94,0.91,0.91,5412700
ASK,20090507,3.4,3.5,3.4,3.48,22700
ASP,20090507,1.72,1.82,1.7,1.79,229489200
AYUD,20090507,12.3,12.4,12,12.4,21000
BAFS,20090507,6.2,6.2,6.05,6.1,1133500
BANPU,20090507,310,310,299,300,4323738
BAT-3K,20090507,33,34.75,33,34.75,10700
BAY,20090507,12.5,12.5,11.8,12,46732336
BBL,20090507,94.75,95,89.5,90,6373944
BCH,20090507,4.4,4.4571,4.3714,4.4286,1290300
BCP,20090507,12.4,12.5,11.8,12.1,19627100
BDMS,20090507,21,21.4,20.2,21,1759488
BEC,20090507,19.9,20.4,19.6,20.1,11400000
BFIT,20090507,3.3,3.6,3.3,3.58,691210
BGT,20090507,2,2,1.93,1.93,22500
BH,20090507,26.25,28.5,26.25,26.5,640680
BIGC,20090507,42.25,42.25,40,40.5,627980
BJC,20090507,4.5,4.54,4.5,4.5,89100
BKI,20090507,141.333,142.667,141.333,142.667,5400
BKKCP,20090507,7.95,8.3,7.95,8.3,9400
BLAND,20090507,0.27,0.28,0.26,0.27,115846096
BLISS,20090507,0.28,0.28,0.2,0.2,45872200
BOL,20090507,1.43,1.43,1.42,1.42,85500
BROCK,20090507,0.53,0.59,0.53,0.59,8136800
BROOK,20090507,0.29,0.29,0.28,0.28,270800
BSBM,20090507,1.07,1.09,1.03,1.03,272500
BSM,20090507,0.57,0.58,0.57,0.57,739400
BTC,20090507,0.33,0.33,0.32,0.32,1532000
BTS,20090507,0.4427,0.4615,0.4238,0.4332,33159482
BWG,20090507,1.61,1.73,1.61,1.73,11813100
CCET,20090507,2.78,2.78,2.54,2.54,13185113
CCP,20090507,0.81,0.87,0.79,0.87,299100
CEN,20090507,1.62,1.63,1.59,1.62,5213000
CENTEL,20090507,3,3.04,2.98,3,3157700
CFRESH,20090507,1.57,1.65,1.57,1.58,6837600
CGD,20090507,0.17,0.18,0.17,0.17,2001200
CI,20090507,2.18,2.36,2.16,2.34,160000
CIG,20090507,1.67,1.67,1.55,1.56,2576400
CIMBT,20090507,1,1.01,0.94,0.94,23951708
CITY,20090507,1.3,1.32,1.26,1.29,266300
CK,20090507,3.92,3.96,3.8,3.82,23543712
CM,20090507,3.48,3.5,3.46,3.5,862200
CMO,20090507,1.03,1.03,1,1,220000
CMR,20090507,22.1,22.1,22,22,1000
CNS,20090507,19.5,20,18.8,19.5,420500
CPALL,20090507,13,13.1,12.7,12.8,20433128
CPF,20090507,3.8,3.88,3.74,3.76,21389102
CPH,20090507,3.74,3.74,3.74,3.74,200
CPI,20090507,4.04,4.06,4.02,4.06,89000
CPL,20090507,10,10,10,10,10100
CPN,20090507,15.4,15.4,14.9,15,3079992
CPNRF,20090507,7.8,7.8,7.75,7.75,3379800
CRANE,20090507,1.14,1.15,1.13,1.13,406200
CSC,20090507,12,12.1,11.9,12,20900
CSL,20090507,2.56,2.56,2.52,2.52,944500
CSP,20090507,2.16,2.16,2.12,2.12,7000
CTARAF,20090507,7.85,7.85,7.85,7.85,17700
CTW,20090507,3.44,3.44,3.44,3.44,200
CWT,20090507,1.09,1.15,1.09,1.13,15300
DCC,20090507,16.5,16.5,16.3,16.3,464800
DCON,20090507,1.65,1.97,1.65,1.9,2600
DELTA,20090507,13.2,13.3,12.6,12.7,1796957
DEMCO,20090507,2.74,2.74,2.7,2.7,78100
DIMET,20090507,0.54,0.54,0.53,0.53,1059100
DRACO,20090507,1.86,1.89,1.85,1.88,331900
DRT,20090507,2.12,2.12,2.06,2.08,92800
DSGT,20090507,3.7,3.74,3.66,3.72,68300
DTAC,20090507,29.25,29.5,28.75,29,16393465
DTC,20090507,20.9,21.5,20.9,21.5,3300
DTCI,20090507,5.75,5.9,5.7,5.9,5000
EASON,20090507,1.45,1.5,1.44,1.47,24800
EASTW,20090507,3.02,3.1,3,3.04,1805300
ECL,20090507,0.44,0.45,0.41,0.41,1573100
EE,20090507,0.53,0.54,0.52,0.52,4438500
EFORL,20090507,0.166,0.172,0.165,0.172,2105200
EGCO,20090507,68.75,69.5,68.25,68.25,1580128
EIC,20090507,4.04,4.06,4.04,4.06,7500
EMC,20090507,1.4,1.5,1.3,1.4,6941760
EPCO,20090507,1.55,1.56,1.53,1.55,197600
ERW,20090507,1.45,1.6,1.45,1.55,7493950
ESSO,20090507,5.5,5.5,4.96,4.96,34746500
ESTAR,20090507,0.38,0.39,0.38,0.38,2478000
EVER,20090507,0.71,0.76,0.71,0.73,12377700
F&D,20090507,3.22,3.22,3.22,3.22,2000
FANCY,20090507,1.19,1.19,1.19,1.19,100
FC,20090507,1.15,1.16,1.14,1.14,584400
FER,20090507,1.14,1.16,1.12,1.13,27868500
FNS,20090507,3.38,3.44,3.2,3.4,319600
FORTH,20090507,2.76,2.76,2.76,2.76,13000
FSS,20090507,3.16,3.28,3.1,3.1,205300
FUTUREPF,20090507,8.95,9,8.95,9,12300
GBX,20090507,0.56,0.6,0.54,0.58,97812000
GC,20090507,2.32,2.32,2.32,2.32,6701
GEL,20090507,0.5,0.51,0.49,0.49,4378167
GENCO,20090507,0.46,0.46,0.46,0.46,1533102
GFPT,20090507,2.04,2.09,2.03,2.04,7265000
GJS,20090507,0.17,0.17,0.15,0.16,669225408
GLAND,20090507,4.9,5.2,4.9,5.2,1300
GLOW,20090507,23.5,25.5,23.3,25.25,4029718
GOLD,20090507,1.8,2.28,1.77,2.28,150340192
GRAMMY,20090507,12.2,12.2,12,12.1,50900
GRAND,20090507,1.54,1.54,1.53,1.53,1000
GREEN,20090507,0.81,0.82,0.8,0.8,810000
GSTEL,20090507,0.41,0.42,0.39,0.41,208772704
GYT,20090507,220,220,220,220,300
HANA,20090507,13,13.4,13,13.2,799701
HFT,20090507,1.16,1.2,1.16,1.2,4100
HMPRO,20090507,2.4133,2.466,2.4133,2.4239,4359200
HTECH,20090507,1.38,1.4,1.37,1.38,790500
ICC,20090507,43.5,43.5,43.5,43.5,320600
IEC,20090507,0.09,0.09,0.05,0.06,1856341248
IFEC,20090507,0.58,0.61,0.58,0.6,988500
IHL,20090507,8.5,8.5,8.5,8.5,1400
ILINK,20090507,4.5,4.54,4.42,4.5,175800
INET,20090507,0.74,0.74,0.71,0.73,370600
INOX,20090507,0.88,0.88,0.86,0.87,2137400
INTUCH,20090507,19.5,19.6,19.3,19.5,539200
IRC,20090507,7.25,7.25,7.2,7.2,11300
IRCP,20090507,2.6,2.6,2.32,2.48,80000
IRPC,20090507,3.12,3.14,3,3.04,178399376
IT,20090507,4,4.04,4,4,343000
ITD,20090507,2.88,2.96,2.78,2.82,186609504
JAS,20090507,0.39,0.4,0.38,0.38,58995300
JCT,20090507,45.5,45.5,45.5,45.5,1700
JTS,20090507,0.95,0.98,0.94,0.95,15069600
JUTHA,20090507,3.7,4,3.7,3.74,182700
KAMART,20090507,0.39,0.41,0.38,0.38,13785100
KASET,20090507,4.06,4.22,4.06,4.08,8539400
KBANK,20090507,57,57.25,55,55.75,12329775
KC,20090507,0.63,0.66,0.63,0.64,60100
KCAR,20090507,3.84,3.88,3.84,3.88,80000
KCE,20090507,1.27,1.33,1.2,1.24,12151300
KDH,20090507,19.3,20.5,19,20.5,10800
KGI,20090507,1.25,1.28,1.19,1.25,98739360
KKC,20090507,0.8757,0.9633,0.8757,0.9633,4213
KKP,20090507,16.9,17.3,16.9,17.2,1990415
KSL,20090507,8.5,8.5,8.25,8.45,3850900
KTB,20090507,6,6.2,5.95,6.05,96439664
KTC,20090507,8.15,9.1,8.05,8.7,36422600
KWG,20090507,0.86,0.96,0.84,0.91,73900
KYE,20090507,42,42.75,42,42.5,61900
L&E,20090507,6.4,6.4,6.4,6.4,11300
LALIN,20090507,1.68,1.78,1.66,1.69,391400
LANNA,20090507,8.1,8.15,7.75,7.95,9414200
LEE,20090507,2.52,2.66,2.48,2.5,96500
LH,20090507,4.38,4.4,4.12,4.26,53575432
LHK,20090507,1.12,1.32,1.12,1.31,17234300
LOXLEY,20090507,2.14,2.14,2.06,2.08,46899300
LPN,20090507,3.22,3.32,3.14,3.24,43353500
LRH,20090507,27,27.5,26,27,34400
LST,20090507,3,3.08,2.98,2.98,6383400
LTX,20090507,24.6,24.6,24.5,24.5,200
LUXF,20090507,8.35,8.7,8.3,8.6,29500
LVT,20090507,2.04,2.04,1.98,1.98,3003000
M-CHAI,20090507,24.9,25,24.9,24.9,2000
MACO,20090507,2.02,2.2,2,2.2,1200
MAJOR,20090507,7.15,7.25,6.95,7.05,9292067
