<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20090220,2.64,2.64,2.58,2.58,87600
TDEX,20090220,3.16,3.16,3.08,3.08,3400400
A,20090220,3.26,3.28,3.26,3.28,40500
ACC,20090220,2.46,2.5,2.44,2.5,40900
ADAM,20090220,1.56,1.61,1.49,1.49,3298000
ADVANC,20090220,78.5,79,78,78,5477844
AH,20090220,3.46,3.48,3.38,3.38,241800
AHC,20090220,49.5,49.5,49.5,49.5,500
AI,20090220,3.16,3.16,3.14,3.16,9300
AIT,20090220,13.2,13.4,13.2,13.2,62800
AJ,20090220,2.96,2.96,2.9,2.92,181000
AKR,20090220,1,1.01,0.99,0.99,8435900
AMANAH,20090220,0.31,0.31,0.29,0.3,4422500
AMARIN,20090220,12,12,11.9,11.9,14300
AMATA,20090220,3.6,3.64,3.52,3.54,3938500
AMC,20090220,0.97,1.03,0.94,0.98,3078700
AOT,20090220,17.4,17.5,17.2,17.3,1221948
AP,20090220,2.06,2.1,2.02,2.04,14056000
AQ,20090220,0.25,0.25,0.24,0.24,1101400
AS,20090220,6.9,6.95,6.9,6.95,229500
ASIA,20090220,36.75,36.75,36.75,36.75,1000
ASIAN,20090220,1.69,1.69,1.67,1.67,52100
ASIMAR,20090220,1.05,1.06,1.04,1.05,1539100
ASK,20090220,3.74,3.76,3.72,3.76,26100
ASP,20090220,1.18,1.2,1.12,1.14,19689000
AYUD,20090220,12.5,12.5,12.4,12.4,4000
BAFS,20090220,5.45,5.45,5.4,5.45,95300
BANPU,20090220,222,224,218,218,2081494
BAT-3K,20090220,28,28.75,27.75,28.75,600
BAY,20090220,8.9,8.95,8.8,8.9,7649800
BBL,20090220,75.5,75.5,74,74.5,1516506
BCH,20090220,4.2286,4.2286,4.1429,4.1714,1021600
BCP,20090220,7.35,7.5,7.35,7.4,4429040
BDMS,20090220,17.3,17.3,17.1,17.2,469649
BEC,20090220,18.8,18.9,18.3,18.4,3013920
BFIT,20090220,3.3,3.34,3,3.08,254700
BGT,20090220,1.81,1.84,1.79,1.8,137200
BH,20090220,21.4,21.4,21.1,21.2,78247
BIGC,20090220,40,40,39,39.75,24300
BJC,20090220,4.58,4.58,4.56,4.56,44300
BKI,20090220,130,130,130,130,1200
BKKCP,20090220,7.8,7.8,7.7,7.7,2000
BLAND,20090220,0.21,0.21,0.2,0.2,55903900
BLISS,20090220,0.32,0.32,0.32,0.32,2614600
BOL,20090220,1.45,1.45,1.42,1.45,200100
BROCK,20090220,0.53,0.54,0.52,0.53,1902100
BROOK,20090220,0.29,0.29,0.27,0.27,293300
BSBM,20090220,1.02,1.04,1,1.01,556600
BSM,20090220,0.5,0.53,0.49,0.49,298700
BTC,20090220,0.36,0.36,0.34,0.34,480000
BTNC,20090220,10.2,14,10.2,14,300
BTS,20090220,0.3485,0.3485,0.3296,0.3296,19893858
BUI,20090220,11,11,11,11,2000
BWG,20090220,1.91,1.91,1.84,1.86,5374300
CCET,20090220,1.38,1.4,1.37,1.38,759100
CCP,20090220,0.83,0.84,0.82,0.84,64900
CEN,20090220,1.77,1.79,1.76,1.79,343500
CENTEL,20090220,3.16,3.16,3.16,3.16,500
CFRESH,20090220,1,1,0.97,0.97,244800
CGD,20090220,0.15,0.15,0.14,0.15,147000
CHOTI,20090220,95,95,95,95,500
CHUO,20090220,7.3,7.3,7,7,28800
CI,20090220,1.94,1.94,1.9,1.9,20000
CIG,20090220,0.75,0.755,0.725,0.725,2384900
CIMBT,20090220,1.168,1.168,1.132,1.138,585683
CITY,20090220,1.2,1.21,1.2,1.2,45000
CK,20090220,3.68,3.7,3.58,3.58,5359500
CM,20090220,2.88,2.88,2.88,2.88,11000
CMO,20090220,1,1.06,1,1.06,90500
CMR,20090220,22.8,22.8,22.8,22.8,1000
CNS,20090220,13.7,14.2,13.4,13.4,818800
CNT,20090220,1.7,1.7,1.61,1.61,800
CPALL,20090220,12.7,12.7,12.2,12.2,9929100
CPF,20090220,3.48,3.48,3.4,3.48,6081445
CPI,20090220,3.6,3.6,3.6,3.6,5300
CPN,20090220,13.4,13.4,13.1,13.1,937200
CPNRF,20090220,7.7,7.7,7.6,7.6,515100
