<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100915,4.48,4.48,4.28,4.47,570100
TDEX,20100915,6.29,6.35,6.21,6.32,1803300
2S,20100915,3.26,3.26,3.1,3.26,82700
A,20100915,3.76,3.76,3.74,3.76,90900
ACC,20100915,2.32,2.32,2.3,2.3,23100
ADAM,20100915,0.98,0.98,0.94,0.97,168200
ADVANC,20100915,96.25,98.75,95.25,98.75,12141000
AEC,20100915,2.6,2.6,2.52,2.52,15600
AEONTS,20100915,31.5,31.75,31.25,31.75,26500
AFC,20100915,5.55,5.55,5.55,5.55,67700
AGE,20100915,8.25,8.25,8.1,8.1,699200
AH,20100915,14,14.3,13.8,14,1057200
AHC,20100915,63.25,63.25,63.25,63.25,1000
AI,20100915,3.88,3.9,3.86,3.88,376900
AIT,20100915,38.5,38.5,38,38.25,248500
AJ,20100915,7.8,8.5,7.8,8.4,12335500
AKR,20100915,1.08,1.09,1.07,1.07,2725100
ALUCON,20100915,139.5,140,139.5,140,300
AMANAH,20100915,1.06,1.07,1.06,1.07,525500
AMARIN,20100915,12.3,12.4,12.2,12.4,40000
AMATA,20100915,14.9,15.1,14.6,15,26939800
AMC,20100915,2.14,2.16,2.12,2.16,120000
AOT,20100915,38.75,39,38,39,1115200
AP,20100915,7,7.5,6.9,7.5,47934400
APURE,20100915,0.87,0.87,0.86,0.87,2614300
AQ,20100915,0.59,0.62,0.58,0.59,9588600
AQUA,20100915,0.57,0.57,0.56,0.57,554000
AS,20100915,10.9,10.9,10.6,10.7,139800
ASIAN,20100915,3.58,3.6,3.56,3.56,601800
ASIMAR,20100915,0.76,0.76,0.76,0.76,98200
ASK,20100915,7.25,7.3,7.25,7.3,22000
ASP,20100915,2.76,2.76,2.54,2.66,84049800
AYUD,20100915,17.3,17.3,17.3,17.3,52100
BAFS,20100915,9.6,9.7,9.5,9.7,319500
BANPU,20100915,636,642,628,642,2752300
BAT-3K,20100915,58,58.5,58,58.5,8500
BAY,20100915,20.8,21,20.5,20.9,32078100
BBL,20100915,144.5,144.5,139.5,143,12185900
BCH,20100915,5.75,6,5.65,5.9,39540200
BCP,20100915,14.4,14.5,14.2,14.4,3125700
BDMS,20100915,37.5,38.25,36.5,38.25,7055800
BEC,20100915,33,33.5,32.5,33.5,2566300
BFIT,20100915,4.58,4.6,4.52,4.58,321600
BH,20100915,34.25,34.5,32.5,33.5,1111600
BIGC,20100915,61,61.75,60.75,60.75,518800
BJC,20100915,17.9,17.9,17.4,17.6,2473000
BKI,20100915,235,235,235,235,22300
BLA,20100915,31,31,30.5,30.75,964900
BLAND,20100915,0.91,0.92,0.89,0.9,596016400
BLISS,20100915,0.05,0.06,0.05,0.06,1830000
BOL,20100915,1.41,1.41,1.41,1.41,200
BROOK,20100915,0.78,0.78,0.77,0.77,721400
BSBM,20100915,1.49,1.49,1.47,1.48,558200
BSM,20100915,0.86,0.86,0.85,0.85,80500
BTC,20100915,0.47,0.48,0.46,0.47,2349800
