<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ALUCON,19891227,138.137,142.9,138.137,142.9,189615
ASIA,19891227,147.812,160.391,147.812,160.391,39428
AYUD,19891227,345.522,378.98,342.948,378.98,9946
BANPU,19891227,22.71,23.89,22.71,23.89,1750200
BAY,19891227,25.6558,25.8032,25.5083,25.8032,250937
BBL,19891227,26.4725,26.6557,26.1061,26.2893,803620
BFIT,19891227,63.4051,64.3045,61.6064,61.6064,62264
BH,19891227,22.4826,23.2687,22.3253,23.2687,622052
BJC,19891227,12.6444,12.6444,12.5111,12.5111,4050
BKI,19891227,198.732,200.311,198.337,200.311,185094
BUI,19891227,148.115,161.136,148.115,161.136,76674
CIMBT,19891227,36.3216,36.3216,36.3216,36.3216,185012
CNS,19891227,31.1197,32.2723,30.2553,30.8315,236682
CPF,19891227,2.5845,2.6645,2.5712,2.6645,4781432
CSC,19891227,256.611,259.887,256.611,259.887,9340
CSR,19891227,123,123,121,122,237933
CTW,19891227,46.0867,48.8714,46.0867,48.5929,591801
DTC,19891227,175.043,178.465,175.043,177.61,11688
ERW,19891227,11.7268,12.2822,11.7268,12.2205,3750814
HTC,19891227,8.6474,8.8212,8.6474,8.7922,213979
ICC,19891227,273.269,277.731,273.269,277.731,7172
IFEC,19891227,5.7385,5.7385,5.7385,5.7385,48080
KBANK,19891227,17.9903,18.0946,17.886,17.9903,744060
KCE,19891227,9.4186,9.8046,9.4186,9.7273,4233099
KDH,19891227,57.9342,59.8914,57.9342,59.5,33210
KGI,19891227,7.245,7.4772,7.1985,7.4307,2919720
KKP,19891227,11.4714,11.5624,11.4714,11.5624,5488
KTB,19891227,10.5375,10.6341,10.1508,10.4408,238935
LH,19891227,3.5612,3.6032,3.5192,3.5192,328731
MATI,19891227,11.7435,11.804,11.5013,11.5619,640960
NC,19891227,165.169,165.923,164.415,164.415,21319
NEP,19891227,1.3145,1.3384,1.2667,1.2667,2008380
NMG,19891227,49.5331,50.3971,49.5331,50.1091,33680
OCC,19891227,130,133,130,133,20000
OHTL,19891227,532,548,508,536,33850
PDI,19891227,161.251,161.924,160.577,160.577,466492
POST,19891227,12.6874,12.6874,12.6019,12.6447,42136
RCI,19891227,14.842,15.385,14.842,15.385,7132000
ROH,19891227,68.701,73.6082,68.701,72.2062,1142602
S&J,19891227,111.422,111.422,109.681,110.551,12406
SCB,19891227,35.2566,35.4916,35.2566,35.3741,132718
SCC,19891227,68.26,69.06,68.06,68.46,1988000
SCCC,19891227,490.817,494.389,489.031,494.389,47030
SFP,19891227,118,120,116,117,27100
SINGER,19891227,15.0294,15.8529,15.0294,15.8529,2733600
SKR,19891227,21.7322,22.2376,21.7322,21.9007,150177
SNP,19891227,11.121,11.971,11.121,11.971,496934
SPC,19891227,11.88,12.15,11.7,12.06,513330
SPI,19891227,118.717,119.553,118.717,119.553,4784
SSF,19891227,16.366,17.2587,15.5725,15.8701,8609919
SVI,19891227,10.5487,10.7405,10.5008,10.7405,2477630
TCAP,19891227,29.5528,30.1322,29.3596,29.7459,5643642
TCMC,19891227,128.087,129.551,125.891,125.891,74870
TF,19891227,212.799,216.865,212.799,216.865,3836
TGCI,19891227,30.1989,31.7377,30.1989,31.5454,717440
THL,19891227,1.7426,1.7785,1.7426,1.7515,1825479
TIC,19891227,57.2867,57.8107,57.2867,57.8107,6093
TIPCO,19891227,7.3889,7.7558,7.3365,7.651,6972770
TISCO,19891227,57.3569,58.0606,57.3569,57.7087,922750
TMB,19891227,22.2673,22.3983,22.1363,22.3983,565610
TMD,19891227,107.04,117.673,101.369,114.838,630013
TPC,19891227,19.1345,19.6812,19.1345,19.6812,253155
TWP,19891227,134.198,137.431,132.042,132.581,47870
UMI,19891227,15.0756,15.8293,14.416,15.4524,2052592
UP,19891227,29.5926,31.3333,29.5926,30.9852,219446
UV,19891227,5.0212,5.0212,5.0212,5.0212,19318
WG,19891227,72.5152,77.4039,72.5152,76.5891,27001
SET,19891227,861.84,861.84,861.84,861.84,22104344
BBL-F,19891227,42,42,42,42,50000
BFIT-F,19891227,150,150,150,150,20000
BRC-F,19891227,945,945,945,945,10000
KBANK-F,19891227,27.4407,27.4407,27.4407,27.4407,647263
RCL-F,19891227,570,570,570,570,22000
SCC-F,19891227,112.5,112.5,112.5,112.5,500000
SPI-F,19891227,205,205,205,205,10000
DTM,19891227,25.2779,25.2779,25.0252,25.2779,59323
ICBCT,19891227,72.3653,75.1913,71.5579,72.769,301205
PA,19891227,24.7636,25.3713,24.4597,25.3713,473920
SCIB,19891227,13.1878,13.1878,13.1878,13.1878,134529
SGF,19891227,6.8699,7.3805,6.8699,7.3805,4190150
SICCO,19891227,23.4269,23.8608,23.4269,23.8608,108797
TWFP,19891227,114,115,114,115,35800
UFM,19891227,28.5,29.3,28.5,29.1,82000
