<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19880624,133.833,135.12,132.547,133.833,99466
BAY,19880624,25.6167,26.1892,25.3305,25.4736,1461391
BBL,19880624,29.7701,29.9533,29.7701,29.9533,302920
BFIT,19880624,33.2315,33.5912,32.6919,33.2315,195690
BJC,19880624,5.8444,5.8444,5.8444,5.8444,7200
BKI,19880624,57.2881,57.2881,57.2881,57.2881,19246
CNS,19880624,13.1106,13.3988,13.1106,13.1106,147840
CPF,19880624,2.6241,2.6241,2.4515,2.6068,4877229
CTW,19880624,4.154,4.154,4.154,4.154,12008
DTC,19880624,84.8693,84.8693,84.8693,84.8693,9350
FE,19880624,48.3333,49.1067,48.14,48.14,4137
ICC,19880624,106.24,106.24,106.24,106.24,6096
IFEC,19880624,2.2232,2.2493,2.1447,2.1447,137610
KBANK,19880624,18.9289,19.0332,18.8246,18.8246,432412
NC,19880624,23.003,23.003,23.003,23.003,10606
NEP,19880624,0.5537,0.5537,0.5349,0.5349,4022690
NMG,19880624,18.297,18.297,17.5476,17.6725,102482
OCC,19880624,54.6,54.6,54.6,54.6,2000
OHTL,19880624,334,334,308,310,128300
PDI,19880624,66.3181,68.0013,65.9814,65.9814,982057
SCB,19880624,34.3399,34.3399,34.1246,34.1246,180200
SCC,19880624,29.11,29.11,28.91,28.91,887000
SCCC,19880624,189.861,189.861,188.968,188.968,57108
SFP,19880624,95,96,93,93,38900
SINGER,19880624,5.7132,5.7132,5.5074,5.5074,501257
SKR,19880624,3.974,3.974,3.7676,3.802,377818
SPC,19880624,6.3513,6.3513,6.017,6.017,636580
SPI,19880624,53.5142,53.5142,52.9,52.9,5143
SSC,19880624,10.211,10.211,10.1701,10.211,156530
TCAP,19880624,18.6717,18.8648,18.2854,18.3498,5883346
TCMC,19880624,21.8028,21.9092,21.8028,21.8028,37606
THL,19880624,1.7563,1.7711,1.7192,1.734,7043807
TISCO,19880624,38.9951,39.5342,38.2763,38.456,301611
TMB,19880624,19.8659,19.8659,19.8659,19.8659,130431
TPC,19880624,12.2324,12.2324,12.1777,12.1777,629223
UP,19880624,24.4239,24.4239,23.9419,23.9419,34847
WG,19880624,27.4987,27.4987,26.8877,26.8877,119787
SET,19880624,454.05,454.05,454.05,454.05,11311452
BAY-F,19880624,35.8,35.8,35.8,35.8,260000
BBL-F,19880624,36.2,36.2,36.2,36.2,800000
PDI-F,19880624,800,800,800,800,7550
SCB-F,19880624,69.5,69.5,69.5,69.5,100000
SPI-F,19880624,782,782,782,782,2600
DTM,19880624,10.5325,10.6167,10.1112,10.1954,429618
ICBCT,19880624,42.8987,42.8987,42.7101,42.7101,10600
SGF,19880624,4.3169,4.4097,4.3169,4.3169,129257
SMG,19880624,5.124,5.124,5.124,5.124,36727
UFM,19880624,12.8,12.8,12.8,12.8,12000
