<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20120113,10.66,10.66,10.58,10.58,11300
CHINA,20120113,5.99,5.99,5.89,5.9,139800
ENGY,20120113,5.12,5.12,5.09,5.09,4900
GLD,20120113,2.37,2.37,2.35,2.36,3130500
TDEX,20120113,7.4,7.42,7.36,7.4,1628700
A,20120113,3.52,3.54,3.46,3.5,190000
ACAP,20120113,7.4,7.4,7.4,7.4,900
ACC,20120113,3.94,4.08,3.94,4.02,5727000
ADAM,20120113,0.96,0.97,0.96,0.96,60200
ADVANC,20120113,155,155.5,153,155,3900400
AEC,20120113,3.6,3.66,3.6,3.66,5700
AEONTS,20120113,29.5,29.5,29.25,29.5,201100
AGE,20120113,5.75,5.75,5.55,5.6,3606600
AH,20120113,10.5,10.6,10.5,10.5,143900
AI,20120113,2.94,2.94,2.9,2.9,275900
AIT,20120113,49.75,49.75,49.25,49.5,57100
AJ,20120113,15.6,15.7,15.2,15.2,4189100
AKR,20120113,0.68,0.69,0.68,0.68,2500000
ALUCON,20120113,100,100,100,100,400
AMANAH,20120113,0.82,0.82,0.81,0.81,253200
AMARIN,20120113,12.4,12.5,12.4,12.5,2800
AMATA,20120113,14.8,14.9,14.4,14.9,5714500
AMC,20120113,1.91,1.92,1.88,1.91,338500
AOT,20120113,49.75,50,49.25,49.25,2299400
AP,20120113,4.96,5.25,4.94,5.2,144514200
APCO,20120113,7.7,7.7,7.1,7.45,10786900
APCS,20120113,5.85,5.9,5.65,5.7,4984800
APURE,20120113,0.86,0.86,0.86,0.86,458000
AQ,20120113,0.61,0.63,0.53,0.54,186433300
AQUA,20120113,0.39,0.39,0.39,0.39,165500
ARIP,20120113,1.08,1.08,1.03,1.05,1048900
AS,20120113,12.6,12.7,12.5,12.5,167700
ASIA,20120113,35.75,36,34,34.5,6100
ASIAN,20120113,4.22,4.54,4.18,4.24,18243400
ASIMAR,20120113,1.74,1.75,1.7,1.71,6544100
ASK,20120113,10.7,10.9,10.7,10.9,6500
ASP,20120113,2.04,2.04,2,2.02,5767800
AYUD,20120113,17.5,17.5,17.3,17.3,13000
BAFS,20120113,12.1,12.1,11.9,11.9,312900
BANPU,20120113,586,590,572,572,1644850
BAT-3K,20120113,79.25,79.5,79.25,79.5,3600
BAY,20120113,20.4,20.5,20,20,17018600
BBL,20120113,149,149,147.5,147.5,2395100
BCH,20120113,7.15,7.25,7.15,7.2,1815200
BCP,20120113,19.3,19.3,18.8,18.9,3799400
BDMS,20120113,81.75,82,80.75,81,2362900
BEC,20120113,43,43.5,42.5,42.75,2798900
BFIT,20120113,7,7.15,7,7.05,391400
BH,20120113,50.25,50.5,48.5,49.5,1381900
BIGC,20120113,118,122,118,121,573900
BJC,20120113,32,33.25,31.75,32.5,2094900
BKI,20120113,227,228,226,227,6200
BKKCP,20120113,9.35,9.35,9.35,9.35,20200
BLA,20120113,47.75,47.75,46.25,46.25,2988400
BLAND,20120113,0.71,0.72,0.71,0.72,44046300
BOL,20120113,1.25,1.27,1.25,1.26,159000
BROCK,20120113,0.9,0.94,0.89,0.94,3122900
BROOK,20120113,0.79,0.8,0.78,0.8,1406900
BSBM,20120113,1.3,1.32,1.3,1.3,134800
BSM,20120113,0.8,0.8,0.8,0.8,32000
BTC,20120113,0.34,0.34,0.32,0.33,512900
BTNC,20120113,15.2,15.2,15.2,15.2,100
BTS,20120113,0.71,0.72,0.7,0.71,220635500
BWG,20120113,1.54,1.55,1.51,1.52,9288100
CCET,20120113,2.64,2.66,2.62,2.62,645800
CCP,20120113,2.6,2.62,2.54,2.56,334400
CEN,20120113,2.62,2.62,2.52,2.54,1519600
CENTEL,20120113,11.3,11.6,11.3,11.3,3632500
CFRESH,20120113,4.74,4.96,4.7,4.72,3509200
CGD,20120113,0.51,0.52,0.51,0.52,1163500
CHARAN,20120113,48.5,48.5,48.5,48.5,500
CHOTI,20120113,268,272,268,268,3700
CHOW,20120113,2.74,2.82,2.72,2.8,40133400
CHUO,20120113,8.8,8.8,8.55,8.7,9100
CI,20120113,3.74,3.74,3.7,3.74,23200
CIG,20120113,0.65,0.66,0.64,0.65,617700
CIMBT,20120113,2.88,2.88,2.8,2.8,448100
CITY,20120113,1.98,1.99,1.97,1.97,596600
CK,20120113,7.9,7.9,7.8,7.85,1702200
CM,20120113,3.22,3.3,3.22,3.24,281400
CMO,20120113,1.73,1.73,1.71,1.72,258100
CNS,20120113,28.25,28.25,27.75,28,219800
CNT,20120113,4.12,4.14,4.08,4.1,434300
COL,20120113,20.2,21,20.1,20.9,521500
COLOR,20120113,3.08,3.08,3.02,3.04,439700
CPALL,20120113,55.5,55.5,54.5,54.75,2915300
CPF,20120113,35.75,35.75,34.75,34.75,32792600
CPH,20120113,4.72,4.72,4.7,4.7,2400
CPI,20120113,4.52,4.58,4.48,4.58,70900
CPL,20120113,24.6,24.6,24.5,24.6,34800
CPN,20120113,39.25,39.25,38.5,38.75,622900
CPNRF,20120113,13.1,13.2,13.1,13.1,275300
CPR,20120113,2.1,2.1,2.1,2.1,100
CRANE,20120113,3.08,3.1,3.08,3.1,67000
CSC,20120113,31,32,31,32,200
CSL,20120113,6,6,5.8,5.85,1898600
CSP,20120113,2.1,2.1,2.08,2.1,20200
CSR,20120113,44,44,42,42,700
CTARAF,20120113,8.25,8.25,8.25,8.25,5000
CTW,20120113,7.85,7.85,7.65,7.65,203500
CWT,20120113,9.25,9.85,9.15,9.2,4567800
DCC,20120113,61.25,61.5,60.75,61.25,429600
DELTA,20120113,21,21.5,21,21.5,395500
DEMCO,20120113,3.58,3.58,3.48,3.48,1192500
DIMET,20120113,1.16,1.16,1.15,1.15,396100
DRT,20120113,5.75,5.8,5.75,5.75,227000
DSGT,20120113,7.75,8.2,7.75,8,2375900
DTAC,20120113,69.5,70,68.5,68.75,5630500
DTC,20120113,37,37,35.75,35.75,2900
DTCPF,20120113,9.4,9.4,9.35,9.4,6900
EARTH,20120113,3.96,4,3.9,3.94,16291400
EASON,20120113,1.69,1.69,1.67,1.69,333000
EASTW,20120113,6.25,6.3,6.25,6.25,148600
ECL,20120113,0.7,0.71,0.69,0.71,1138800
EE,20120113,0.65,0.67,0.65,0.66,1877500
EFORL,20120113,0.07,0.08,0.07,0.07,165400
EGCO,20120113,94.25,94.75,93.5,94.5,355700
EMC,20120113,1.62,1.65,1.62,1.63,231600
EPCO,20120113,1.8,1.82,1.8,1.8,38200
ERW,20120113,2.38,2.42,2.36,2.38,272900
ESSO,20120113,11.5,11.5,11.3,11.5,17084200
ESTAR,20120113,0.52,0.53,0.5,0.51,32330900
EVER,20120113,0.69,0.77,0.69,0.71,37076900
FC,20120113,1.2,1.22,1.19,1.2,3271800
FER,20120113,1.45,1.47,1.41,1.41,15543000
FOCUS,20120113,1.64,1.7,1.54,1.69,1511100
FORTH,20120113,3.52,3.52,3.48,3.5,253700
FSS,20120113,2.14,2.32,2.14,2.2,3743800
FUTUREPF,20120113,13.8,13.9,13.8,13.9,141400
GBX,20120113,0.72,0.74,0.71,0.74,6930100
GC,20120113,5.05,5.05,4.98,5,73800
GEL,20120113,0.19,0.2,0.19,0.19,3621000
GENCO,20120113,0.67,0.67,0.66,0.66,2159800
GFPT,20120113,11.1,11.3,10.9,10.9,9609000
GIFT,20120113,4.2,4.22,4.1,4.14,645600
GJS,20120113,0.14,0.15,0.14,0.14,1225200
GL,20120113,24.2,24.5,24.2,24.3,50700
GLAND,20120113,2.12,2.12,2.12,2.12,20000
GLOBAL,20120113,9.6,9.7,9.55,9.55,2111700
GLOW,20120113,55.5,55.75,55.25,55.25,1043900
GOLD,20120113,3.94,3.96,3.86,3.86,972500
GOLDPF,20120113,7,7.1,7,7,34500
GRAMMY,20120113,18.2,18.2,18.2,18.2,1000
GRAND,20120113,1.23,1.23,1.2,1.2,4080800
GREEN,20120113,0.67,0.68,0.66,0.66,286200
GSTEL,20120113,0.35,0.35,0.34,0.35,11385600
GUNKUL,20120113,18.1,18.1,17.3,17.3,6981700
GYT,20120113,345,345,345,345,400
HANA,20120113,19.2,19.2,18.5,18.9,780300
