<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20180612,12.57,12.57,12.56,12.56,7200
BMSCG,20180612,9.36,9.38,9.35,9.36,25000
BMSCITH,20180612,13.38,13.45,13.38,13.4,194600
BSET100,20180612,11.01,11.07,11.01,11.02,67900
CHINA,20180612,6.12,6.12,6.12,6.12,1000
ENGY,20180612,6.5,6.5,6.5,6.5,100
GLD,20180612,1.77,1.78,1.77,1.78,70600
TDEX,20180612,11.11,11.22,11.11,11.22,78500
TGOLDETF,20180612,3.88,3.88,3.88,3.88,4500
2S,20180612,3.5,3.52,3.5,3.5,41300
7UP,20180612,0.56,0.57,0.55,0.56,7552600
A,20180612,6.7,6.7,6.7,6.7,64000
AAV,20180612,5.6,5.65,5.55,5.55,8478000
ABICO,20180612,6.15,6.2,6.15,6.15,43400
ABM,20180612,1.1,1.12,1.1,1.1,293800
ABPIF,20180612,8.55,8.55,8.5,8.5,50300
ACAP,20180612,7.9,7.95,7.85,7.85,190700
ACC,20180612,0.51,0.51,0.5,0.5,140700
ADB,20180612,1.28,1.3,1.28,1.29,1098900
ADVANC,20180612,191.5,192.5,190.5,191,4732200
AEC,20180612,0.49,0.49,0.48,0.49,111400
AEONTS,20180612,155.5,156.5,152.5,153,231600
AF,20180612,0.9,0.91,0.9,0.9,140300
AFC,20180612,8.7,8.75,8.7,8.75,600
AGE,20180612,1.55,1.56,1.54,1.55,781700
AH,20180612,38,38.25,37.75,37.75,339100
AHC,20180612,21.4,21.4,21.3,21.3,700
AIMIRT,20180612,10.1,10.1,10.1,10.1,223700
AIRA,20180612,2.06,2.1,2.06,2.1,400
AIT,20180612,25,25.25,24.9,25,87300
AJ,20180612,10.9,10.9,10.8,10.9,221400
AJA,20180612,0.49,0.49,0.48,0.49,782700
AKP,20180612,1.81,1.81,1.79,1.79,248500
AKR,20180612,1.41,1.46,1.38,1.45,46437500
ALLA,20180612,1.59,1.6,1.57,1.6,523900
ALT,20180612,3.64,3.66,3.6,3.6,223800
ALUCON,20180612,220,220,220,220,100
AMA,20180612,6.55,6.6,6.45,6.5,198600
AMANAH,20180612,2.06,2.06,2.02,2.02,10895300
AMARIN,20180612,5.95,6,5.75,5.75,3111000
AMATA,20180612,22.4,22.9,22.4,22.7,10256100
AMATAR,20180612,10.6,10.6,10.5,10.5,127300
AMATAV,20180612,6.9,7,6.9,6.9,114100
AMC,20180612,2.74,2.74,2.74,2.74,45000
ANAN,20180612,4.32,4.54,4.32,4.54,25067900
AOT,20180612,68.5,69,68.25,68.25,13457100
AP,20180612,9,9.15,8.95,9.15,8924800
APCO,20180612,5.35,5.35,5.3,5.3,38300
APCS,20180612,5.75,5.9,5.75,5.75,124200
