<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20121213,12.25,12.26,12.19,12.26,3600
CHINA,20121213,5.35,5.35,5.34,5.34,179400
EBANK,20121213,5.27,5.28,5.24,5.25,912000
ENGY,20121213,5.18,5.19,5.16,5.17,28400
GLD,20121213,2.35,2.35,2.34,2.35,309500
TDEX,20121213,9.33,9.35,9.3,9.3,821900
TGOLDETF,20121213,5.19,5.19,5.18,5.19,2663600
A,20121213,4.1,4.1,4.08,4.1,105600
AAV,20121213,4.66,4.68,4.64,4.64,28388800
ABC,20121213,7.45,7.45,7.4,7.4,2900
ACC,20121213,3.44,3.48,3.4,3.46,317800
ADAM,20121213,0.98,0.98,0.97,0.97,137100
ADVANC,20121213,219,219,213,213,3596400
AEONTS,20121213,72.75,73.75,72.25,72.75,141200
AFC,20121213,8.3,8.3,8.15,8.15,2200
AGE,20121213,3.38,3.48,3.38,3.44,2967300
AH,20121213,19.7,19.7,19.5,19.7,532300
AHC,20121213,21.1,21.5,20.9,21.4,71500
AI,20121213,6.85,6.9,6.8,6.8,452900
AIT,20121213,57.5,58.25,57.5,57.5,203100
AJ,20121213,15.1,15.1,14.8,14.9,1238500
AKR,20121213,1.38,1.44,1.38,1.39,78864100
ALUCON,20121213,125,126,125,125,3600
AMANAH,20121213,0.9,0.9,0.89,0.9,800100
AMARIN,20121213,17.4,17.6,17.3,17.6,87800
AMATA,20121213,16.5,16.5,16.2,16.2,2766500
AMC,20121213,2.16,2.2,2.16,2.2,271300
ANAN,20121213,3.74,3.8,3.72,3.72,34830300
AOT,20121213,95,95.25,93.5,93.75,1844700
AP,20121213,8.75,8.85,8.6,8.85,19381100
APCO,20121213,8,8.85,7.95,8.5,22130100
APCS,20121213,4.7,4.74,4.7,4.7,246300
APURE,20121213,1.99,2.02,1.98,1.98,7119900
AQ,20121213,0.4,0.42,0.39,0.42,316817400
AQUA,20121213,0.57,0.58,0.52,0.52,3522300
ARIP,20121213,1.25,1.27,1.24,1.25,1052100
AS,20121213,14.6,14.7,14.6,14.7,224700
ASIA,20121213,76,90,76,82,164500
ASIAN,20121213,3.7,3.7,3.66,3.66,115000
ASIMAR,20121213,2.22,2.28,2.22,2.28,2389500
ASK,20121213,19.6,19.7,19.5,19.7,1469200
ASP,20121213,2.42,2.44,2.4,2.42,5857100
AYUD,20121213,24.8,24.8,24.3,24.3,38000
BAFS,20121213,19.1,19.1,18.8,18.9,409800
BANPU,20121213,394,406,393,406,2624200
BAT-3K,20121213,65,65,64.75,65,15100
BAY,20121213,30,30.75,30,30.5,9573700
BBL,20121213,191,192.5,190.5,191.5,5895500
BCH,20121213,9.25,9.3,9.2,9.25,1578000
BCP,20121213,28.75,29.75,28.75,29,7961900
BDMS,20121213,114,114.5,111,112,3384200
BEAUTY,20121213,15.9,16.1,15.3,15.5,24760300
BEC,20121213,60.5,61.75,60.5,61.25,1627700
BFIT,20121213,6.05,6.1,6.05,6.05,50400
BGT,20121213,1.42,1.42,1.4,1.41,1044800
BH,20121213,74.5,74.5,74,74,548200
BIGC,20121213,191,193,190,190.5,641600
BJC,20121213,56.5,57,55.5,56,3154500
BKI,20121213,285,287,284,287,6200
BLA,20121213,53,54.25,53,54,2856900
BLAND,20121213,1.26,1.27,1.25,1.25,132295200
BOL,20121213,2.32,2.46,2.32,2.44,1691300
BROCK,20121213,1.23,1.23,1.22,1.22,150500
BROOK,20121213,2.98,3,2.92,2.92,3634100
BSBM,20121213,1.1,1.1,1.09,1.09,479700
BSM,20121213,2.86,2.86,2.8,2.84,243700
BTC,20121213,0.73,0.74,0.72,0.72,11636000
BTS,20121213,6.45,6.5,6.35,6.5,84088300
BUI,20121213,16.4,16.4,16.4,16.4,4600
BWG,20121213,1.7,1.72,1.69,1.7,2683500
CCET,20121213,2.92,2.94,2.9,2.94,2775400
CCP,20121213,5.95,6.45,5.95,6.4,29055000
CEN,20121213,2.62,2.74,2.58,2.74,9676500
CENTEL,20121213,26,26.75,26,26.5,3056700
CFRESH,20121213,10.1,10.1,9.95,9.95,1220300
CGD,20121213,0.51,0.51,0.5,0.51,15535400
CHARAN,20121213,48,48.75,47.75,48.75,8700
CHOTI,20121213,378,378,378,378,200
CHOW,20121213,1.84,1.85,1.82,1.82,837700
CHUO,20121213,14.7,17.1,14.7,15.2,770700
CI,20121213,7.25,7.6,7.15,7.2,79600
CIG,20121213,0.75,0.75,0.72,0.72,8356800
CIMBT,20121213,2.7,2.72,2.66,2.66,4733700
CITY,20121213,3.24,3.3,3.22,3.3,1114300
CK,20121213,12.3,12.4,11.9,12.2,18605500
CM,20121213,5.2,5.25,5.05,5.15,1237800
CMO,20121213,3.26,3.34,3.24,3.26,782200
CMR,20121213,72,72,72,72,1000
CNS,20121213,30,30,29.75,29.75,213900
CNT,20121213,10.1,10.8,9.95,10.4,18846100
COL,20121213,52,52,50.5,51,103900
COLOR,20121213,2.84,2.86,2.82,2.84,812900
CPALL,20121213,42.25,42.5,41.75,42,21073600
CPF,20121213,34.5,34.5,33.75,34,39804900
CPH,20121213,9.5,9.5,9.1,9.1,1017600
CPI,20121213,5.3,5.4,5.25,5.3,276700
CPL,20121213,23.6,23.6,23.5,23.5,3700
CPN,20121213,81.5,82.5,81.5,82,3685400
CPNCG,20121213,12.9,13,12.8,13,614700
CPNRF,20121213,17.7,17.8,17.7,17.7,434400
CPR,20121213,3.1,3.2,3.08,3.08,663700
CRANE,20121213,4.02,4.06,3.98,3.98,1167600
CSC,20121213,56.75,56.75,55.75,56.25,177900
CSL,20121213,9.1,9.1,8.95,9,443500
CSP,20121213,2,2.08,1.97,2.02,293200
CTARAF,20121213,10,10.1,10,10,238700
CTW,20121213,11.5,12.3,11.5,12.2,6934200
CWT,20121213,4.34,4.54,4.32,4.5,14379300
DCC,20121213,45,45,44.75,44.75,533500
DCON,20121213,7.2,8.1,7.15,7.6,5583500
DELTA,20121213,31.75,32,31.75,32,1521500
DEMCO,20121213,7.75,7.8,7.6,7.65,3922900
DIMET,20121213,1.58,1.58,1.54,1.54,486700
