<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19890621,252.868,258.015,252.868,258.015,8237
BANPU,19890621,19.16,19.75,18.92,19.75,2250700
BAY,19890621,24.1813,24.1813,24.1813,24.1813,16270
BBL,19890621,25.7397,25.9229,25.7397,25.9229,97920
BFIT,19890621,26.3963,26.3963,26.3963,26.3963,2222
BJC,19890621,5.8889,5.8889,5.8889,5.8889,450
BKI,19890621,96.8686,98.4479,96.8686,98.4479,15700
BUI,19890621,61.85,63.0708,61.85,61.85,5160
CNS,19890621,10.2292,10.8054,10.0851,10.6614,233907
CPF,19890621,2.7977,2.7977,2.7178,2.7977,908246
CSC,19890621,103.737,107.558,103.737,107.558,10073
CTW,19890621,20.9463,22.1845,20.74,22.1845,449676
DTC,19890621,127.646,131.239,127.133,131.239,84157
ERW,19890621,6.3382,6.5518,6.3382,6.4806,231679
HTC,19890621,7.0541,7.0541,6.8223,6.8223,165680
ICC,19890621,161.731,166.192,160.615,166.192,34965
IFEC,19890621,2.9316,3.1187,2.9004,3.1187,330240
KBANK,19890621,18.1989,18.1989,18.1989,18.1989,36413
KCE,19890621,4.7996,5.2111,4.6077,5.0739,6905647
KKP,19890621,11.1072,11.1072,10.9251,10.9251,38437
LH,19890621,1.1334,1.1334,1.1194,1.1334,1600780
NC,19890621,65.8037,67.6892,65.8037,67.6892,44550
NEP,19890621,0.4786,0.4786,0.4739,0.4739,213090
NMG,19890621,53.2769,55.0048,53.2769,54.7168,18748
OCC,19890621,83,86,83,85.5,26500
OHTL,19890621,280,288,280,288,23725
PDI,19890621,118.834,123.379,117.824,123.379,727780
PR,19890621,9.1783,9.7483,9.1212,9.7483,80687
S&J,19890621,63.5452,64.4157,63.5452,64.4157,5169
SCB,19890621,30.2031,30.3207,30.0856,30.3207,19988
SCC,19890621,44.86,45.46,44.06,45.06,1039400
SCCC,19890621,229.155,231.834,228.262,230.048,115447
SFP,19890621,115,119,113,119,86800
SINGER,19890621,7,7.1544,6.8456,7.1544,345828
SKR,19890621,6.0557,6.0557,6.0557,6.0557,11604
SNP,19890621,6.2522,6.5313,6.0289,6.5313,89558
SPC,19890621,6.03,6.12,6.03,6.12,68880
SPI,19890621,59.3586,60.1946,59.3586,60.1946,16745
SSC,19890621,11.1003,11.1003,11.1003,11.1003,39130
TCAP,19890621,15.9675,16.225,15.9031,16.225,524964
TCMC,19890621,49.039,50.5028,49.039,50.5028,10929
TF,19890621,143.673,147.739,142.318,147.739,2803
TGCI,19890621,8.9635,8.9635,8.8096,8.8096,41580
THL,19890621,1.8414,1.8683,1.8414,1.8683,645412
TISCO,19890621,47.5042,49.2636,47.5042,49.2636,50869
TMB,19890621,15.3251,15.3251,15.1942,15.3251,28991
TPC,19890621,8.6105,8.6788,8.5422,8.6788,182914
UP,19890621,28.7222,29.7667,28.7222,29.5926,22404
UV,19890621,3.6494,3.8565,3.6235,3.8565,367045
WG,19890621,54.5901,54.9975,54.5901,54.5901,33137
SET,19890621,570.5,570.5,570.5,570.5,7810819
AFC-F,19890621,113,113,113,113,50000
KBANK-F,19890621,24.1237,24.1237,24.1237,24.1237,82905
OHTL-F,19890621,185,185,185,185,2000
SCC-F,19890621,64,65,64,65,260000
SCCC-F,19890621,128.3,128.3,128.3,128.3,260000
WG-F,19890621,79,79,79,79,3200
DTM,19890621,14.8297,15.7566,14.7455,15.7566,234958
ICBCT,19890621,33.2053,33.4071,33.2053,33.4071,8916
SCIB,19890621,10.1074,10.1074,10.1074,10.1074,23656
SGF,19890621,3.0636,3.1564,3.0172,3.1564,70008
SICCO,19890621,12.3163,13.4205,12.3163,13.4205,88291
UFM,19890621,11.2,11.2,11.1,11.1,3000
