<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19951220,10.5676,10.5676,10.5676,10.5676,2441
ADVANC,19951220,43,44.2,43,44,4493000
AFC,19951220,13.75,14,13.75,13.75,23300
AHC,19951220,49,49,47,47,2200
AJ,19951220,1.5,1.525,1.5,1.525,20000
AMARIN,19951220,2.25,2.325,2.225,2.325,1378000
APURE,19951220,13.7778,14.2222,13.5556,14.2222,7200
ASIA,19951220,19,19.5,19,19.5,4600
ASIAN,19951220,3.15,3.225,3.15,3.175,59999
ASP,19951220,6.7,7.05,6.7,7,3867000
BANPU,19951220,178.36,179.01,178.36,179.01,287600
BAT-3K,19951220,78.5,79,76.5,78.5,25700
BAY,19951220,95.4051,96.1807,94.6294,96.1807,1916196
BBL,19951220,212,216,212,216,990831
BCP,19951220,34,34.75,34,34.75,245000
BDMS,19951220,2.5566,2.5566,2.5184,2.5375,377405
BFIT,19951220,112,116,111,114,30400
BH,19951220,6.5134,6.5134,6.423,6.423,77378
BIGC,19951220,9.9037,10.2999,9.9037,10.2999,29660
BJC,19951220,6.6,6.75,6.55,6.7,159500
BLAND,19951220,3.45,3.5,3.425,3.475,4008000
BTS,19951220,39.0853,39.7916,38.8498,39.3207,1595539
BUI,19951220,36.2847,36.2847,36.2847,36.2847,1439
CEN,19951220,5.65,5.75,5.6,5.7,459120
CENTEL,19951220,1.0222,1.0806,1.0222,1.0806,21900
CIMBT,19951220,35.0244,35.0244,35.0244,35.0244,15
CK,19951220,17.9747,18.2512,17.8364,18.1129,1173095
CNS,19951220,56.5,59,56.5,59,403300
CNT,19951220,21.0457,21.2168,20.8746,20.8746,484940
CPF,19951220,6.1283,6.1816,6.075,6.1283,836938
CPH,19951220,67,67,66,67,11502
CPI,19951220,2.557,2.557,2.557,2.557,5162
CPL,19951220,15.5,15.5,15.5,15.5,100
CPN,19951220,4.4555,4.6769,4.4555,4.6215,1342425
CSC,19951220,58,58,58,58,500
CTW,19951220,15.2646,15.4203,15.1088,15.1088,66448
CWT,19951220,12.875,13.25,12.875,13.125,408006
DCC,19951220,4.925,5.15,4.925,5,585000
DELTA,19951220,10.6,10.7,10.5,10.6,376000
DRACO,19951220,3.35,3.35,3.35,3.35,500
DTC,19951220,37.5,37.75,36,37.75,5200
DTCI,19951220,17.25,17.75,17,17.75,12000
EE,19951220,1.725,1.8,1.725,1.8,123000
EGCO,19951220,76.5,79,76,79,1338200
EPCO,19951220,12.75,13.125,12.75,13.125,125200
ERW,19951220,4.6813,4.781,4.6813,4.6813,4918518
ESTAR,19951220,2.8125,3,2.8125,3,3164392
EVER,19951220,21.2911,21.7006,21.0864,21.4958,43142
FANCY,19951220,0.9,0.9,0.9,0.9,14400
FE,19951220,163,163,157,157,8000
GEL,19951220,8.9607,9.0182,8.8458,8.9607,70943
GFPT,19951220,0.7028,0.7188,0.7028,0.7028,325560
GOLD,19951220,24.5,25.25,24,25,144500
GRAMMY,19951220,22.4,22.8,22.4,22.8,42000
HANA,19951220,5.199,5.4415,5.199,5.3607,681194
ICC,19951220,228,230,228,230,10010
IEC,19951220,1.03,1.06,1.02,1.06,20220000
IFEC,19951220,2.65,2.8,2.65,2.8,70000
INTUCH,19951220,34.3453,34.5669,34.3453,34.3453,3835317
IRC,19951220,7.1963,7.1963,7.1963,7.1963,383580
IRPC,19951220,12.249,12.9914,12.249,12.9914,2843881
ITD,19951220,26,26.2,25.8,25.8,878000
JAS,19951220,13.2,13.5,13.1,13.5,2718000
JUTHA,19951220,24.75,24.75,24,24.75,5800
KAMART,19951220,6.3542,6.3542,6.1424,6.2694,11803
KBANK,19951220,113.081,114.403,113.081,114.403,1088239
KC,19951220,75.2813,76.8281,75.2813,76.8281,10860
KCE,19951220,6.7978,6.7978,6.7612,6.7978,521241
KGI,19951220,36.4569,37.0748,36.4569,37.0748,13246506
KKC,19951220,4.4809,4.4809,4.4809,4.4809,8002
KKP,19951220,75.5,81.5,75.5,81.5,785660
KTB,19951220,102,105,102,105,3317819
KWG,19951220,160.847,166.491,160.847,166.491,5847
KYE,19951220,110,111,107,110,80700
LANNA,19951220,16.8,16.9,16.4,16.4,1228000
LEE,19951220,1.6,1.65,1.6,1.65,642000
LH,19951220,21.956,22.078,21.8341,22.078,1300234
LPN,19951220,3.5889,3.6213,3.5889,3.6213,7732
LRH,19951220,7.7984,8.0311,7.5656,7.7984,43387
LTX,19951220,21.5,21.5,21.5,21.5,1000
MAKRO,19951220,91,91.5,90,90,155500
MALEE,19951220,15.3261,15.837,15.0707,15.837,7829
MANRIN,19951220,15.25,15.25,15.25,15.25,1000
MDX,19951220,34.5,36,34.5,36,1134800
METCO,19951220,79,81,78.5,80.5,24300
MFC,19951220,53.2,54.6,53.2,54.6,2000
MINT,19951220,0.868,0.868,0.859,0.868,933000
MK,19951220,5.5427,5.8801,5.4463,5.8801,847559
MODERN,19951220,26.75,26.75,26,26,4000
NEP,19951220,1,1.05,1,1,1606000
NKI,19951220,47.329,47.8925,47.329,47.8925,887
NMG,19951220,27.75,29.25,27.75,28.75,357400
NPP,19951220,107,108,107,108,3600
NSI,19951220,118,118,115,118,800
NTV,19951220,31,33,31,33,6000
NWR,19951220,434.781,438.629,430.933,430.933,17855
OCC,19951220,54,56,54,56,4600
OGC,19951220,19.75,20,19.75,20,3400
PAF,19951220,4.2434,4.4423,4.2434,4.4423,392141
PATO,19951220,5.9,6,5.9,6,882000
PDI,19951220,15.5267,15.9833,15.5267,15.9833,62300
