<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABC,19911125,34.5625,34.5625,34.5625,34.5625,1714
ABICO,19911125,12.4589,12.7703,12.1474,12.7703,25683
ADVANC,19911125,4.44,4.4864,4.347,4.4167,2886510
AFC,19911125,58.5,61,57.5,60,204900
AJ,19911125,5.1,5.4,4.95,5.2,3546000
ALUCON,19911125,146,148,146,146,3400
ASIA,19911125,47.567,50.3188,47.567,50.3188,4451
ASP,19911125,4.241,4.462,4.192,4.364,6695000
AYUD,19911125,260,260,252,256,16500
BANPU,19911125,27.99,28.22,27.99,28.22,56900
BAY,19911125,24.5106,24.8208,24.5106,24.6657,201121
BBL,19911125,32.6,33.6,32.4,33.4,881630
BDMS,19911125,4.1124,4.2526,4.1124,4.2058,1784650
BFIT,19911125,92.4029,98.5631,91.7184,96.5097,76170
BH,19911125,14.2934,14.4743,14.2934,14.2934,24871
BIG,19911125,61,62.5,60,62.5,5200
BKI,19911125,180.697,180.697,180.697,180.697,108433
BTNC,19911125,49.5,51,49,50.5,6400
BTS,19911125,92.2977,97.9486,90.885,95.1231,1147680
BUI,19911125,71.6158,71.6158,71.6158,71.6158,1104
CEN,19911125,5.474,5.474,5.282,5.474,167640
CENTEL,19911125,2.5804,2.5804,2.4847,2.557,1828400
CNS,19911125,53.3069,57.3409,52.7306,55.612,353290
CNT,19911125,21.591,22.4546,21.591,22.3107,127830
CPF,19911125,3.677,3.7303,3.677,3.7303,4862123
CSC,19911125,55.6901,56.2361,55.6901,55.6901,3112
CTW,19911125,38.5137,38.5137,38.5137,38.5137,2828
CWT,19911125,42.7376,46,42.7376,46,607526
DTC,19911125,95.1919,95.1919,91.3842,95.1919,892
ERW,19911125,5.6982,6.0104,5.6201,5.9324,517563
GEL,19911125,21.1315,21.6173,20.8886,21.6173,7407
HTC,19911125,4.0995,4.4411,4.0141,4.3557,1708322
IFEC,19911125,3.4377,3.7814,3.4377,3.7814,1796270
INSURE,19911125,68,68.5,68,68,4200
INTUCH,19911125,6.3771,6.6568,6.3771,6.6009,6603547
JCT,19911125,38.5507,39.7681,38.5507,39.3623,28585
JUTHA,19911125,38.6481,40.7952,38.6481,40.7952,18394
KBANK,19911125,19.2919,20.3637,18.9347,19.8874,2150341
KCE,19911125,3.8987,3.8987,3.8987,3.8987,18126
KDH,19911125,33,34.5,33,34,69933
KGI,19911125,7.5824,7.9504,7.5824,7.8768,1016089
KKC,19911125,5.7964,5.8302,5.7964,5.8302,14741
KKP,19911125,41.1319,43.011,41.1319,42.1758,189182
KTB,19911125,9.9801,10.46,9.9801,10.364,1114231
LEE,19911125,1.2417,1.3167,1.2417,1.3167,4902000
LH,19911125,5.7261,5.918,5.6621,5.854,10027708
LTX,19911125,41,44.75,41,44.75,171200
MANRIN,19911125,40,40.5,39.5,40.5,26700
MATI,19911125,12.1781,12.1781,12.1781,12.1781,13790
MFC,19911125,24.2,25.4,24,24.8,452000
MINT,19911125,1.0425,1.1266,1.0281,1.0986,14631600
MK,19911125,9.3503,9.7358,9.3503,9.6394,1592416
NC,19911125,47.0526,49.9934,47.0526,48.0329,53046
NEP,19911125,2.325,2.45,2.3,2.4,14710000
NKI,19911125,56.4228,56.4228,56.4228,56.4228,1063
NMG,19911125,47.1961,47.7514,47.1961,47.7514,1799
NPK,19911125,37,40.75,37,40.75,182300
OCC,19911125,59,64,59,64,150400
OHTL,19911125,210,212,210,210,12650
PAF,19911125,9.0171,9.5476,8.8845,9.4813,1014290
PDI,19911125,70.2736,73.2192,70.2736,72.3776,73193
PE,19911125,66.7751,71.8012,66.7751,71.8012,14204
PG,19911125,3.2722,3.4229,3.2507,3.4229,133536
POLAR,19911125,12.6534,14.3281,12.6534,14.3281,9235580
PRAKIT,19911125,5.8518,6.1107,5.6446,6.1107,374620
PRANDA,19911125,27,27,26.6,27,16000
QH,19911125,4.695,5.162,4.6704,5.0637,2725662
RAM,19911125,58,59.5,58,59,11500
RCI,19911125,5.418,5.516,5.418,5.467,238000
RCL,19911125,4.9985,5.2158,4.9985,5.2158,55170
ROH,19911125,25.5,26.75,25.5,26.25,48000
SAWANG,19911125,54.551,55.102,54,55.102,4718
SCB,19911125,46.6361,47.1869,46.0852,47.1869,188206
SCC,19911125,56,57,56,57,106000
SCCC,19911125,203.614,208.972,200.042,205.4,78383
SCP,19911125,28.9811,29.5245,28.9811,29.1623,2484
SE-ED,19911125,2.5443,2.8564,2.5443,2.8564,4807690
SFP,19911125,168,171,168,171,37600
SHANG,19911125,27,28.25,27,27.5,26300
SINGER,19911125,14.1029,14.4118,14.1029,14.3088,40800
SITHAI,19911125,89.4545,93.1818,89.4545,93.1818,46387
SKR,19911125,12.635,12.9719,12.4665,12.9719,18401
SMK,19911125,92.3481,93.3202,90.89,92.8342,20265
SNP,19911125,38.6667,39.4722,38.3981,39.4722,229778
SPI,19911125,80.2595,80.2595,80.2595,80.2595,478
SSC,19911125,11.7544,11.7544,11.7544,11.7544,15650
SST,19911125,7.3,7.9,7.3,7.9,6279810
STA,19911125,3.9812,4.076,3.9812,4.0444,292740
STANLY,19911125,17.7107,18.0109,17.7107,17.8608,5995
SUC,19911125,30.25,31.5,29,31.25,768500
SUSCO,19911125,3.4301,3.5995,3.4301,3.5571,4820920
SVH,19911125,33.2123,33.2123,33.2123,33.2123,3039
TASCO,19911125,26.2178,27.937,26.2178,27.5072,851546
TC,19911125,50.1855,54.7756,48.9615,53.8576,1416133
TCAP,19911125,25.3033,26.6554,25.3033,26.2691,810743
