<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20070104,3.72,3.8,3.68,3.7,18500
ACAP,20070104,6,6,6,6,300000
ADAM,20070104,2.48,2.5,2.18,2.2,839400
ADVANC,20070104,75.5,76,74.5,75,680968
AH,20070104,16.1,16.2,15.9,15.9,103100
AI,20070104,8.4,8.8,8.25,8.4,1628000
AIT,20070104,14.6667,14.8667,14.5333,14.8,504600
AJ,20070104,2.96,2.96,2.8,2.8,761500
AKR,20070104,2.3,2.34,2.22,2.24,3790600
AMANAH,20070104,0.59,0.62,0.58,0.58,1723300
AMARIN,20070104,12.2,12.2,12.1,12.1,2000
AMATA,20070104,11.4,11.4,11.1,11.4,1569600
AMC,20070104,5.9348,6.1326,5.9348,6.0337,6741985
AOT,20070104,56.5,56.5,55,55.5,779976
AP,20070104,4.48,4.48,4.28,4.3,2317100
APURE,20070104,1.9022,1.9733,1.8844,1.9022,2756475
AQ,20070104,1.37,1.4,1.34,1.35,4938133
ASIAN,20070104,2.9,2.94,2.88,2.88,199800
ASIMAR,20070104,0.82,0.82,0.8,0.81,526400
ASK,20070104,5.2,5.2,5.15,5.15,5700
ASP,20070104,2.66,2.7,2.54,2.56,23436100
AYUD,20070104,15.5,15.6,15.5,15.6,2300
BAFS,20070104,8.497,8.497,8.497,8.497,401629
BANPU,20070104,178,178,172,174,1348600
BAT-3K,20070104,49,49,48,48,10300
BAY,20070104,17.8,17.8,16.7,17,24318000
BBL,20070104,105,105,101,101,10597850
BCH,20070104,4.1143,4.1143,4.0857,4.0857,425500
BCP,20070104,7.8,7.9,7.6,7.8,586100
BDMS,20070104,34.25,34.5,33.5,33.5,272900
BEC,20070104,20.5,20.5,18.9,19.2,13166186
BFIT,20070104,6.6,6.65,6.5,6.5,87600
BH,20070104,36.5,36.5,36,36,132200
BIGC,20070104,45.25,45.5,45.25,45.25,98700
BJC,20070104,4.2,4.2,4.2,4.2,700
BKI,20070104,146.667,146.667,146.667,146.667,15900
BLAND,20070104,0.86,0.87,0.83,0.83,34020300
BLISS,20070104,0.6789,0.7017,0.6732,0.6903,105600
BOL,20070104,0.64,0.645,0.6,0.6,31000
BROCK,20070104,1.05,1.07,0.996,1,18001500
BROOK,20070104,0.87,0.9,0.83,0.83,2663200
BSBM,20070104,1.16,1.17,1.15,1.15,529400
BTC,20070104,1,1.01,0.99,0.99,1108700
BTS,20070104,1.1584,1.2055,1.1208,1.1396,44492468
CCET,20070104,4.42,4.44,4.38,4.38,714100
CCP,20070104,1.32,1.46,1.28,1.46,1634000
CEN,20070104,1.06,1.08,1.03,1.05,1471500
CENTEL,20070104,6.2,6.2,6.1,6.1,197000
CFRESH,20070104,2.3,2.3,2.16,2.16,26500
CGD,20070104,1.3295,1.3719,1.2957,1.3041,4693765
CHUO,20070104,11.4,11.4,11.2,11.2,5000
CI,20070104,4.02,4.36,4,4.2,746600
CIG,20070104,1.36,1.36,1.24,1.34,32192
CIMBT,20070104,2.1101,2.162,2.1101,2.1188,786308
CITY,20070104,2.08,2.08,2,2.02,325300
CK,20070104,8.55,8.6,8,8.05,5554000
CM,20070104,3.071,3.071,2.9983,3.0346,37751
CMO,20070104,2.48,2.48,2.4,2.42,127400
CMR,20070104,34.4,41.065,34.4,40.635,359767
CNS,20070104,28.5,28.75,28.5,28.5,22900
CNT,20070104,2.54,2.56,2.44,2.46,698100
CPALL,20070104,6.2,6.25,6.1,6.1,543100
