<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABC,19900228,66.4125,66.4125,66.4125,66.4125,3428
AFC,19900228,98.9729,102.386,98.9729,100.679,35747
ALUCON,19900228,138.137,139.923,136.35,139.327,48537
ASIA,19900228,177.688,182.406,177.688,179.261,95137
ASP,19900228,3.236,3.432,3.162,3.334,3335000
AYUD,19900228,330.079,337.801,330.079,337.801,22535
BANPU,19900228,29.1,30.04,29.1,29.57,329700
BAY,19900228,25.9507,25.9507,25.8032,25.9507,404202
BBL,19900228,25.7397,25.9229,25.7397,25.7397,144630
BFIT,19900228,61.6064,62.5058,61.6064,61.6064,72938
BH,19900228,21.2248,21.6965,21.2248,21.6965,373992
BKI,19900228,220.841,221.236,220.841,220.841,32923
BUI,19900228,212.406,222.172,212.406,217.289,30719
CENTEL,19900228,5.4718,5.6631,5.4718,5.6149,2061200
CNS,19900228,46.6795,47.8321,46.6795,47.8321,321363
CPF,19900228,2.478,2.5446,2.478,2.5313,3884444
CSR,19900228,136,137,134,134,800
CTW,19900228,42.7451,43.5805,42.7451,43.0235,113472
ERW,19900228,12.9612,13.4549,12.9612,13.0846,287586
GYT,19900228,295,301,295,295,2300
HTC,19900228,7.7783,7.7783,7.7783,7.7783,3395
ICC,19900228,239.808,243.154,239.808,243.154,4482
IFEC,19900228,5.7385,5.7385,5.7385,5.7385,12800
JUTHA,19900228,129.855,132.617,129.855,130.545,43000
KBANK,19900228,17.9903,18.0946,17.9903,18.0946,154349
KCE,19900228,8.4921,8.6465,8.4921,8.4921,155427
KDH,19900228,58,60,58,59.5,45500
KGI,19900228,6.0375,6.0839,6.0375,6.0375,60241
KKP,19900228,15.2952,15.2952,15.2952,15.2952,2744
KTB,19900228,10.7308,10.8275,10.7308,10.8275,416858
LEE,19900228,1.7047,1.7788,1.7047,1.7602,3680730
LH,19900228,4.009,4.1209,4.009,4.079,5659937
LTX,19900228,67.5,68.5,67.5,68.5,36600
MATI,19900228,16.4045,17.3731,16.4045,17.1309,2058370
MINT,19900228,1.4069,1.4279,1.4069,1.4279,5000
NC,19900228,124.443,124.443,124.443,124.443,529
NEP,19900228,1.3623,1.4459,1.3623,1.422,9246990
NMG,19900228,71.6271,72.7376,71.6271,71.6271,26652
NPK,19900228,141,141,140,140,1800
OHTL,19900228,456,480,456,480,26950
PAF,19900228,21.429,21.429,20.7925,20.7925,41476
PDI,19900228,141.052,143.072,141.052,142.399,103849
PG,19900228,8.9556,9.1278,8.7833,8.8694,41794
POST,19900228,8.7146,9.1417,8.7146,9.1417,149818
PR,19900228,35.0578,35.3949,34.7207,35.0578,15425
RCI,19900228,12.942,13.213,12.942,13.123,332000
RCL,19900228,10.4316,10.5185,10.4316,10.5185,105800
ROH,19900228,68,68.701,68,68.701,87014
S&J,19900228,87.9187,89.6596,87.9187,88.7892,5169
SCB,19900228,33.1412,33.3762,33.1412,33.2587,14454
SCC,19900228,59.66,59.86,59.66,59.66,617000
SCCC,19900228,437.234,437.234,433.662,433.662,74912
SFP,19900228,140,144,140,142,29200
SINGER,19900228,12.25,12.4559,12.25,12.4559,145714
SKR,19900228,19.5422,19.8791,19.2052,19.2052,15432
SNP,19900228,12.6085,12.6085,12.6085,12.6085,16936
SPC,19900228,10.8,10.98,10.8,10.8,278020
SPI,19900228,127.077,127.077,127.077,127.077,598
SSC,19900228,22.1648,22.267,22.1648,22.267,185880
SSF,19900228,12.4586,12.6639,12.4586,12.527,210361
SST,19900228,8.4424,8.7618,8.4424,8.5793,257480
SUC,19900228,26.8964,27.2574,26.8964,27.0769,176164
SVI,19900228,9.1582,9.35,9.1582,9.2062,527630
TC,19900228,104.802,107.56,104.802,105.354,59463
TCAP,19900228,28.0075,28.7801,28.0075,28.2007,399157
TCMC,19900228,123.62,126.737,120.504,123.62,25605
TF,19900228,168.07,168.07,168.07,168.07,590
TFI,19900228,1.6899,1.7461,1.6899,1.7039,7015985
TGCI,19900228,27.3137,27.8907,27.3137,27.3137,241210
THL,19900228,3.557,3.6648,3.539,3.5749,2025904
TIC,19900228,81.8194,81.8194,81.8194,81.8194,3038
TIPCO,19900228,6.4981,6.6553,6.4981,6.5505,1694530
TISCO,19900228,67.5615,68.2652,67.5615,67.9133,61952
TMB,19900228,20.5645,20.5645,20.4335,20.4335,9148
TMD,19900228,92.1535,94.989,92.1535,94.2801,15235
TNL,19900228,12,12.5,11.8,11.8,62000
TPC,19900228,17.9044,18.3144,17.9044,18.0411,279490
TPCORP,19900228,9.5155,9.5887,9.5155,9.5155,46450
TTI,19900228,71.5,72.5,71.5,72,32800
TTL,19900228,112,112,108,108,224200
TTTM,19900228,154,155.6,151.6,151.6,19750
TWP,19900228,164.918,167.073,163.84,164.918,8533
UMI,19900228,12.9084,13.4738,11.9662,13.4738,500935
UP,19900228,24.3704,25.0667,24.3704,24.8926,45957
UPF,19900228,30.3,30.3,30.3,30.3,26000
UT,19900228,34.2,34.2,34.2,34.2,23000
UV,19900228,4.1153,4.4259,4.1153,4.4259,2047727
WG,19900228,67,68,66,67,18400
BH-P,19900228,0.0256,0.0256,0.0256,0.0256,625000
TCAP-P,19900228,258,258,258,258,200
SET,19900228,813.67,813.67,813.67,813.67,7528247
AFC-F,19900228,122,122,122,122,70000
BBL-F,19900228,38.2,38.2,38.2,38.2,10000
BRC-F,19900228,880,880,880,880,1000
SCC-F,19900228,101,101.5,99,101.5,130000
TMB-F,19900228,31.6,31.6,31.5,31.5,150500
WACOAL-F,19900228,290,290,290,290,105800
BRC,19900228,78.2,78.2,78.2,78.2,9000
ICBCT,19900228,83.88,84.36,83.88,84.36,12500
MGR,19900228,88.4792,94.4219,88.4792,93.1013,967448
PA,19900228,26.4347,27.0424,26.4347,26.7386,44098
SCIB,19900228,12.6102,12.8027,12.6102,12.8027,33761
SGF,19900228,7.0556,7.2413,7.0556,7.1484,199273
SICCO,19900228,24.62,24.9454,24.62,24.9454,66384
TWFP,19900228,110,112,110,112,11800
UFM,19900228,30.3,30.7,30.1,30.1,26000
UST,19900228,40.654,41.7886,40.654,41.4104,64519
