<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19950517,16.5886,16.5886,15.9742,16.2814,79020
ACC,19950517,11.2,11.5,11.1,11.2,190000
ADVANC,19950517,40.4,40.8,40,40.8,3939000
AFC,19950517,21,21,20,20,64500
AHC,19950517,51.5,51.5,49,51,3000
AJ,19950517,1.625,1.75,1.625,1.75,10000
APURE,19950517,22.8889,24.2222,22.8889,23.1111,106200
ASIA,19950517,20,20.5,19.75,20,9300
ASIAN,19950517,4.075,4.075,3.7,3.8,101999
ASP,19950517,7.2,7.35,7.15,7.3,2936000
AYUD,19950517,186,186,186,186,200
BANPU,19950517,176.39,176.39,173.77,173.77,9200
BAT-3K,19950517,81.5,86,81,83.5,471800
BAY,19950517,92.3025,93.8538,91.5268,91.5268,463172
BBL,19950517,214,216,212,212,1173750
BCP,19950517,52,52.5,51,51.5,971200
BFIT,19950517,125,126,123,124,114600
BIGC,19950517,16.2601,16.4492,15.882,16.2601,12032
BJC,19950517,6.3,6.3,5.95,5.95,63600
BLAND,19950517,4.05,4.375,4,4.35,24655090
BTNC,19950517,27.5,27.5,25.5,25.5,2500
BTS,19950517,37.6725,40.9689,37.6725,40.9689,2623131
CEN,19950517,3.4,3.4,3.25,3.3,652000
CENTEL,19950517,1.3143,1.3435,1.3143,1.3289,63000
CHARAN,19950517,93,93,93,93,1000
CMR,19950517,25.585,26.015,25.585,26.015,8720
CNS,19950517,62.5,66,62.5,65,774700
CNT,19950517,49.62,52.3577,49.62,51.331,403694
CPF,19950517,8.473,8.473,8.473,8.473,93827
CPH,19950517,61.5,61.5,59.5,60.5,25900
CPI,19950517,3.0026,3.0026,3.0026,3.0026,6452
CPL,19950517,25,25,24.5,25,3600
CPN,19950517,3.0995,3.2102,3.0995,3.1825,384840
CSC,19950517,56.5,57,56,57,7700
CTW,19950517,19.4701,20.2489,18.6913,19.7816,245825
CWT,19950517,15,15.25,15,15,52400
DCC,19950517,7.1,7.15,6.75,6.75,1840000
DRACO,19950517,5.5,5.55,5.2,5.25,91700
DTC,19950517,52.3556,52.3556,48.5479,50.4517,1841
DTCI,19950517,24.5,25.25,24.25,25.25,2600
EE,19950517,4.5,4.725,4.5,4.725,4000
EGCO,19950517,69.1791,69.653,68.2315,69.1791,890720
EPCO,19950517,18,18.375,17.8125,18.375,78000
ERW,19950517,5.1794,5.3288,5.1794,5.279,192764
ESTAR,19950517,2.875,2.875,2.8125,2.8125,204400
EVER,19950517,24.3619,24.5666,24.3619,24.5666,7430
F&D,19950517,38,38,38,38,500
FANCY,19950517,1.3666,1.3666,1.3583,1.3583,24001
FE,19950517,198,198,198,198,200
GEL,19950517,12.9815,13.4411,12.1774,12.4071,95316
GFPT,19950517,0.8146,0.8146,0.7986,0.8146,605730
GOLD,19950517,23.5,24.75,23.5,24,46000
GRAMMY,19950517,24.6,24.6,23.4,24.6,313000
HANA,19950517,6.8961,6.8961,6.3035,6.3574,2399957
IEC,19950517,1.67,1.68,1.65,1.66,3700000
IFEC,19950517,4.4525,4.4525,4.0814,4.0814,51200
INTUCH,19950517,37.0043,37.0043,36.118,36.7827,3828006
IRC,19950517,8.7,8.7,8.5926,8.6463,269990
IRPC,19950517,15.5897,15.5897,15.4041,15.4969,6548794
ITD,19950517,27.2,27.4,26.8,27,1276000
JAS,19950517,16.7,17,16.6,16.9,14060000
JCT,19950517,38.75,40.25,38.75,40.25,1100
JUTHA,19950517,26,26.75,26,26.25,17400
KAMART,19950517,9.4042,9.6583,9.2347,9.4042,6183738
KBANK,19950517,115.726,117.71,115.064,116.387,1465211
KC,19950517,86.625,87.6563,86.1094,87.6563,14933
KCE,19950517,6.8709,6.8709,6.7612,6.7978,492510
KDH,19950517,35,35,35,35,100
KGI,19950517,28.5785,29.1964,28.5785,28.8875,560550
KKC,19950517,4.7661,4.7661,4.7661,4.7661,180258
KKP,19950517,89.5,91.5,88.5,89,519400
KTB,19950517,84,84.5,83.5,84.5,1494570
KWC,19950517,150,150,150,150,100
KWG,19950517,163.669,169.313,161.788,169.313,2019
KYE,19950517,190,190,190,190,8900
LANNA,19950517,22.6,23.2,22.6,23,2839000
LEE,19950517,1.8667,1.9167,1.8667,1.9167,693000
LH,19950517,27.0791,27.0791,25.3714,25.6154,3241567
LOXLEY,19950517,52.4,53.4,52.4,53.4,274000
LPN,19950517,3.4596,3.4919,3.3949,3.4273,281447
LRH,19950517,8.2639,8.4967,8.2639,8.4967,210492
LTX,19950517,22.5,22.5,22.5,22.5,16500
MAKRO,19950517,100,100,99.5,100,306500
MALEE,19950517,32.4402,32.4402,31.9293,31.9293,2354
MDX,19950517,44,46.25,43.5,44,967400
METCO,19950517,143,146,139,141,102200
