<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19910624,12.6146,12.6146,12.6146,12.6146,961
AFC,19910624,67,67,64,64,12200
AJ,19910624,6.05,6.3,5.8,6.05,413000
ASIA,19910624,55.0362,55.0362,54.25,55.0362,6105
ASP,19910624,5.393,5.393,5.197,5.197,3623000
AYUD,19910624,286,288,284,284,24200
BANPU,19910624,27.51,27.75,25.62,26.09,1045200
BAY,19910624,29.0094,29.0094,28.2337,29.0094,996582
BBL,19910624,33.2568,33.2568,32.0967,33.2568,690940
BFIT,19910624,117.817,119.166,113.32,116.917,103628
BH,19910624,12.665,12.665,12.3936,12.665,63560
BIG,19910624,62,62,57.5,59,4700
BTNC,19910624,58,58,56.5,57,13200
BTS,19910624,172.799,173.502,157.346,158.751,2651060
BUI,19910624,78.9402,78.9402,78.9402,78.9402,981
CEN,19910624,8.163,8.163,7.6829,7.7309,211370
CENTEL,19910624,3.1543,3.1543,3.0586,3.1061,693000
CNS,19910624,70.8838,73.1889,68.5786,70.3074,6116009
CNT,19910624,24.3259,24.4698,23.4622,23.6062,584964
CPF,19910624,3.3306,3.4105,3.224,3.2773,8489481
CSC,19910624,62.7879,62.7879,61.6959,62.2419,6959
CTW,19910624,45.2271,46.6404,45.2271,45.2271,287113
CWT,19910624,46.3262,46.3262,43.3901,43.7163,459168
ERW,19910624,6.4397,6.4397,6.2446,6.2446,805812
GEL,19910624,21.0101,21.253,20.6457,21.0101,351594
GYT,19910624,320,320,310,314,3800
HTC,19910624,5.1243,5.1243,5.0389,5.1243,77278
ICC,19910624,339.077,339.077,336.846,336.846,4662
IFEC,19910624,5.019,5.019,5.019,5.019,5800
INSURE,19910624,60,60,58.5,59,5500
INTUCH,19910624,7.6116,8.0324,7.3821,7.6881,11043315
JCT,19910624,40.5797,40.5797,40.5797,40.5797,123
JUTHA,19910624,52.3896,52.3896,48.9542,49.3837,40982
KBANK,19910624,21.0669,21.2754,20.8583,20.9626,843774
KCE,19910624,5.5971,5.5971,5.5971,5.5971,44038
KDH,19910624,35,35.75,34,35,37000
KGI,19910624,8.2782,8.2782,7.8893,7.9449,1274281
KKC,19910624,10.6436,10.6436,10.508,10.5758,56043
KKP,19910624,47.1868,47.1868,45.0989,45.9341,969388
KTB,19910624,10.9014,10.9014,10.7067,10.8041,656503
KWC,19910624,160.217,169.83,160.217,169.83,5367
LEE,19910624,1.7,1.7,1.55,1.55,1395000
LH,19910624,6.7817,6.7817,6.5258,6.5898,2741526
LTX,19910624,34.75,35,34.25,34.5,313700
MATI,19910624,11.9171,11.9171,11.7432,11.9171,78170
MFC,19910624,32.8,32.8,31.2,31.4,2091000
MK,19910624,12.661,12.661,12.1579,12.1579,598696
NC,19910624,51.9539,51.9539,49.9934,51.9539,2652
NEP,19910624,3.1567,3.1567,2.8532,2.8835,23503480
NKI,19910624,73.3496,73.3496,73.3496,73.3496,530
NMG,19910624,64.9641,66.6298,63.8536,64.9641,2159
NPK,19910624,51,51.5,51,51.5,12200
OHTL,19910624,190,190,184,188,12450
PAF,19910624,9.6802,9.6802,9.2824,9.2824,97658
PDI,19910624,77.4272,77.4272,76.1648,76.1648,181558
PG,19910624,3.0139,3.0139,3.0139,3.0139,1149
POLAR,19910624,14.8134,14.8134,14.1401,14.2523,186230
POST,19910624,7.6039,7.6039,7.6039,7.6039,23409
PRANDA,19910624,32.1232,32.1232,31.1066,31.7166,74760
RCI,19910624,6.206,6.206,6.009,6.107,486000
RCL,19910624,4.7811,4.8246,4.7811,4.8246,285270
ROH,19910624,28,29,26.75,26.75,120900
S&J,19910624,36.125,37.866,36.125,37.866,12751
SCB,19910624,51.9607,52.3279,51.0426,51.7771,69714
