<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20021202,30.25,30.25,30,30,27900
ADVANC,20021202,36,36.25,35.5,36,359900
AEC,20021202,15.9,16.2,15.8,16.2,2045100
AEONTS,20021202,23.4,23.8,23.2,23.2,158500
AH,20021202,7.0445,7.334,7.0445,7.2857,3925907
AHC,20021202,31,31,31,31,500
AJ,20021202,7.4,7.4,7.35,7.4,148200
AMANAH,20021202,1.1611,1.1703,1.152,1.152,782578
AMARIN,20021202,8.2,8.2,8.2,8.2,3000
AMATA,20021202,3.9,3.92,3.88,3.9,2541500
AP,20021202,4.375,4.425,4.375,4.4,2049000
APURE,20021202,1.8844,1.92,1.8667,1.8667,931275
AQ,20021202,5.3091,5.353,5.2214,5.2214,1029654
ASIAN,20021202,2.95,3.025,2.95,2.95,410400
ASIMAR,20021202,1.45,1.56,1.45,1.54,846600
ASP,20021202,3.825,3.825,3.775,3.8,7877000
AYUD,20021202,141,141,141,141,1100
BAFS,20021202,6.6227,6.6643,6.581,6.6227,444994
BANPU,20021202,32.75,33.25,32.5,32.75,1494800
BAT-3K,20021202,38.5,38.5,38,38,19600
BAY,20021202,6.9,6.9,6.8,6.9,2320200
BBL,20021202,53,53.5,52,53.5,1446742
BCP,20021202,4.18,4.18,4.06,4.08,213100
BEC,20021202,21.4,21.4,21,21,540360
BFIT,20021202,6.85,6.85,6.85,6.85,2036
BIG,20021202,20.4,20.6,20.4,20.6,4000
BIGC,20021202,19.8,20,19.8,20,2100
BKI,20021202,136,136,136,136,61050
BLAND,20021202,0.368,0.368,0.362,0.368,7551210
BROOK,20021202,0.81,0.81,0.78,0.8,6024300
CCET,20021202,3.275,3.275,3.2,3.25,534000
CFRESH,20021202,5.4,5.55,5.35,5.4,1246200
CIMBT,20021202,4.1943,4.2159,4.151,4.151,4103841
CK,20021202,1.35,1.37,1.32,1.32,537000
CM,20021202,3.6343,3.6797,3.6343,3.6797,144182
CMR,20021202,6.88,6.88,6.88,6.88,581
CNS,20021202,38.5,38.75,38.25,38.75,25400
CPF,20021202,4.32,4.32,4.26,4.28,3151100
CPH,20021202,4.6,4.6,4.56,4.56,13400
CPI,20021202,4.5523,4.5523,4.5329,4.5329,187905
CPL,20021202,37,37.25,35.5,36.5,48200
CPN,20021202,5.85,5.9,5.85,5.85,258000
CSC,20021202,12,12.2,11.9,11.9,221200
CTW,20021202,7.75,7.8,7.75,7.8,26300
CWT,20021202,6,6,5.75,6,12200
DCC,20021202,8.65,8.95,8.5,8.95,4482900
DELTA,20021202,29.25,29.5,29,29.25,1152600
DRACO,20021202,2.11,2.11,2.1,2.1,11800
DTC,20021202,40,40,40,40,1600
EARTH,20021202,7.4,7.45,7.3,7.4,4823300
EASTW,20021202,3.175,3.2,3.175,3.2,365000
EGCO,20021202,37.5,37.75,37.5,37.5,83220
ERW,20021202,2.1,2.1167,2.1,2.1,1897800
ESTAR,20021202,0.675,0.68,0.665,0.675,13900004
FANCY,20021202,9.7,10.1,9.7,10.1,13500
FE,20021202,171,175,171,175,400
FER,20021202,4.68,4.7,4.66,4.7,179500
FMT,20021202,36,36,36,36,1900
FNS,20021202,25.75,26,25.5,26,966100
GENCO,20021202,0.89,0.89,0.88,0.89,477400
GFPT,20021202,2.5396,2.5556,2.5396,2.5396,669910
GOLD,20021202,10.6,10.7,10.5,10.6,1786463
GRAMMY,20021202,19.8,19.8,19.5,19.7,356900
GYT,20021202,210,210,210,210,200
HANA,20021202,13.9,14,13.8,13.8,803000
