<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BAY,19840110,10.7463,10.7463,10.6765,10.7463,6188
BBL,19840110,20.346,20.346,20.1778,20.346,77680
BJC,19840110,0.98,0.98,0.98,0.98,4500
ICC,19840110,29.8656,29.8656,29.8656,29.8656,2868
KBANK,19840110,12.9321,13.0364,12.9321,12.9321,158387
SCB,19840110,16.3211,16.3211,16.2487,16.3211,5500
SCC,19840110,3.47,3.47,3.47,3.47,140000
SCCC,19840110,21.6455,21.7808,21.6455,21.6455,34001
SSC,19840110,1.8807,1.8909,1.8398,1.8398,156530
TCAP,19840110,0.9819,1.0141,0.9819,1.0141,24848
TGCI,19840110,1.0771,1.0771,1.0771,1.0771,55930
SET,19840110,133.73,133.73,133.73,133.73,623590
