<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19910916,9.9671,9.9671,9.9671,9.9671,320
AFC,19910916,72,72.5,71,72.5,33400
AJ,19910916,5.25,5.3,5.15,5.25,2804000
ALUCON,19910916,140,140,140,140,4900
ASP,19910916,4.878,4.878,4.731,4.731,4924000
BANPU,19910916,27.28,28.94,27.28,27.28,389200
BAY,19910916,25.1311,25.7516,24.976,25.7516,89086
BBL,19910916,30.4,30.4,30,30.4,549100
BFIT,19910916,101.301,101.301,100.617,100.617,19868
BH,19910916,13.2983,13.7506,13.2983,13.7506,28187
BIG,19910916,60,63,60,63,1600
BJC,19910916,9.1111,9.1111,9.1111,9.1111,3600
BKI,19910916,169.963,169.963,169.963,169.963,2233
BTNC,19910916,48,48.75,48,48.75,11200
BTS,19910916,132.796,132.796,129.028,130.912,429278
BUI,19910916,74.0573,74.0573,74.0573,74.0573,2457
CEN,19910916,6.7225,7.1066,6.7225,7.1066,34360
CENTEL,19910916,2.963,2.963,2.7958,2.7958,449200
CNS,19910916,60.5105,61.0868,59.3579,59.9342,70795
CNT,19910916,23.3183,23.6062,23.0304,23.1743,234122
CPF,19910916,3.597,3.6237,3.5704,3.6237,1688888
CSC,19910916,64.9718,64.9718,64.9718,64.9718,1829
CSR,19910916,61,61,61,61,100
CTW,19910916,37.1004,40.2804,37.1004,40.2804,29997
CWT,19910916,45.0213,45.0213,44.3688,44.3688,80308
DTC,19910916,85.6727,85.6727,85.6727,85.6727,2363
ERW,19910916,6.0495,6.0885,6.0104,6.0495,304578
FE,19910916,165,165,153,165,400
GEL,19910916,24.7749,25.0178,24.0462,24.532,592034
GYT,19910916,294,294,294,294,100
HTC,19910916,4.3984,4.3984,4.2703,4.3557,173291
IFEC,19910916,3.5064,3.5064,3.3002,3.3345,381060
INSURE,19910916,72,72,70.5,71,18000
INTUCH,19910916,8.1112,8.1112,7.9994,8.0553,1851985
JCT,19910916,33.4783,33.4783,33.0725,33.0725,4435
JUTHA,19910916,46.8071,47.666,45.0894,46.3777,70557
KBANK,19910916,19.5301,19.5301,19.0538,19.1729,862389
KCE,19910916,4.2461,4.4005,4.2461,4.4005,31082
KDH,19910916,32.5,32.5,32.5,32.5,1030
KGI,19910916,9.0547,9.0547,8.8338,8.9074,81493
KKC,19910916,7.0505,7.0505,6.8472,6.915,120949
KKP,19910916,46.7692,46.7692,45.5165,46.3517,325202
KTB,19910916,9.9281,9.9281,9.8307,9.8307,335212
LEE,19910916,1.2333,1.25,1.2333,1.25,717000
LH,19910916,5.6941,5.6941,5.4702,5.5661,6036382
LTX,19910916,36.25,36.25,36.25,36.25,200
MANRIN,19910916,47,49.5,45.5,48.5,475800
MATI,19910916,13.1349,13.3959,13.0479,13.3959,168990
MFC,19910916,28.6,28.8,27.8,27.8,437000
MINT,19910916,0.8451,0.8563,0.8451,0.8563,24100
MK,19910916,9.9286,10.025,9.4466,9.9286,1012507
NC,19910916,47.0526,48.0329,47.0526,48.0329,2550
