<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
A,20060523,3.68,3.72,3.68,3.72,26900
ACAP,20060523,8.3,8.3,8.05,8.25,20800
ACC,20060523,2.36,2.42,2.26,2.32,3350300
ADAM,20060523,0.9305,0.9559,0.922,0.9305,733173
ADVANC,20060523,92,93.5,92,93.5,1673800
AEC,20060523,7.95,8.1,7,7,700
AEONTS,20060523,48.75,48.75,48.75,48.75,2300
AF,20060523,5.3,6.4,5.3,6.4,2300
AH,20060523,18.6,19.3,18.6,19.1,665700
AHC,20060523,81,81,81,81,1400
AI,20060523,7.4,7.4,6.9,7.4,1838900
AIT,20060523,10.8667,11.0667,10.8667,11,159750
AJ,20060523,3.1,3.14,3.08,3.1,149000
AMANAH,20060523,0.72,0.75,0.72,0.73,1034800
AMARIN,20060523,11.1,11.3,11,11.3,274500
AMATA,20060523,19.4,19.5,18.5,18.7,11268000
AOT,20060523,58,59,57,58.5,4826510
AP,20060523,3.86,3.86,3.5,3.6,2672900
APURE,20060523,3.7333,3.7333,3.36,3.5733,1979550
AQ,20060523,2.546,2.5648,2.4337,2.5273,2720137
ASIAN,20060523,3.64,3.7,3.64,3.7,21600
ASIMAR,20060523,1.15,1.16,1.15,1.15,296100
ASK,20060523,6.9564,6.9564,6.9071,6.9071,4661
ASP,20060523,4.26,4.4,4.26,4.36,18629700
AYUD,20060523,16.5,16.6,16.4,16.5,70100
BAFS,20060523,8.1638,8.3304,7.9972,8.1222,780434
BANPU,20060523,144,145,143,144,967900
BAT-3K,20060523,58.5,59,58,58,60200
BAY,20060523,17.5,17.6,17.4,17.6,9840187
BBL,20060523,108,110,108,110,2458800
BCH,20060523,2.8114,2.9714,2.7657,2.9714,12409200
BCP,20060523,13,13.1,12.8,12.9,1088900
BDMS,20060523,29,29.75,28.5,29.75,1166170
BEC,20060523,15.8,15.8,15.5,15.7,5387301
BFIT,20060523,10.4,10.6,10.3,10.4,300001
BH,20060523,33.75,35,33.5,35,590500
BIGC,20060523,39,39,38.25,38.75,180900
