<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20030117,25.5,27.5,25.5,26.25,281000
ADVANC,20030117,35.25,35.25,34.5,34.5,688000
AEC,20030117,13.2,13.2,12.8,12.8,2298550
AEONTS,20030117,23.6,24,22.4,22.6,1402000
AH,20030117,6.8997,6.9963,6.6585,6.755,1469430
AJ,20030117,7.1,7.1,7.05,7.1,77500
AMANAH,20030117,1.0697,1.0697,1.0423,1.0423,1987890
AMARIN,20030117,8.8,8.8,8.8,8.8,3000
AMATA,20030117,3.98,3.98,3.88,3.92,5940000
AP,20030117,4.4,4.475,4.25,4.275,5245000
APURE,20030117,1.6889,1.6978,1.6889,1.6889,146025
AQ,20030117,6.4061,6.4499,6.0989,6.1428,11480171
ASIMAR,20030117,1.55,1.55,1.51,1.51,30100
ASP,20030117,3.625,3.625,3.5,3.525,5491000
AYUD,20030117,140,140,140,140,5300
BAFS,20030117,6.9559,6.9559,6.581,6.581,4039164
BANPU,20030117,35,35,34.25,34.25,836100
BAT-3K,20030117,39,39.25,39,39.25,3700
BAY,20030117,7.35,7.35,7.2,7.25,3127562
BBL,20030117,54.5,56,54.5,54.5,1624620
BCP,20030117,4.28,4.28,4.12,4.12,1183800
BDMS,20030117,2.9,2.9,2.9,2.9,13103
BEC,20030117,20.8,20.8,20.6,20.6,713000
BFIT,20030117,6.65,6.65,6.65,6.65,2180
BIGC,20030117,17.6,17.6,17.3,17.4,39110
BKI,20030117,136,136,134.667,134.667,6150
BLAND,20030117,0.324,0.328,0.318,0.32,14812000
BROOK,20030117,0.36,0.37,0.34,0.36,2003900
CCET,20030117,3.325,3.325,3.225,3.225,1032000
CENTEL,20030117,1.7232,1.7378,1.7232,1.7378,108200
CFRESH,20030117,5.05,5.15,5.05,5.1,196200
CHOTI,20030117,90,90,90,90,1000
CHUO,20030117,7.45,7.45,7.45,7.45,500
CI,20030117,5.45,5.45,5.2,5.25,1239200
CIMBT,20030117,4.0429,4.0645,3.9781,3.9997,6287467
CK,20030117,1.26,1.27,1.24,1.25,321000
CM,20030117,3.657,3.657,3.657,3.657,5503
CNS,20030117,36.75,36.75,35,35.5,468000
CPF,20030117,4.3,4.3,4.22,4.26,12751732
CPH,20030117,4.42,4.42,4.42,4.42,15000
CPI,20030117,4.6298,4.6298,4.5717,4.591,228790
CPL,20030117,35.75,35.75,35.5,35.75,17600
CPN,20030117,5.25,5.3,5.15,5.2,1107000
CSC,20030117,11.7,11.7,11.1,11.2,460400
CSR,20030117,31,31,31,31,1900
CTW,20030117,7.6,7.65,7.55,7.6,59500
CWT,20030117,5.75,5.75,5.3,5.3,50800
DCC,20030117,10.9,11,10.8,11,8752400
DELTA,20030117,29.75,29.75,29.25,29.25,950210
DRACO,20030117,1.9,1.94,1.9,1.92,21100
DTC,20030117,38.5,39,38.25,39,1800
EARTH,20030117,4.6,4.6,4.28,4.36,4236000
EASTW,20030117,3.2,3.225,3.2,3.2,144000
EGCO,20030117,37.75,37.75,37.25,37.5,157200
ERW,20030117,1.9333,1.95,1.8833,1.9,3707400
ESTAR,20030117,0.57,0.58,0.555,0.555,3404800
FANCY,20030117,10,10.1,10,10,6800
FE,20030117,193,193,193,193,100
FER,20030117,5.8,5.8,5.45,5.5,24918000
FMT,20030117,31.25,31.25,31.25,31.25,1000
FNS,20030117,23.1,23.2,22,22.2,1934600
GENCO,20030117,0.77,0.77,0.76,0.76,745500
GFPT,20030117,2.7632,2.7632,2.7472,2.7632,1106600
GOLD,20030117,9.95,10,9.6,9.7,2964800
GRAMMY,20030117,18.8,18.8,18.4,18.5,334200
HANA,20030117,13.7,13.8,13.7,13.8,238250
HMPRO,20030117,0.6471,0.6471,0.6296,0.6296,3878223
HTC,20030117,4.56,4.6,4.42,4.42,91100
ICC,20030117,250,254,250,254,2000
IEC,20030117,0.058,0.058,0.055,0.056,6230000
INET,20030117,4.24,4.34,4.24,4.28,220000
INTUCH,20030117,11,11.1,10.8,11,776400
IRC,20030117,5.45,5.5,5.4,5.5,30000
IRPC,20030117,1.5716,1.5813,1.5134,1.5134,7832305
ITD,20030117,2.3,2.3,2.24,2.27,8629500
JAS,20030117,0.204,0.206,0.2,0.2,14907000
JUTHA,20030117,1.96,1.97,1.96,1.96,40000
KBANK,20030117,28.75,29,28.25,28.5,2994590
KCE,20030117,3.8816,3.8816,3.8039,3.8234,358101
KGI,20030117,1.43,1.4368,1.3821,1.3821,23505778
KKP,20030117,33.25,33.25,32.5,32.5,1196510
KTB,20030117,7.95,7.95,7.7,7.8,8717089
KTC,20030117,9.68,10.1829,9.4286,9.8686,8181727
KWG,20030117,6.1,6.1,5.7,6,25500
KYE,20030117,50,50,50,50,800
LALIN,20030117,6.35,6.35,6,6.1,7510000
LANNA,20030117,3.825,3.825,3.825,3.825,64000
LEE,20030117,2.3333,2.36,2.3333,2.36,39750
LH,20030117,8.55,8.65,8.5,8.55,10410470
LOXLEY,20030117,0.8,0.8,0.77,0.78,4903000
LPN,20030117,2.1697,2.19,2.1292,2.1697,24239588
LRH,20030117,20.4852,20.6016,20.4852,20.6016,16355948
LST,20030117,1.65,1.65,1.65,1.65,2000
LTX,20030117,37,37.5,36.75,36.75,4500
MAJOR,20030117,15,15,14.9,15,595000
MAKRO,20030117,34,34,34,34,780200
MALEE,20030117,3.4,3.56,3.2,3.46,17000
MATI,20030117,6.5,6.5,6.2,6.2,53000
MBK,20030117,34,34,34,34,13700
METCO,20030117,148,148,146,146,6500
MINT,20030117,1.9893,2.0074,1.9893,1.9893,48800
MK,20030117,1.42,1.45,1.38,1.4,50760000
MODERN,20030117,21.5,21.5,21.5,21.5,52200
MPIC,20030117,2.3642,2.3642,2.284,2.3241,2163500
MSC,20030117,1.78,1.84,1.76,1.81,1287000
NEP,20030117,0.68,0.7,0.68,0.68,718000
NMG,20030117,12.5,12.6,12.4,12.4,171200
NOBLE,20030117,9.3,9.35,8.95,9,9406100
NPK,20030117,5.5,5.5,5.5,5.5,5010
NWR,20030117,2.4048,2.4288,2.3086,2.347,12426386
OGC,20030117,63.5,63.5,62,62,2900
PAF,20030117,4.7625,4.7625,4.7154,4.7154,98613
PB,20030117,20.7568,21.3614,20.3538,20.3538,286568
PDI,20030117,11.2,11.2,11.1,11.2,91500
PF,20030117,9.45,9.45,9.2,9.3,360800
PL,20030117,2.525,2.525,2.5,2.5,583000
PLE,20030117,5.5664,5.7445,5.4328,5.4328,6022175
PR,20030117,81,82,81,82,4000
PRANDA,20030117,5.3,5.3,5.15,5.2,294200
PSL,20030117,1,1,0.99,0.99,150000
PTT,20030117,42,42.25,41.75,41.75,2415141
PTTEP,20030117,26,26.2,26,26,2355000
QH,20030117,1.49,1.51,1.47,1.48,5307580
RAM,20030117,77,78,76.5,76.5,10400
RATCH,20030117,18.1,18.4,18.1,18.3,877800
RCI,20030117,1.48,1.58,1.47,1.56,2730000
RCL,20030117,5.05,5.05,5.05,5.05,183000
RML,20030117,0.6009,0.6009,0.5812,0.593,2442458
ROBINS,20030117,2.68,2.72,2.6,2.6,1245000
ROJNA,20030117,3.5,3.5,3.45,3.5,396000
SAMART,20030117,0.95,0.955,0.945,0.955,316000
SAMCO,20030117,2.18,2.18,2.18,2.18,169000
SAMTEL,20030117,0.675,0.675,0.675,0.675,49000
SAUCE,20030117,66,66,66,66,100
SAWANG,20030117,14.5,14.5,14.5,14.5,500
SCB,20030117,32.75,32.75,32,32.5,698734
SCC,20030117,128.6,128.6,125,125.6,335750
SCCC,20030117,212,212,206,206,24700
SCP,20030117,5.1,5.15,4.9,4.9,157100
SE-ED,20030117,5.8,5.8,5.8,5.8,22000
SF,20030117,1.1877,1.1877,1.126,1.1372,1744212
SFP,20030117,73,73,73,73,1500
SIAM,20030117,1.8,1.8,1.8,1.8,24000
SINGER,20030117,5.15,5.15,5.15,5.15,4000
SIRI,20030117,4.1905,4.3792,4.1527,4.3037,19094782
SITHAI,20030117,8.4,8.45,8.3,8.4,1598900
SKR,20030117,3.7,3.78,3.7,3.72,205500
SMK,20030117,31.25,31.25,31.25,31.25,2572
SMPC,20030117,8,8,8,8,15100
SNP,20030117,23.9,23.9,23.9,23.9,5000
SPALI,20030117,2.9,2.92,2.8,2.86,23210800
SPC,20030117,6.3,6.3,6.3,6.3,5000
SPI,20030117,81,81,81,81,200
SSC,20030117,20.2,20.2,20,20.2,24000
SSF,20030117,2.1221,2.1221,2.0536,2.0536,16069
SSI,20030117,0.885,0.895,0.87,0.88,31702000
SSSC,20030117,3.5337,3.5337,3.5337,3.5337,1499
STA,20030117,2.7772,2.8015,2.7772,2.7772,424855
STANLY,20030117,70,70.5,69,70.5,64860
STEC,20030117,4.34,4.36,4.22,4.22,630600
STHAI,20030117,1.45,1.48,1.45,1.46,2024400
STPI,20030117,2.26,2.26,2.18,2.18,182500
SUC,20030117,18.1,18.1,17.8,17.9,183600
SUSCO,20030117,0.71,0.71,0.7,0.7,2237300
SVH,20030117,8.8,8.8,8.8,8.8,200
SVI,20030117,0.705,0.71,0.7,0.705,643000
SVOA,20030117,0.91,0.915,0.91,0.91,340000
TASCO,20030117,24,24.1,23.6,23.8,212100
TC,20030117,14,14,13.7,13.8,8900
TCAP,20030117,14.5,14.6,14.3,14.5,10019660
TCB,20030117,9.8,9.8,9.75,9.75,5000
TCC,20030117,4.2,4.2,4,4,204500
TCCC,20030117,4.66,4.66,4.62,4.62,10000
TCJ,20030117,23.9,24,23.9,24,1100
TCMC,20030117,5.5058,5.5058,5.5058,5.5058,37734
TCOAT,20030117,10.6,10.6,10.2,10.2,14700
TEAM,20030117,0.497,0.497,0.497,0.497,28166
TF,20030117,242,242,242,242,100
TFD,20030117,0.66,0.66,0.636,0.64,1736830
TFI,20030117,0.4358,0.4358,0.4145,0.4145,44177476
TGCI,20030117,4.35,4.5,4.35,4.5,2759000
TH,20030117,0.505,0.505,0.492,0.498,340000
THAI,20030117,31.5,31.5,31,31,79000
THANI,20030117,1.93,1.94,1.86,1.86,10872500
THCOM,20030117,7.75,7.75,7.35,7.4,4827220
THIP,20030117,23.6,23.6,23.6,23.6,1000
THRE,20030117,3.7,3.7,3.7,3.7,20000
TICON,20030117,2.72,2.74,2.68,2.74,243000
TIP,20030117,10.5,10.5,10.5,10.5,10000
TIPCO,20030117,2.5,2.55,2.49,2.5,196000
TISCO,20030117,21.8,22,21.6,21.7,4815538
TIW,20030117,77.5,77.5,77,77,4300
