<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ADVANC,20000713,39,39,38,38,142000
AFC,20000713,4.3,4.3,4.3,4.3,7600
AMATA,20000713,0.5,0.5,0.4,0.42,1340000
AP,20000713,0.29,0.31,0.29,0.29,1305000
APURE,20000713,2.0444,2.0444,2.0444,2.0444,14625
ASIA,20000713,8.6,8.6,8.6,8.6,800
ASIAN,20000713,2.2,2.2,2.1,2.175,249999
ASP,20000713,1.7,1.75,1.675,1.7,579000
AYUD,20000713,93,93.5,93,93.5,2500
BANPU,20000713,17.75,17.75,17.25,17.25,630600
BAT-3K,20000713,22.75,22.75,22.25,22.25,2200
BAY,20000713,6.8,6.8,6.7,6.7,1440300
BBL,20000713,31.25,31.5,30.75,31.25,575000
BCP,20000713,6.6,6.7,6.6,6.6,13500
BEC,20000713,24.6,24.6,24.4,24.6,1320000
BIG,20000713,16.75,16.75,16.75,16.75,2000
BIGC,20000713,16.25,16.25,15.5,15.5,412200
BJC,20000713,3.2,3.425,3.2,3.425,1400
BLAND,20000713,0.3,0.3,0.3,0.3,561000
BTNC,20000713,11,11,11,11,200
BTS,20000713,1.6953,1.6953,1.6953,1.6953,402415
CENTEL,20000713,1.077,1.077,1.077,1.077,13700
CHOTI,20000713,127,127,127,127,500
CK,20000713,1.35,1.35,1.325,1.35,145000
CM,20000713,2.4531,2.4531,2.4531,2.4531,33018
CNS,20000713,15,15,14.5,14.75,114600
CPF,20000713,5.25,5.25,5.2,5.2,572000
CPH,20000713,3.1,3.1,3,3,60300
CTW,20000713,9.625,9.75,9.5,9.5,27400
DCC,20000713,0.98,0.98,0.98,0.98,13000
DELTA,20000713,30.2,31.2,30,30.8,2515000
DRACO,20000713,2.1,2.1,2.025,2.025,159500
EASTW,20000713,2.875,2.975,2.875,2.95,1020000
EGCO,20000713,30.75,30.75,29.75,30,742300
ERW,20000713,1,1,0.9833,0.9833,138000
ESTAR,20000713,0.4,0.4,0.4,0.4,114000
FMT,20000713,23.25,23.25,22.5,22.5,18000
GFPT,20000713,0.4728,0.4728,0.4664,0.4728,206920
GOLD,20000713,5.2,5.2,5.1,5.1,36000
GRAMMY,20000713,9.95,10.3,9.9,10.2,328000
HANA,20000713,31.2,31.6,30.8,31.4,2201000
IEC,20000713,0.065,0.066,0.065,0.066,24800000
INTUCH,20000713,19.1,19.3,18.4,18.4,975000
IRC,20000713,1.675,1.675,1.675,1.675,1000
IRPC,20000713,2.4738,2.4738,2.3768,2.3768,3425424
ITD,20000713,1.875,1.875,1.85,1.85,445000
JAS,20000713,1.075,1.075,1.05,1.05,8361000
KBANK,20000713,26.5,26.5,26.25,26.25,456000
KCE,20000713,8.1513,8.2289,8.0737,8.1513,942915
KGI,20000713,1.3684,1.4026,1.3,1.4026,25945666
KKP,20000713,15.75,15.75,15.25,15.25,550600
KTB,20000713,12.75,13,12.5,12.5,1540140
KYE,20000713,67,67,64,64,500
