<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19971014,2.7,2.7,2.7,2.7,3000
ACC,19971014,15.6,15.6,15.5,15.5,8000
ADVANC,19971014,24.2,25,24.2,24.8,161000
AMARIN,19971014,1.975,1.975,1.95,1.95,49000
ASIMAR,19971014,2.0031,2.0031,1.9315,1.9315,56612
ASP,19971014,2.625,2.7,2.625,2.65,312000
BANPU,19971014,102.95,102.95,94.43,98.36,287000
BAT-3K,19971014,35,35.5,35,35.5,5000
BAY,19971014,41.904,42.336,39.744,39.744,569328
BBL,19971014,130,132,123,123,945750
BCP,19971014,10.25,10.25,10,10,57300
BDMS,19971014,1.9079,1.9079,1.9079,1.9079,39310
BEC,19971014,23.8,24.4,23.8,23.8,534000
BFIT,19971014,20.625,23.5,20.625,23.5,10000
BH,19971014,2.8,2.8,2.8,2.8,20000
BIGC,19971014,9.8,10.5,9.7,10.5,1994700
BJC,19971014,5.5,5.55,5.5,5.55,800
BKI,19971014,181.33,181.33,181.33,181.33,2250
BLAND,19971014,0.45,0.46,0.45,0.46,712000
BTNC,19971014,7.7,7.7,7.7,7.7,300000
BTS,19971014,5.0858,5.0858,4.9916,4.9916,62645
CEN,19971014,0.41,0.44,0.41,0.44,29000
CHARAN,19971014,22.5,22.5,22.5,22.5,100
CIMBT,19971014,8.1075,8.1075,8.1075,8.1075,308
CK,19971014,8.35,8.35,8.2,8.3,190000
CNS,19971014,14.25,14.5,13.5,13.5,401498
CNT,19971014,1.1,1.2,1.1,1.2,80100
CPF,19971014,4.05,4.05,3.9967,4.0234,1064000
CPH,19971014,48.75,48.75,48.75,48.75,100
CPN,19971014,2.3799,2.3799,2.3799,2.3799,7227
CSC,19971014,10,10,10,10,500
CSR,19971014,28.75,31.5,28.75,31.5,1600
CTW,19971014,12.2272,12.3051,12.1493,12.1493,15087
DELTA,19971014,37.4,37.8,37.4,37.8,71000
DRACO,19971014,2.825,2.925,2.775,2.925,98500
DTC,19971014,32.5,32.5,32,32.5,13000
DTCI,19971014,3.8,3.8,3.8,3.8,7700
EASTW,19971014,4.3,4.4,4.3,4.4,81000
EGCO,19971014,62,62,60,60,79680
EMC,19971014,16.75,16.75,16.75,16.75,1000
EPCO,19971014,1.275,1.425,1.275,1.425,84000
ERW,19971014,1.3546,1.3745,1.3546,1.3745,21083
EVER,19971014,1.2284,1.2284,1.2284,1.2284,5992
FANCY,19971014,0.8833,0.8833,0.8833,0.8833,4200
FE,19971014,90,90,90,90,800
GEL,19971014,1.1258,1.1258,1.1258,1.1258,24373
GFPT,19971014,0.4025,0.4025,0.3642,0.3642,13820870
GJS,19971014,4.7,5.2,4.7,5.2,96200
GLAND,19971014,15,15,15,15,2800
GOLD,19971014,1.8,1.9,1.8,1.9,200
GRAMMY,19971014,29.8,30,29.6,29.8,74000
HANA,19971014,6.3574,6.8961,6.3035,6.8961,1319697
IEC,19971014,0.1175,0.1275,0.1175,0.1225,105110000
IFEC,19971014,1.45,1.475,1.425,1.45,58690
INTUCH,19971014,10.5252,10.5252,10.0266,10.1374,613766
IRC,19971014,0.4,0.4,0.4,0.4,660
IRPC,19971014,4.0745,4.22,4.0745,4.123,178577
ITD,19971014,7,7,7,7,92000
JAS,19971014,3.1,3.125,3.1,3.125,6835000
JUTHA,19971014,4.1,4.3,4,4,40200
KAMART,19971014,1.4191,1.4191,1.4191,1.4191,31868
KBANK,19971014,63.1532,64.1452,61.1694,61.1694,1690059
KC,19971014,37.8984,37.8984,37.6406,37.6406,484
KCE,19971014,8.552,8.6982,8.3328,8.3328,79349
KGI,19971014,2.57,2.6121,2.4436,2.4857,2620726
KTB,19971014,21.75,22.5,20.75,21,2100510
KYE,19971014,37,40,33.75,40,34300
LANNA,19971014,17.6,17.6,17.5,17.6,106000
LEE,19971014,0.1733,0.1733,0.1667,0.17,1065000
LH,19971014,4,4,3.95,4,4295880
LOXLEY,19971014,3.4,3.425,3.4,3.4,55000
MAKRO,19971014,58.5,59.5,58,58,138300
MALEE,19971014,22.25,22.5,22,22,48900
MATI,19971014,4.7,4.7,4.7,4.7,11000
MAX,19971014,15,15,14.8,14.9,19000
MBK,19971014,20.25,20.5,19.75,20.25,43800
MDX,19971014,2.7,2.8,2.6,2.8,11500
METCO,19971014,26.5,28.75,26.5,27.5,126600
MFC,19971014,10.4,10.4,10.4,10.4,10000
MINT,19971014,1.0625,1.0625,0.9946,1.0625,70400
MSC,19971014,0.65,0.76,0.65,0.76,35000
NEP,19971014,0.15,0.17,0.15,0.15,250000
NMG,19971014,30.25,34,29.75,34,57100
NPP,19971014,13.5,14,13.5,14,6800
NTV,19971014,23,23,23,23,1700
OGC,19971014,7.3,7.3,7.3,7.3,1500
PAF,19971014,1.8034,1.9095,1.7504,1.883,10308432
PDI,19971014,8.4,9.3,8.4,9,1063484
PF,19971014,3.5,3.5,3.4,3.5,190100
PG,19971014,0.4822,0.4822,0.4822,0.4822,4645
PK,19971014,0.8,0.8,0.8,0.8,60000
PL,19971014,0.63,0.63,0.63,0.63,50000
PTTEP,19971014,40.2,40.2,40,40,1001000
QH,19971014,1.44,1.56,1.42,1.52,2652000
RAM,19971014,16.5,16.5,16.25,16.25,1000
RCI,19971014,0.36,0.36,0.36,0.36,5000
RCL,19971014,6.4,6.4,6.4,6.4,540000
RML,19971014,0.1192,0.1192,0.1192,0.1192,427777
ROBINS,19971014,4.7,5.1,4.6,4.8,707500
ROJNA,19971014,11,11,11,11,1000
SAMART,19971014,5.65,5.75,5.55,5.75,104510
SAMCO,19971014,1.025,1.025,1.025,1.025,2000
SAMTEL,19971014,3.85,3.875,3.8,3.85,52000
SAWANG,19971014,9,9.2,8.9,9.2,34400
SCB,19971014,87.2131,89.0492,83.541,83.541,1032448
SCC,19971014,40.2,40.2,40.2,40.2,933000
SCCC,19971014,114,116,109,109,31640
SCP,19971014,1.6,1.8,1.6,1.8,62500
SE-ED,19971014,2.5312,2.5312,2.4603,2.5312,23240
SINGER,19971014,5.15,5.15,5.1,5.1,33000
SITHAI,19971014,19,19,18,18.25,382200
SKR,19971014,1,1,0.8,1,61800
SNP,19971014,4.8,4.8,4.8,4.8,200
SPALI,19971014,0.42,0.43,0.41,0.41,384000
SPC,19971014,5.3,5.3,5.3,5.3,5000
SSC,19971014,30.8,32,30.8,31,304000
SSI,19971014,0.26,0.26,0.25,0.25,14284000
STA,19971014,4.4581,4.4824,4.4337,4.4581,160090
STANLY,19971014,17.5,18.625,17.5,18.625,76600
SUC,19971014,29.25,29.25,28,28,11100
SUSCO,19971014,0.2,0.22,0.2,0.22,765500
SVOA,19971014,0.46,0.46,0.44,0.44,100000
SYNTEC,19971014,2.4264,2.4264,2.4264,2.4264,4000
TASCO,19971014,113,113,112,112,27000
TC,19971014,6.9,6.9,6.9,6.9,10500
TCAP,19971014,24.1607,24.8929,22.4524,22.6964,3265858
TCC,19971014,1.7,1.7,1.7,1.7,3800
TCJ,19971014,100,104,100,104,800
TFD,19971014,1.2154,1.2154,1.2154,1.2154,10901
TFI,19971014,0.313,0.3339,0.3026,0.3339,488799
TGCI,19971014,1.475,1.5,1.475,1.5,322000
THAI,19971014,56.5,56.5,54,54.5,57500
THCOM,19971014,9.625,9.75,9.25,9.25,1486800
THL,19971014,0.7818,0.7818,0.7818,0.7818,4297
THRE,19971014,6.5,6.5,6.5,6.5,170000
TIP,19971014,2.4,2.4,2.4,2.4,30000
TISCO,19971014,71,75,71,75,1000
TLUXE,19971014,0.9655,0.9655,0.9655,0.9655,37000
TMB,19971014,17.3081,17.5117,16.4936,16.6972,1236640
TNL,19971014,1.975,2.1,1.975,2,294000
TPIPL,19971014,7.3,7.6,7.2,7.3,275600
TRITN,19971014,2.3664,2.3664,2.3307,2.3426,1691
TRUE,19971014,29.5,29.5,28.75,28.75,359206
TSTE,19971014,3.95,3.95,3.95,3.95,10000
TTA,19971014,0.7729,0.7729,0.7456,0.7729,152864
TU,19971014,4.7,4.75,4.7,4.75,587000
TVO,19971014,1.46,1.46,1.44,1.44,182500
TWP,19971014,15.5,16,15.5,16,3800
U,19971014,6.175,7.7188,6.175,7.7188,18993
UPOIC,19971014,2.975,3.025,2.95,3.025,73000
VARO,19971014,8.0869,8.0869,8.0869,8.0869,110
VIBHA,19971014,0.65,0.7,0.65,0.7,11000
VNT,19971014,2,2.2,2,2.2,801500
ZMICO,19971014,0.65,0.67,0.65,0.67,410000
$AGRI,19971014,39.14,39.26,39.05,39.18,1026700
$BANK,19971014,501.75,509.92,482.73,482.73,13117300
$COMM,19971014,1806.21,1820.39,1802.01,1806.95,2847300
$ENERG,19971014,5781.16,5792.57,5643.73,5658.1,2010900
$ETRON,19971014,702.5,717.36,702.3,717.36,691400
$FIN,19971014,2230.4,2266.45,2186.15,2191.19,21296100
$FOOD,19971014,1545.91,1561.42,1524.65,1553.68,163700
$HELTH,19971014,104.55,105.4,104.14,104.66,94900
$INSUR,19971014,2782.46,2782.86,2781.53,2781.53,21600
$MINE,19971014,9.15,9.84,9.07,9.61,1064300
$PKG,19971014,937.17,942.09,936.6,937.08,93600
$PROF,19971014,152.71,154.37,152.71,154.37,800
$PROP,19971014,210.71,210.71,207.49,209.66,2643100
