<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19930322,27.9842,30.1204,27.9842,29.0523,52508
ADVANC,19930322,11.7371,11.8728,11.6014,11.6014,3248600
AFC,19930322,32.5,33,32.5,32.75,22700
AHC,19930322,39.15,39.15,38.0625,39.15,9517
AJ,19930322,3.45,3.45,3.35,3.35,162000
AMARIN,19930322,10.8426,10.9532,10.7319,10.7872,437460
AP,19930322,9.2558,9.5576,9.2558,9.2558,11927
ASIA,19930322,53,55,53,53,13500
ASP,19930322,6.129,6.227,6.08,6.08,1972000
AYUD,19930322,226,228,226,228,2800
BANPU,19930322,50.75,50.75,50.43,50.43,48900
BAY,19930322,58.9495,59.3373,57.786,58.1738,1219079
BBL,19930322,121,122,118,118,1958810
BFIT,19930322,116.359,117.728,113.621,113.621,39446
BH,19930322,18.0929,18.0929,18.0929,18.0929,128780
BIG,19930322,47,47,47,47,2100
BKI,19930322,216.479,217.374,216.479,217.374,16767
BLAND,19930322,8.45,8.55,8.35,8.4,1469000
BTNC,19930322,34.5,34.5,34.5,34.5,5000
BTS,19930322,58.8633,58.8633,56.9797,57.4506,251961
CEN,19930322,3.3132,3.3372,3.3132,3.3372,39560
CENTEL,19930322,2.4825,2.4825,2.446,2.446,408100
CHARAN,19930322,128,128,125,125,3200
CM,19930322,3.5881,3.7249,3.554,3.554,6693906
CNS,19930322,58.5586,59.1441,57.3874,57.3874,271179
CNT,19930322,61.8644,62.2535,60.3081,60.3081,23902
CPF,19930322,5.3289,5.4355,5.3289,5.3289,2876740
CPH,19930322,63.3112,63.6497,62.634,62.634,247810
CSR,19930322,58,58,58,58,100
CTW,19930322,32.507,32.507,31.8003,32.1536,19244
CWT,19930322,25.75,26.25,24.75,24.75,947000
DCC,19930322,3.6,3.6,3.575,3.575,3000
DTCI,19930322,78.5,78.5,78.5,78.5,1000
EE,19930322,7.35,7.4,7.2,7.25,669000
ERW,19930322,8.3521,8.3521,8.0399,8.118,593148
FE,19930322,218,218,210,210,600
GEL,19930322,9.9946,10.1095,9.8798,9.8798,230238
GFPT,19930322,2.1722,2.1722,2.1243,2.1243,2649910
HANA,19930322,3.7174,3.7174,3.5019,3.5289,761007
HTC,19930322,9.48,9.48,9.48,9.48,83718
ICC,19930322,457.308,457.308,457.308,457.308,448
IEC,19930322,1.2283,1.2283,1.2007,1.2076,10578600
IFEC,19930322,2.647,2.647,2.6126,2.6126,42170
INTUCH,19930322,9.1741,9.23,8.7825,8.8944,8080142
JCT,19930322,34.4928,34.8986,34.4928,34.6957,3203
JUTHA,19930322,40.7952,40.7952,39.5069,39.5069,52859
KBANK,19930322,57.929,58.4581,57.1355,57.1355,1812078
KCE,19930322,4.9704,5.3359,4.9339,5.3359,863263
KDH,19930322,45,45.5,43,43,29850
KGI,19930322,16.7935,16.7935,16.4621,16.4621,582890
KKC,19930322,5.1523,5.1523,4.915,4.9829,392357
KKP,19930322,116,116,111.429,111.429,114100
KTB,19930322,36.8498,38.0013,36.274,36.8498,11987437
KWG,19930322,174.956,178.719,173.075,178.719,17169
LEE,19930322,3.7667,3.8333,3.7333,3.8333,69000
LH,19930322,15.8571,15.8571,15.7352,15.7352,1741297
LTX,19930322,36.25,36.25,36.25,36.25,1600
MALEE,19930322,109.996,109.996,106.68,108.338,155586
MATI,19930322,14.4397,14.4397,14.4397,14.4397,1140
MDX,19930322,121,122,120,121,166200
METCO,19930322,71.5,71.5,69,71.5,26700
MFC,19930322,30.2,30.2,29.8,29.8,151000
MINT,19930322,1.0625,1.0625,1.0398,1.0625,1557400
MK,19930322,9.6394,9.7358,9.4948,9.7358,144199
MODERN,19930322,97.5758,98.6364,97.0455,97.0455,457097
NC,19930322,51.9539,51.9539,51.9539,51.9539,204
NEP,19930322,2.175,2.175,2.125,2.125,521000
NKI,19930322,60.8516,60.8516,60.8516,60.8516,2662
NMG,19930322,100,100,99,100,11200
NPK,19930322,42,42.5,40.5,42,4100
OCC,19930322,84,84,83,83,1800
PAF,19930322,6.6303,6.6303,6.4313,6.4976,152332
PDI,19930322,47.95,48.4067,47.4933,47.95,77321
PE,19930322,72.5193,72.5193,71.0832,71.8012,5836
PG,19930322,3.2722,3.2722,3.2722,3.2722,4633
PK,19930322,13.7,13.8,13.6,13.8,225000
POLAR,19930322,7.3501,7.3501,7.1641,7.1641,56150
PR,19930322,25.6191,25.6191,25.1135,25.1135,24917
PRANDA,19930322,28.6,28.6,27.6,27.6,116000
QH,19930322,7.571,7.571,7.4358,7.4358,738181
RAM,19930322,69.5,69.5,68.5,69,15700
RCI,19930322,6.157,6.157,6.107,6.107,36000
RCL,19930322,9.9559,10.0251,9.7485,9.9559,798390
ROBINS,19930322,49.68,49.68,49.41,49.41,23400
S&J,19930322,61.369,61.369,60.9337,60.9337,919
SAWANG,19930322,47,47,47,47,500
SCB,19930322,125.771,127.607,123.934,124.853,1036858
SCC,19930322,40.6,40.8,40,40,299700
SCCC,19930322,114.31,116.989,113.416,116.989,75248
SCP,19930322,31,31,30.5,30.5,4900
