<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19950425,14.1311,14.1311,13.8239,14.1311,16357
ADVANC,19950425,34.4,34.6,34,34.2,2195890
AFC,19950425,18,18,18,18,13000
AHC,19950425,51,51.5,50,50,8400
AJ,19950425,1.625,1.7,1.625,1.675,32000
ALUCON,19950425,116,116,116,116,1000
AMARIN,19950425,4.125,4.125,4.125,4.125,2000
APURE,19950425,21.7778,21.7778,21.5556,21.5556,6187
ASIA,19950425,18.5,18.75,18.25,18.5,40900
ASIAN,19950425,3.825,3.9,3.825,3.9,24000
ASP,19950425,4.75,4.75,4.6,4.65,1068000
AYUD,19950425,163,170,163,170,700
BANPU,19950425,152.13,152.13,150.82,150.82,29000
BAT-3K,19950425,63,63,62.5,62.5,34700
BAY,19950425,75.2382,76.7895,75.2382,76.7895,148649
BBL,19950425,180,180,179,180,246500
BCP,19950425,43,44.75,43,44.5,1011200
BDMS,19950425,3.6153,3.6415,3.6153,3.6153,43896
BFIT,19950425,101,102,101,102,3000
BH,19950425,9.2274,9.2274,9.2274,9.2274,16581
BIG,19950425,32.75,32.75,32.75,32.75,400
BIGC,19950425,14.7475,14.7475,14.7475,14.7475,4231
BJC,19950425,5.85,5.85,5.7,5.8,8200
BLAND,19950425,3,3.025,2.975,2.975,3712000
BTS,19950425,28.4899,28.4899,28.2544,28.4899,95029
CEN,19950425,2.4489,2.4489,2.4009,2.4489,253030
CFRESH,19950425,3.8336,3.8336,3.8336,3.8336,5999
CHARAN,19950425,87,87,87,87,200
CNS,19950425,41,41,39.5,40,20600
CNT,19950425,39.0116,41.0648,38.6694,41.0648,3506
CPF,19950425,7.727,7.727,7.4605,7.4605,532938
CPH,19950425,60.5,60.5,58.5,60,43100
CPI,19950425,2.867,2.867,2.8282,2.8282,19358
CPL,19950425,25.25,26.25,25.25,26,3000
CPN,19950425,2.7397,2.8227,2.7397,2.8227,187903
CSC,19950425,47.5,50,47.5,50,6300
CWT,19950425,15.875,16.25,15.75,15.75,45200
DCC,19950425,5.6,5.65,5.45,5.5,436000
DRACO,19950425,4.55,4.65,4.55,4.6,1700
DTC,19950425,42.8364,43.7883,42.8364,43.7883,11030
