<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CHINA,20101222,7.48,7.48,7.47,7.47,95100
ENGY,20101222,5.3,5.3,5.25,5.3,136100
TDEX,20101222,7.06,7.1,7.06,7.1,118900
A,20101222,3.64,3.66,3.6,3.66,110000
ACAP,20101222,5.25,5.3,5.15,5.15,9500
ACC,20101222,2.4,2.42,2.4,2.42,35000
ADAM,20101222,0.97,0.97,0.97,0.97,1200
ADVANC,20101222,87.75,87.75,86.75,86.75,2014000
AEC,20101222,2.62,2.62,2.62,2.62,100
AEONTS,20101222,31.75,31.75,31.5,31.5,180100
AFC,20101222,6.25,6.25,6.15,6.15,3000
AGE,20101222,13.4,13.4,13.1,13.1,2761300
AH,20101222,15.9,15.9,15.8,15.9,430800
AHC,20101222,68,68.25,68,68.25,3500
AI,20101222,3.88,3.92,3.84,3.9,2207900
AIT,20101222,44,44,43.75,43.75,50400
AJ,20101222,30.25,31,29.5,31,6896000
AKR,20101222,1.2,1.23,1.19,1.21,12606300
AMANAH,20101222,1.01,1.01,1,1.01,775600
AMARIN,20101222,12.2,12.2,12.1,12.2,43600
AMATA,20101222,14.4,14.7,14.2,14.3,6689600
AMC,20101222,1.98,1.99,1.96,1.97,52200
AOT,20101222,39,39,38.5,38.75,795300
AP,20101222,6.15,6.2,6,6,9501700
APURE,20101222,0.83,0.83,0.83,0.83,361200
AQ,20101222,0.54,0.54,0.53,0.53,1220100
AQUA,20101222,0.47,0.49,0.46,0.49,695100
ARIP,20101222,1.82,1.84,1.73,1.76,46288200
AS,20101222,10.1,10.2,10.1,10.2,26300
ASIAN,20101222,3.46,3.5,3.44,3.46,109600
ASIMAR,20101222,0.72,0.72,0.72,0.72,28800
ASK,20101222,8.9,9,8.9,9,26300
ASP,20101222,2.76,2.78,2.74,2.74,2482900
AYUD,20101222,18.2,18.2,18.2,18.2,10400
BAFS,20101222,10.8,10.8,10.7,10.7,106100
BANPU,20101222,778,782,772,774,901250
BAT-3K,20101222,62.5,62.5,62.5,62.5,100
BAY,20101222,24.8,25.25,24.7,24.9,28939800
BBL,20101222,145.5,147.5,144.5,147,3721100
BCH,20101222,6.45,6.6,6.45,6.45,1978300
BCP,20101222,17.7,17.7,17.3,17.4,3731700
BDMS,20101222,47.75,48.5,47,47.75,6214300
BEC,20101222,31,31.25,30.5,30.75,1158500
BGT,20101222,1.74,1.74,1.74,1.74,100
BH,20101222,32.5,32.5,31.25,31.5,785200
BIGC,20101222,83.75,84.5,83.75,83.75,1276200
BJC,20101222,18.2,18.3,18.1,18.2,222700
BKI,20101222,244,245,242,242,39500
BLA,20101222,29.5,30.5,29.25,29.75,3714200
BLAND,20101222,0.7,0.71,0.69,0.7,15345700
BLISS,20101222,0.05,0.05,0.05,0.05,7463700
BOL,20101222,1.32,1.32,1.31,1.31,5000
BROCK,20101222,0.8,0.8,0.74,0.74,2168900
BROOK,20101222,1.15,1.17,1,1.07,36452900
BSBM,20101222,1.48,1.48,1.45,1.45,307400
BSM,20101222,0.81,0.81,0.8,0.8,4100
BTC,20101222,0.41,0.41,0.4,0.4,53000
BTNC,20101222,14.8,14.8,14.8,14.8,200
BTS,20101222,0.81,0.82,0.8,0.82,86067100
BWG,20101222,1.6,1.66,1.6,1.61,709700
CCET,20101222,3.4,3.44,3.4,3.4,1054000
CCP,20101222,3.16,3.24,3.12,3.14,1077500
CEN,20101222,4.84,4.86,4.74,4.8,1158700
CENTEL,20101222,4.96,5,4.96,4.96,1402100
CFRESH,20101222,4.92,4.94,4.84,4.86,290700
CGD,20101222,0.7,0.7,0.69,0.69,2800800
CHOTI,20101222,174,175,174,175,900
