<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20111114,9.97,9.97,9.96,9.97,157600
CHINA,20111114,6.27,6.31,6.27,6.29,32200
ENGY,20111114,4.81,4.87,4.81,4.87,60500
GLD,20111114,2.49,2.49,2.47,2.48,2900200
TDEX,20111114,6.96,7,6.93,6.93,877100
A,20111114,3.54,3.54,3.54,3.54,24000
ACAP,20111114,7.55,7.6,7.15,7.15,7600
ACC,20111114,3.72,3.78,3.72,3.72,334100
ADAM,20111114,0.93,0.93,0.92,0.92,10000
ADVANC,20111114,137,141,136,139.5,6004300
AEC,20111114,4.3,4.3,4.3,4.3,2000
AEONTS,20111114,30.25,30.25,29.75,29.75,25700
AF,20111114,16.5,16.5,16.5,16.5,3100
AGE,20111114,5.45,5.45,5.3,5.3,5864600
AH,20111114,9.5,9.8,9.35,9.65,536900
AHC,20111114,74,76,74,76,6600
AI,20111114,2.98,2.98,2.9,2.9,53700
AIT,20111114,48.5,48.5,48,48,88500
AJ,20111114,14.8,14.9,14.2,14.2,9743900
AKR,20111114,0.74,0.75,0.74,0.75,605800
AMANAH,20111114,0.84,0.85,0.84,0.85,155700
AMARIN,20111114,11.6,11.7,11.6,11.6,16700
AMATA,20111114,11.5,11.6,11.2,11.2,6570100
AMC,20111114,1.9,1.93,1.9,1.93,132800
AOT,20111114,38.75,40.75,38.5,40.5,6789200
AP,20111114,4.6,4.74,4.58,4.7,25020100
APCO,20111114,2.96,2.96,2.9,2.9,4692200
APCS,20111114,4.92,5,4.84,5,7002700
APURE,20111114,0.8,0.8,0.79,0.79,1484400
AQ,20111114,0.39,0.4,0.39,0.39,396300
AQUA,20111114,0.36,0.36,0.36,0.36,555000
ARIP,20111114,0.97,0.99,0.95,0.95,3031900
AS,20111114,12.1,12.3,11.9,11.9,282200
ASIA,20111114,34.25,34.25,34,34,2300
ASIAN,20111114,3.78,3.8,3.74,3.74,282600
ASIMAR,20111114,1.35,1.42,1.33,1.37,40812200
ASK,20111114,9.8,9.8,9.7,9.7,46300
ASP,20111114,1.84,1.85,1.84,1.85,4365100
AYUD,20111114,17.5,17.5,17.5,17.5,16000
BAFS,20111114,10.7,11.3,10.7,11.3,307300
BANPU,20111114,590,594,582,582,1408950
BAT-3K,20111114,87.25,87.25,78,79.25,170200
BAY,20111114,18.5,19.1,18.4,18.9,23229000
BBL,20111114,142,144,141,141.5,5009200
BCH,20111114,6.55,6.55,6.5,6.5,1522400
BCP,20111114,17.8,18.4,17.7,18,13826900
BDMS,20111114,68,69,67.75,68.5,1942400
BEC,20111114,38,39,37.5,38.25,3354300
BFIT,20111114,6.55,6.6,6.5,6.5,102400
BGT,20111114,1.79,1.87,1.79,1.87,5600
