<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19950330,15.3598,15.667,15.0527,15.0527,42073
ADVANC,19950330,34.4,34.6,34,34.2,4614960
AFC,19950330,18.5,18.5,18.25,18.25,33348
AHC,19950330,51,52,50,52,4000
AJ,19950330,1.675,1.7,1.65,1.7,86000
ALUCON,19950330,102,102,102,102,1400
AMARIN,19950330,6,6.5,5.9,6.5,630000
AP,19950330,6.2879,6.2879,6.2879,6.2879,1987
APURE,19950330,26.2222,27.5556,26.2222,27.3333,55350
ASIAN,19950330,4.55,4.65,4.55,4.55,612000
ASP,19950330,5.8,5.8,5.6,5.6,456000
AYUD,19950330,163,164,161,164,13500
BANPU,19950330,146.23,146.23,144.92,145.57,67100
BAT-3K,19950330,64.5,66.5,64,65.5,915600
BAY,19950330,77.5651,77.5651,74.0747,75.626,251272
BBL,19950330,181,182,178,179,348080
BCP,19950330,47.25,47.5,46,46,969300
BDMS,19950330,3.8249,3.9559,3.8249,3.9559,274818
BFIT,19950330,121,123,121,121,7300
BIG,19950330,40,40,40,40,1000
BIGC,19950330,14.9366,15.1257,14.9366,14.9366,42047
BJC,19950330,6.15,6.2,6,6.1,23900
BLAND,19950330,3.45,3.5,3.4,3.45,2927000
BTNC,19950330,27.5,28,26.25,26.25,62200
BTS,19950330,33.4344,33.6698,32.728,32.728,229345
CEN,19950330,3.0011,3.0731,3.0011,3.0731,11450
CENTEL,19950330,1.1975,1.1975,1.1975,1.1975,8200
CHARAN,19950330,99,100,98,98,13700
CHOTI,19950330,115,115,115,115,6000
CNS,19950330,49.25,52,49.25,49.75,333200
CNT,19950330,45.1713,49.62,45.1713,46.5401,40472
CPF,19950330,8.1,8.1,8.0467,8.1,534814
CPH,19950330,61.5,63,60.5,61,99000
CPI,19950330,2.9251,2.9445,2.9251,2.9445,12905
CPL,19950330,25.5,26,25,25,8100
CPN,19950330,3.2655,3.2932,3.1271,3.2378,831111
CSR,19950330,49.75,49.75,49.75,49.75,500
CTW,19950330,17.7567,17.9125,17.7567,17.7567,105077
CWT,19950330,13.875,14.75,13.625,14.75,70400
DCC,19950330,6.55,6.55,6.25,6.25,903000
DRACO,19950330,5.35,5.5,5.15,5.2,184100
DTCI,19950330,27.25,27.25,26.5,27,30100
EE,19950330,4.825,4.875,4.825,4.825,240000
EGCO,19950330,59.7026,59.7026,58.2811,58.7549,333980
EPCO,19950330,19.6875,19.6875,19.125,19.3125,114800
ERW,19950330,4.2829,4.3327,4.2829,4.3327,67768
ESTAR,19950330,2.75,2.8125,2.75,2.8125,189600
EVER,19950330,22.5194,22.9288,22.5194,22.9288,1198
FANCY,19950330,1.3666,1.3666,1.3333,1.3333,22800
GFPT,19950330,0.8625,0.8785,0.8625,0.8785,422600
GOLD,19950330,22.75,23,22.5,22.75,12600
GRAMMY,19950330,20.8,20.8,20.4,20.4,575000
