<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20180928,14.04,14.2,14,14,37700
BMSCG,20180928,9.45,9.45,9.39,9.45,303700
BMSCITH,20180928,13.14,13.14,13.06,13.11,274300
BSET100,20180928,11.34,11.34,11.3,11.33,1186900
CHINA,20180928,5.24,5.24,5.2,5.21,8900
EFOOD,20180928,5.85,5.85,5.85,5.85,100
ENGY,20180928,6.84,6.89,6.84,6.89,200
ESET50,20180928,6.02,6.02,6.02,6.02,100
GLD,20180928,1.69,1.69,1.67,1.68,134300
TDEX,20180928,11.43,11.45,11.43,11.43,75200
TGOLDETF,20180928,3.61,3.63,3.61,3.63,320700
2S,20180928,3.24,3.24,3.24,3.24,54000
7UP,20180928,0.45,0.45,0.43,0.44,2505400
A,20180928,6.7,6.7,6.7,6.7,50000
AAV,20180928,4.28,4.3,4.26,4.28,5884700
ABICO,20180928,7.65,7.7,7.5,7.7,232100
ABM,20180928,1.05,1.06,1.04,1.06,294800
ABPIF,20180928,8.5,8.5,8.4,8.45,550000
ACAP,20180928,6.75,6.95,6.7,6.8,2193900
ACC,20180928,0.5,0.51,0.49,0.5,932700
ADB,20180928,1.21,1.24,1.2,1.21,1574900
ADVANC,20180928,202,203,201,201,2841400
AEC,20180928,0.51,0.52,0.51,0.51,27600
AEONTS,20180928,211,215,207,209,1182600
AF,20180928,0.75,0.75,0.72,0.73,131700
AGE,20180928,1.36,1.39,1.34,1.36,3413800
AH,20180928,30.5,31,30.25,30.5,588200
AHC,20180928,21,21.1,21,21.1,5900
AIMIRT,20180928,10.6,10.8,10.6,10.8,185900
AIRA,20180928,1.97,1.99,1.96,1.97,4000
AIT,20180928,22.1,22.1,22,22.1,239800
AJ,20180928,10,10,10,10,45500
AJA,20180928,0.4,0.4,0.39,0.39,700800
AKP,20180928,1.69,1.94,1.69,1.86,6901800
AKR,20180928,1.02,1.04,1.01,1.02,11577100
ALLA,20180928,1.51,1.54,1.51,1.52,563100
ALT,20180928,3.72,3.84,3.68,3.78,630500
ALUCON,20180928,178,179,178,178.5,2500
AMA,20180928,6.15,6.4,6.1,6.1,2556300
AMANAH,20180928,1.97,2.06,1.97,2,20051300
AMARIN,20180928,4.82,4.84,4.8,4.8,58700
AMATA,20180928,23.1,24.4,23,24.1,81086700
AMATAR,20180928,10.8,10.9,10.8,10.8,245500
AMATAV,20180928,6.15,6.25,6.15,6.25,705400
AMC,20180928,2.46,2.48,2.44,2.48,66400
ANAN,20180928,5.05,5.1,5,5.05,9110900
AOT,20180928,65.25,65.5,64.75,65.5,18841400
AP,20180928,9,9.1,9,9.1,5889200
APCO,20180928,4.86,4.92,4.7,4.74,1064000
APCS,20180928,5.2,5.35,5.15,5.25,181000
APEX,20180928,0.21,0.24,0.2,0.22,7761700
APURE,20180928,1.48,1.48,1.47,1.48,102100
AQ,20180928,0.03,0.04,0.03,0.03,8127500
AQUA,20180928,0.47,0.49,0.47,0.48,5735800
ARIP,20180928,0.52,0.53,0.51,0.53,84400
ARROW,20180928,8.9,8.9,8.8,8.8,109300
AS,20180928,1.16,1.16,1.16,1.16,3000
ASAP,20180928,7.15,7.4,7.15,7.3,8058200
ASEFA,20180928,4.9,4.9,4.86,4.86,193300
ASIA,20180928,6.65,6.65,6.65,6.65,500
ASIAN,20180928,8.95,9.65,8.95,9.55,44255600
ASIMAR,20180928,2.7,2.74,2.64,2.64,1276800
ASK,20180928,23.7,23.8,23.6,23.8,205400
ASN,20180928,3.94,3.94,3.9,3.9,5100
ASP,20180928,3.84,3.84,3.82,3.84,602100
ATP30,20180928,1.73,1.74,1.72,1.72,862800
AU,20180928,8.5,8.65,8.5,8.5,2582600
AUCT,20180928,7.3,7.35,7.2,7.3,2849300
AYUD,20180928,44,44.5,43.25,43.75,376500
B,20180928,0.67,0.67,0.65,0.65,2598000
B-WORK,20180928,11.3,11.3,11.2,11.2,23800
BA,20180928,13.4,13.4,13.3,13.4,918800
BAFS,20180928,34.75,34.75,34,34.25,84300
BANPU,20180928,19.2,19.3,19,19.1,46044900
BAY,20180928,40,40.25,40,40,83900
BBL,20180928,212,213,209,210,4586500
BCH,20180928,20.3,20.8,20.3,20.8,14903300
BCP,20180928,35.25,35.5,35,35.25,8477600
BCPG,20180928,21.3,22.7,21.3,22.7,53208900
BCT,20180928,53.5,53.75,53.5,53.5,10500
BDMS,20180928,25.75,25.75,25.25,25.5,24818100
BEAUTY,20180928,12.1,12.1,11.9,12.1,43315900
BEC,20180928,7,7.05,6.95,6.95,6982200
BEM,20180928,8.7,8.75,8.6,8.7,28117300
BFIT,20180928,29.75,30.25,28.5,29,980500
BGRIM,20180928,28.5,29,28.25,29,15469400
BGT,20180928,1.4,1.4,1.14,1.16,13702900
BH,20180928,184.5,187,184.5,186,2045500
BIG,20180928,1.91,1.91,1.88,1.9,9081500
BIZ,20180928,2.84,2.84,2.78,2.78,11200
BJC,20180928,60.25,60.25,58.75,59.5,5834300
BJCHI,20180928,2.56,2.66,2.54,2.58,991900
BKD,20180928,3.12,3.2,3.08,3.08,1414000
BKI,20180928,350,351,350,351,6200
BKKCP,20180928,12.3,12.3,12.3,12.3,258700
BLA,20180928,32.75,32.75,32.5,32.5,186800
BLAND,20180928,1.78,1.8,1.78,1.79,75660500
BM,20180928,3.28,3.32,3.28,3.28,164000
BOFFICE,20180928,13.3,13.3,13.3,13.3,700
BOL,20180928,1.95,1.95,1.93,1.93,40200
BPP,20180928,26.25,26.25,25.5,26.25,3648000
BR,20180928,5.6,5.8,5.55,5.7,3182600
BROOK,20180928,0.59,0.59,0.58,0.59,1922800
BRR,20180928,6.65,6.65,6.55,6.55,67200
BRRGIF,20180928,9.95,10,9.95,10,173500
BSBM,20180928,1.16,1.17,1.16,1.16,249700
BSM,20180928,0.75,0.75,0.73,0.74,862300
BTS,20180928,9.35,9.4,9.3,9.3,14331100
BTSGIF,20180928,12.2,12.2,12.1,12.1,2937200
BTW,20180928,1.83,1.85,1.83,1.84,72900
BWG,20180928,1.21,1.22,1.19,1.2,65214300
CBG,20180928,53.75,55,53.5,54,3578700
CCET,20180928,2.02,2.02,2,2,554700
CCP,20180928,0.45,0.45,0.44,0.45,2511700
CEN,20180928,1.38,1.4,1.38,1.39,382900
CENTEL,20180928,41.75,42.25,41.5,41.75,3815500
CFRESH,20180928,4.5,4.5,4.48,4.5,42800
CGD,20180928,1.46,1.47,1.45,1.47,2052300
CGH,20180928,1.06,1.06,1.04,1.04,1011200
CHARAN,20180928,33.5,33.5,33.5,33.5,17700
CHAYO,20180928,5.7,5.8,5.65,5.75,3094800
CHEWA,20180928,1.39,1.45,1.39,1.43,16717800
CHG,20180928,2.82,2.84,2.8,2.84,28117000
CHO,20180928,1.21,1.22,1.21,1.22,193800
CHOTI,20180928,143.5,143.5,143.5,143.5,100
CHOW,20180928,4.7,4.7,4.68,4.7,28400
CI,20180928,1.62,1.62,1.62,1.62,123100
CIG,20180928,0.38,0.38,0.37,0.38,31100
CIMBT,20180928,0.88,0.91,0.86,0.88,10003800
CITY,20180928,2.72,2.74,2.72,2.74,5500
CK,20180928,27,27.5,26.75,27.25,8704600
CKP,20180928,5.35,5.4,5.2,5.35,48090200
CM,20180928,4.32,4.38,4.32,4.34,146800
CMAN,20180928,3.32,3.34,3.3,3.3,926700
CMO,20180928,1.53,1.53,1.52,1.52,102400
CMR,20180928,3.18,3.18,3.16,3.16,90400
CNS,20180928,2.58,2.6,2.56,2.6,195700
CNT,20180928,2.78,2.78,2.68,2.68,2260100
COL,20180928,28.5,29.25,28.5,28.75,628200
COLOR,20180928,1.31,1.34,1.31,1.34,80000
COM7,20180928,22.2,22.5,22,22.5,12470600
COMAN,20180928,4.82,4.86,4.7,4.78,1848200
COTTO,20180928,2.9,3,2.9,2.98,3528300
CPALL,20180928,69.5,69.5,68.5,69,34304900
CPF,20180928,25,25.25,24.9,25.25,17199300
CPH,20180928,6,6,5.7,5.85,34700
CPI,20180928,1.84,1.84,1.82,1.82,20200
CPL,20180928,3.16,3.38,3.16,3.16,11200
CPN,20180928,83.75,84,82.5,83,6216700
CPNCG,20180928,15.7,15.8,15.7,15.8,35600
CPNREIT,20180928,27,27.5,26.75,27.5,1642700
CPR,20180928,5.75,6.1,5.75,5.9,6016600
CPT,20180928,1.96,1.98,1.96,1.97,3071400
CPTGF,20180928,13.5,13.5,13.4,13.4,7900
CRANE,20180928,3,3,2.86,2.92,50500
CRD,20180928,1.12,1.12,1.11,1.11,93700
CRYSTAL,20180928,10.2,10.2,10.1,10.2,152000
CSC,20180928,45,45.25,44.5,45.25,6500
CSP,20180928,1.45,1.45,1.39,1.39,51100
CSS,20180928,2.26,2.3,2.26,2.28,1683200
CTARAF,20180928,4.8,4.82,4.8,4.82,5100
CTW,20180928,9.4,9.5,9.4,9.5,35700
CWT,20180928,2.98,3.02,2.98,2.98,280700
D,20180928,11.9,12,11.9,11.9,258000
DCC,20180928,2.62,2.68,2.6,2.6,7592200
DCON,20180928,0.58,0.58,0.57,0.57,1322900
DCORP,20180928,2.8,2.8,2.74,2.78,1259400
DDD,20180928,48.5,48.5,47.75,47.75,206000
DELTA,20180928,69.75,69.75,69.5,69.75,1142800
DEMCO,20180928,4.12,4.2,4.08,4.12,3110700
DIF,20180928,15,15.1,14.9,15,5512700
DIGI,20180928,0.27,0.28,0.27,0.27,1367400
DIMET,20180928,1.1,1.1,1.09,1.09,1162200
DNA,20180928,0.61,0.68,0.61,0.68,35814600
