<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,19991125,10.1,10.2,9.9,10,191000
ADVANC,19991125,36,36.2,35.8,36,582000
AFC,19991125,4.5,4.7,4.5,4.5,82000
AJ,19991125,0.28,0.28,0.28,0.28,500000
ALUCON,19991125,76,76,76,76,2000
AP,19991125,0.36,0.38,0.36,0.37,1162000
APURE,19991125,3.3778,3.5556,3.3778,3.5556,7537
ASIAN,19991125,0.925,0.975,0.9,0.975,182000
ASIMAR,19991125,1.0731,1.0731,1.0731,1.0731,16075
ASP,19991125,8.7,8.95,8.7,8.95,269000
BANPU,19991125,26.5,27,26.5,26.5,74600
BAT-3K,19991125,21.25,21.25,21,21.25,2700
BAY,19991125,12,12.5,12,12.5,1400600
BBL,19991125,51,52,51,51.5,1254219
BCP,19991125,9.9,10.25,9.9,10.25,414200
BEC,19991125,22.2,23,22,22.4,2495000
BFIT,19991125,12.5,12.5,11.875,12,8000
BH,19991125,1.12,1.12,1.08,1.08,35000
BIG,19991125,16.5,17,16.5,17,16900
BIGC,19991125,20.75,21,20.75,21,131000
BJC,19991125,4.5,4.5,4.5,4.5,600
BKI,19991125,55.999,55.999,55.999,55.999,8550
BLAND,19991125,0.57,0.58,0.56,0.58,8165000
BTS,19991125,8.0054,8.0996,7.8171,8.0996,1423212
CENTEL,19991125,1.0952,1.0952,1.0952,1.0952,34200
CHOTI,19991125,118,119,118,119,2500
CK,19991125,3.05,3.05,2.925,2.975,428000
CM,19991125,2.8166,2.8166,2.7939,2.7939,38522
CNS,19991125,69,70.5,67.5,69.5,175100
CPF,19991125,4.9559,5.0625,4.9559,5.0625,380938
CPH,19991125,5.2,5.3,5.1,5.2,326100
CPN,19991125,1.8265,1.8265,1.8265,1.8265,54202
CSC,19991125,12,12.25,12,12.25,5000
CSR,19991125,15,15,15,15,200
CTW,19991125,5.5,5.5,5.5,5.5,6000
CWT,19991125,3.4,3.45,3.35,3.45,71200
DCC,19991125,1.1,1.1,1.1,1.1,10200
DELTA,19991125,36.8,38.2,36,38.2,533000
DRACO,19991125,1.5,1.5,1.5,1.5,2000
DTCI,19991125,9.2,9.2,9.2,9.2,100
EASTW,19991125,3.25,3.25,3.25,3.25,101000
