<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ADVANC,19990803,33.8,33.8,33,33.8,358000
AFC,19990803,5.9,5.9,5.7,5.7,3000
AHC,19990803,8,9,8,9,3200
AJ,19990803,0.48,0.48,0.45,0.45,530000
AP,19990803,0.41,0.41,0.41,0.41,25000
APURE,19990803,5.0667,5.1556,4.9778,5.1556,43650
ASIA,19990803,11.5,11.5,10.5,11.5,6600
ASIAN,19990803,0.5125,0.7,0.5125,0.6875,171999
ASP,19990803,11,11.2,11,11.1,279000
AYUD,19990803,119,119,118,118,146400
BANPU,19990803,28.49,28.49,28.21,28.35,87100
BAT-3K,19990803,32,32.25,31,31,22000
BAY,19990803,17,17.25,16.5,16.75,2111900
BBL,19990803,67,67,65.5,66,1110000
BCP,19990803,11.75,11.75,11,11.25,584100
BDMS,19990803,2.0605,2.0605,1.9842,1.9842,85172
BEC,19990803,21.2,21.6,21.2,21.6,314000
BFIT,19990803,19.375,19.375,19.375,19.375,2000
BH,19990803,1.5,1.5,1.46,1.46,155000
BIGC,19990803,24.25,24.25,23,24.25,1047500
BJC,19990803,5,5.05,5,5,15000
BKI,19990803,60.4433,60.4433,59.9989,59.9989,22500
BLAND,19990803,0.91,0.93,0.89,0.9,27408000
BTS,19990803,13.1854,13.8917,13.1854,13.1854,5862521
BUI,19990803,12.9861,12.9861,12.2222,12.6042,8378
CENTEL,19990803,1.15,1.15,1.15,1.15,95900
CHOTI,19990803,110,110,110,110,400
CK,19990803,4.575,4.575,4.45,4.525,382000
CM,19990803,2.5894,2.5894,2.5894,2.5894,5503
CNS,19990803,95,95.5,93.5,94,155800
CPF,19990803,3.9701,4.1033,3.9434,4.1033,1298567
CPH,19990803,7.2,7.2,6.9,7,195600
CPI,19990803,1.7241,1.7241,1.7241,1.7241,19358
CPN,19990803,2.1586,2.1586,2.1032,2.1032,90338
CSC,19990803,15.75,16,14.75,15.75,36700
CTW,19990803,7.375,7.625,7.375,7.625,15600
DCC,19990803,1.4,1.55,1.3,1.55,125000
DELTA,19990803,25.2,29.6,25.2,29.6,2372330
DRACO,19990803,1.9,1.9,1.9,1.9,1000
EASTW,19990803,4.1,4.2,4.1,4.125,124000
EGCO,19990803,47,47,46.5,46.75,65700
ERW,19990803,2.9167,2.9583,2.6667,2.75,4042200
ESTAR,19990803,1.7,1.775,1.65,1.675,4737200
GEL,19990803,1.1488,1.1488,1.0569,1.1488,31772
GFPT,19990803,0.9903,1.0063,0.9903,1.0063,563470
GJS,19990803,5.3,5.3,5,5.1,1106800
GLAND,19990803,7.3,7.7,7.2,7.3,886300
GOLD,19990803,15.75,16,15.5,16,608500
GRAMMY,19990803,10.4,10.4,10.4,10.4,6120
GYT,19990803,170,170,168,168,700
HANA,19990803,10.8,11.3,10.8,11.3,691000
HTC,19990803,3.9,3.9,3.9,3.9,70000
ICC,19990803,74.5,75,74,74,8500
IEC,19990803,0.145,0.145,0.14,0.14,17150000
INTUCH,19990803,17,17.1,16.7,16.8,128000
IRC,19990803,3.15,3.2,3.075,3.15,286000
IRPC,19990803,8.4885,8.6097,8.1247,8.4885,4873672
ITD,19990803,7.05,7.05,6.95,7,523000
JAS,19990803,2.175,2.275,2.125,2.15,610000
JCT,19990803,10,10,10,10,500
JUTHA,19990803,5.8,5.8,5.8,5.8,10000
KAMART,19990803,0.5846,0.5846,0.5846,0.5846,48393
KBANK,19990803,43.6452,43.6452,42.9839,43.3145,1897263
KCE,19990803,4.4588,4.6781,4.4588,4.6781,467885
KGI,19990803,3.2842,3.2842,3.1474,3.1474,8822639
KKP,19990803,56,56.5,54.5,55,872100
KTB,19990803,16.75,17.25,16.25,16.5,16844544
KYE,19990803,47,47.75,46.75,47.75,33600
LANNA,19990803,4.35,4.35,4.275,4.275,1443000
LEE,19990803,0.8667,0.8917,0.8667,0.8917,105000
LH,19990803,4,4.05,3.875,3.95,4708000
LOXLEY,19990803,4.5,4.5,4.275,4.275,403000
LPN,19990803,0.6079,0.6079,0.5691,0.5755,966510
LRH,19990803,9.777,9.777,9.777,9.777,9665
LST,19990803,1.2758,1.3587,1.2758,1.2924,59000
LTX,19990803,18,18,18,18,400
M-CHAI,19990803,7.1,7.1,7.1,7.1,500
MAKRO,19990803,71.5,71.5,71.5,71.5,203000
MALEE,19990803,14.75,14.75,14.25,14.5,49600
MAX,19990803,0.96,0.97,0.93,0.97,506000
MBK,19990803,29.75,30.25,29.75,29.75,274900
METCO,19990803,61,61,60.5,60.5,18510
MFC,19990803,6,6,5.9,5.9,20000
MINT,19990803,1.3563,1.3789,1.3563,1.3789,226200
MK,19990803,1.575,1.6,1.425,1.5,927000
MODERN,19990803,12,12,12,12,1000
MSC,19990803,1,1,0.99,0.99,10000
NEP,19990803,0.6,0.6,0.58,0.58,1227000
NMG,19990803,16.5,16.5,15.75,15.75,28800
NOBLE,19990803,10.065,10.614,9.882,10.248,1669945
NPP,19990803,11.75,11.75,11.75,11.75,900
NWR,19990803,34.2438,34.2438,33.0895,33.0895,24716
OGC,19990803,6.9,6.9,6.9,6.9,2000
PAF,19990803,2.546,2.5725,2.546,2.5725,30164
PDI,19990803,12.5,12.75,12,12.5,136750
PL,19990803,2.925,2.925,2.65,2.7,1115000
PRANDA,19990803,0.91,0.91,0.91,0.91,37000
PRECHA,19990803,3,3.56,3,3.56,11500
PSL,19990803,0.6375,0.6375,0.625,0.625,160000
PTTEP,19990803,30.2,30.2,29.8,30,1595000
QH,19990803,3.15,3.35,3.15,3.25,10704000
RAM,19990803,17,17,17,17,300
RCI,19990803,0.54,0.55,0.52,0.53,248000
RCL,19990803,5.5,5.6,5.4,5.5,485000
ROBINS,19990803,5.9,6,5.6,5.6,825200
ROCK,19990803,4.7,4.7,4.7,4.7,10000
ROH,19990803,18.5,18.5,18,18.25,8000
ROJNA,19990803,3.575,3.575,3.55,3.575,23000
SAMART,19990803,2.65,2.675,2.5,2.6,1351000
SAMCO,19990803,2,2,1.95,2,63000
SAMTEL,19990803,1.65,1.7,1.65,1.675,99000
SAUCE,19990803,38.25,38.25,38,38,2300
SAWANG,19990803,15.25,15.5,14.75,14.75,22200
SCB,19990803,42,42.25,41.75,41.75,1254530
SCC,19990803,59.8,60.8,59.4,60,645500
SCCC,19990803,137,138,134,135,59800
SCP,19990803,5.3,5.3,4.9,5.2,100800
SE-ED,19990803,1.45,1.45,1.45,1.45,50000
SHANG,19990803,32,32,32,32,2400
SINGER,19990803,7,7.1,7,7.1,37000
SIRI,19990803,13.0244,13.4019,12.2694,12.4581,1639651
SKR,19990803,4,4,4,4,5000
SPALI,19990803,1.5,1.55,1.45,1.5,4729000
SSC,19990803,17,17,16.5,16.5,20000
SSI,19990803,0.79,0.79,0.73,0.74,69435000
STA,19990803,3.8978,3.9465,3.8734,3.8734,631125
STANLY,19990803,22.5,22.5,22.125,22.125,15000
