<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20010924,18.3,18.4,18.3,18.4,22000
ADVANC,20010924,44.2,45.6,44.2,45.6,67060
AEC,20010924,6.7591,7.4426,6.7591,7.2907,24876736
AFC,20010924,4.6,4.9,4.6,4.9,11100
AJ,20010924,0.48,0.51,0.48,0.5,5253000
AP,20010924,1.2,1.225,1.175,1.225,3364000
APURE,20010924,1.4222,1.5111,1.4222,1.5111,343800
AQ,20010924,1.8428,1.9306,1.8428,1.9306,2061436
ASIA,20010924,5,5.3,5,5.3,200
ASIAN,20010924,2.85,2.85,2.85,2.85,22999
ASIMAR,20010924,0.5294,0.558,0.5294,0.558,36344
ASP,20010924,1.975,2.125,1.975,2.075,7375000
AYUD,20010924,90,90,88,88,21600
BANPU,20010924,23.5,23.5,23.5,23.5,663900
BAT-3K,20010924,21.5,21.5,21.25,21.25,2500
BAY,20010924,4.4,4.5,4.3,4.5,4166120
BBL,20010924,30.75,31.5,30.75,31.25,2596900
BCP,20010924,5.3,5.4,5.3,5.3,514200
BDMS,20010924,1.6789,1.6789,1.6789,1.6789,121862
BEC,20010924,22.8,23.2,22.4,23,2845000
BFIT,20010924,4.95,5,4.95,5,84000
BIGC,20010924,20.75,21.5,20.75,21.5,75000
BJC,20010924,2.1,2.15,2.1,2.125,18300
BKI,20010924,70.2209,70.2209,67.9988,69.3321,81225
BLAND,20010924,0.19,0.2,0.19,0.19,8920000
BROOK,20010924,1.4,1.46,1.38,1.44,29094500
BTNC,20010924,11,11,11,11,200
CCET,20010924,2.075,2.1,2.075,2.075,1297000
CENTEL,20010924,1.2595,1.3143,1.2595,1.2778,2806200
CFRESH,20010924,5.6003,5.6003,5.6003,5.6003,29998
CHARAN,20010924,30.5,30.5,30.5,30.5,900
CHOTI,20010924,141,141,140,140,7000
CIMBT,20010924,6.3779,6.8103,6.3779,6.7022,19262730
CK,20010924,1.45,1.525,1.45,1.525,6465000
CM,20010924,3.18,3.2481,3.18,3.2481,247641
CNS,20010924,20.75,22.25,20.75,22,583500
CPF,20010924,5.05,5.15,5,5.15,1208100
CPH,20010924,5.4,5.5,5.4,5.5,493200
CPN,20010924,2.117,2.463,2.117,2.463,119246
CSC,20010924,8.2,8.7,8.1,8.7,1221000
CTW,20010924,5,5.5,5,5.125,45000
DCC,20010924,1.7,1.8,1.675,1.8,18000
DELTA,20010924,16.5,16.8,16.5,16.8,559070
DTC,20010924,27,27,27,27,3000
EASTW,20010924,2.675,2.7,2.675,2.7,19000
EGCO,20010924,31.5,32,31.25,31.5,271500
ERW,20010924,1,1.0167,0.9833,1.0167,4433400
ESTAR,20010924,0.325,0.35,0.325,0.35,5205596
FE,20010924,118,118,118,118,500
GEL,20010924,0.7123,0.7812,0.7123,0.7352,80082
GENCO,20010924,1.1,1.125,1.1,1.1,13074000
GFPT,20010924,1.3097,1.3257,1.3097,1.3257,3704860
GOLD,20010924,6.7,6.9,6.7,6.9,1594600
GRAMMY,20010924,7.1,7.2,7.05,7.15,529000
HANA,20010924,9.05,9.45,9.05,9.4,962000
ICC,20010924,161,161,161,161,440
IEC,20010924,0.063,0.07,0.063,0.067,261360000
