<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20110823,10.25,10.27,10.19,10.2,398200
CHINA,20110823,6.22,6.25,6.2,6.25,40800
ENGY,20110823,5.11,5.16,5.1,5.11,89100
GLD,20110823,2.56,2.6,2.53,2.57,101444600
TDEX,20110823,7.52,7.58,7.43,7.43,3929100
2S,20110823,2.6,2.6,2.6,2.6,102500
A,20110823,3.56,3.68,3.54,3.54,844500
ACAP,20110823,8.2,8.2,8,8,4100
ACC,20110823,3.9,4.14,3.9,3.94,3364000
ADAM,20110823,1.08,1.1,1.06,1.09,1583700
ADVANC,20110823,114.5,114.5,112.5,113,7052400
AEC,20110823,5.55,5.6,5.55,5.6,21200
AEONTS,20110823,33.5,33.5,33.5,33.5,16300
AF,20110823,20.8,20.8,20,20.6,800
AGE,20110823,28.25,28.5,28,28,819300
AH,20110823,13.1,13.1,13,13,157900
AI,20110823,3.3,3.34,3.28,3.28,535500
AIT,20110823,48.5,48.5,48.25,48.25,100200
AJ,20110823,24.4,24.5,24.1,24.2,695400
AKR,20110823,0.97,1.01,0.96,0.98,31823100
AMANAH,20110823,1.05,1.06,1.04,1.04,3413200
AMARIN,20110823,12.1,12.1,12.1,12.1,22500
AMATA,20110823,15.1,15.4,14.9,15,11966600
AMC,20110823,2.22,2.24,2.18,2.18,489100
AOT,20110823,45.25,45.25,44.5,45,2853300
AP,20110823,6.3,6.35,6.15,6.15,21225000
APURE,20110823,0.83,0.84,0.8,0.8,6806400
AQ,20110823,0.58,0.6,0.57,0.57,23668200
AQUA,20110823,0.47,0.48,0.47,0.48,300300
ARIP,20110823,1.31,1.31,1.29,1.29,597300
AS,20110823,13.8,14.5,13.7,14.1,2054900
ASIA,20110823,36.75,36.75,35.5,35.5,1200
ASIAN,20110823,4.18,4.18,4.1,4.1,455200
ASIMAR,20110823,1.45,1.59,1.45,1.48,71077500
ASK,20110823,10.6,10.9,10.5,10.7,113400
ASP,20110823,2.84,2.86,2.82,2.82,2994100
AYUD,20110823,19.9,19.9,19.7,19.7,9500
BAFS,20110823,12.4,12.4,12.1,12.2,130700
BANPU,20110823,632,634,610,612,3703100
BAT-3K,20110823,91,91,90,90,10100
BAY,20110823,25.5,25.75,24.6,24.7,30527100
BBL,20110823,156.5,157,154,154.5,11774600
BCH,20110823,6.4,6.55,6.35,6.4,2614400
BCP,20110823,22.7,22.7,22.2,22.2,3636200
BDMS,20110823,65.25,65.25,64.75,65,1890300
BEC,20110823,41.25,42,40.5,41.25,1651400
BFIT,20110823,7,7.1,6.95,6.95,150900
BGT,20110823,1.8,1.83,1.8,1.83,28400
BH,20110823,37,37.25,36.5,36.75,306500
BIGC,20110823,132.5,132.5,129,130,1473600
BJC,20110823,25,25.25,24.6,24.8,5196600
BKI,20110823,260,261,260,260,5300
BKKCP,20110823,9.1,9.1,9.1,9.1,35000
BLA,20110823,57.25,58.5,56.5,57.5,3434000
BLAND,20110823,0.67,0.68,0.66,0.67,21803500
BOL,20110823,1.31,1.32,1.31,1.32,4000
BROCK,20110823,0.9,1.03,0.9,0.96,44662300
BROOK,20110823,1.03,1.11,1.03,1.06,11020100
BSBM,20110823,1.46,1.46,1.44,1.44,404000
BSM,20110823,0.85,0.86,0.83,0.83,591600
BTC,20110823,0.44,0.45,0.42,0.43,6520000
BTS,20110823,0.67,0.68,0.67,0.67,111214500
BWG,20110823,1.54,1.54,1.49,1.5,14603100
CCET,20110823,3.08,3.08,3.02,3.02,1032400
CCP,20110823,3,3.02,2.96,2.96,411700
CEN,20110823,2.74,2.74,2.7,2.74,1191000
CENTEL,20110823,10.9,11.3,10.9,11,7752800
CFRESH,20110823,4.4,4.4,4.36,4.36,121600
CGD,20110823,0.5,0.5,0.49,0.5,2403900
CHOTI,20110823,237,237,233,235,1700
CI,20110823,4.06,4.1,4.04,4.04,166000
CIG,20110823,0.94,0.96,0.89,0.91,4606400
CIMBT,20110823,2.88,2.88,2.86,2.88,141800
CITY,20110823,1.97,1.97,1.95,1.96,100100
CK,20110823,7.6,7.75,7.5,7.5,2964400
CM,20110823,3.32,3.32,3.3,3.3,291400
CMO,20110823,1.82,1.91,1.81,1.89,6525500
CNS,20110823,30.25,30.5,30.25,30.25,36100
CNT,20110823,3.62,3.62,3.48,3.52,2675700
COL,20110823,12.2,12.2,12.1,12.1,3900
COLOR,20110823,3.92,3.94,3.84,3.84,456600
CPALL,20110823,50.25,50.75,50,50.25,8662100
CPF,20110823,31,31,29.75,30,31694400
CPI,20110823,4.4,4.42,4.4,4.4,215100
CPN,20110823,36,38,35.75,37.5,11945300
CPNRF,20110823,13.5,13.5,13.4,13.5,1043400
CPR,20110823,2.12,2.12,2.12,2.12,200
CRANE,20110823,3.28,3.28,3.26,3.26,357800
CSC,20110823,34,34,34,34,62000
CSL,20110823,6.25,6.25,6.1,6.1,779500
CSP,20110823,2.18,2.18,2.16,2.18,16000
CTARAF,20110823,8.6,8.7,8.6,8.65,78100
CTW,20110823,8.15,8.15,8,8,95500
