<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TDEX,20080416,5.96,6.02,5.93,6.01,6704001
A,20080416,3.56,3.58,3.56,3.58,35800
ACAP,20080416,7.4,7.4,7.4,7.4,50000
ACC,20080416,2.88,3.06,2.88,2.96,5666300
ADAM,20080416,4.42,4.48,4.42,4.46,165000
ADVANC,20080416,95,95.5,94,95,6790674
AEONTS,20080416,39.5,40,38,39.25,128700
AF,20080416,13.4,13.4,13.4,13.4,700
AFC,20080416,3.76,3.78,3.76,3.78,1000
AH,20080416,10.9,11,10.9,11,15100
AHC,20080416,50,50,49.75,50,17000
AI,20080416,6.3,6.3,6.2,6.2,25300
AIT,20080416,16.6,17,16.6,17,55100
AJ,20080416,3.02,3.18,3.02,3.1,1868400
AKR,20080416,2.14,2.16,2.14,2.16,3108300
AMANAH,20080416,0.58,0.62,0.58,0.6,23088500
AMARIN,20080416,14.3,14.4,14.2,14.3,46002
AMATA,20080416,18,18.1,18,18.1,109020
AMC,20080416,2.4,2.42,2.32,2.4,466800
AOT,20080416,56.5,56.5,56,56,752578
AP,20080416,7.55,7.8,7.5,7.7,16149600
APURE,20080416,2.1689,2.3822,2.1689,2.3822,65037600
AQ,20080416,0.83,0.85,0.82,0.83,1895401
ASIAN,20080416,1.22,1.22,1.22,1.22,100
ASIMAR,20080416,1.09,1.13,1.09,1.13,1980100
ASK,20080416,4.98,4.98,4.9,4.9,4101
ASP,20080416,3.38,3.46,3.34,3.42,4342710
AYUD,20080416,20,20,20,20,600
BAFS,20080416,10.4,10.5,10.4,10.5,187201
BANPU,20080416,432,436,424,436,1429750
BAT-3K,20080416,67.5,67.5,66.5,67,26500
BAY,20080416,25,26,24.9,25.75,21462800
BBL,20080416,142,144,141,142,9576353
BCH,20080416,4.1429,4.2286,4.1429,4.2,1015500
BCP,20080416,13.2,13.7,13.1,13.5,772851
BDMS,20080416,33.5,33.75,33.25,33.25,419900
BEC,20080416,29.25,29.5,28.75,29,3714601
BFIT,20080416,5.95,6,5.95,6,51600
BGT,20080416,2.26,2.29,2.26,2.29,661000
BH,20080416,33,33.25,31.5,31.5,1652401
BIGC,20080416,48.5,48.5,47.5,47.5,70800
BJC,20080416,6.8,6.8,6.65,6.7,68900
BKI,20080416,184,184,182.667,184,4635
BLAND,20080416,0.73,0.73,0.71,0.71,13792702
BLISS,20080416,2.4,2.6,2.4,2.6,293470208
BOL,20080416,1.3,1.3,1.29,1.3,164000
BROCK,20080416,1.23,1.23,1.21,1.23,606102
BROOK,20080416,0.65,0.66,0.65,0.65,1188300
BSBM,20080416,1.39,1.42,1.38,1.42,982600
BSM,20080416,1.15,1.18,1.14,1.16,4857200
BTC,20080416,0.88,0.88,0.85,0.86,5754400
BTS,20080416,0.8476,0.8476,0.8382,0.8382,2142915
BWG,20080416,8,8.05,7.95,7.95,118200
CCET,20080416,5.35,5.35,5.25,5.25,962101
CCP,20080416,1.39,1.4,1.38,1.39,105600
CEN,20080416,3.6,3.7,3.48,3.58,36516700
CENTEL,20080416,5.8,5.8,5.75,5.75,117134
CFRESH,20080416,1.84,1.84,1.78,1.78,50200
CGD,20080416,0.72,0.76,0.71,0.76,22435800
CHUO,20080416,8.8,8.8,8.8,8.8,1000
CI,20080416,3.66,3.8,3.66,3.68,288203
CIG,20080416,3.925,4.1,3.9,3.975,4745300
CIMBT,20080416,0.7966,0.7966,0.7906,0.7906,3216250
CITY,20080416,2.44,2.46,2.44,2.46,45700
CK,20080416,7.75,7.75,7.6,7.75,1343800
CM,20080416,3.42,3.44,3.36,3.38,206900
CMO,20080416,2.12,2.12,2.12,2.12,32200
CNS,20080416,29.5,29.75,29.5,29.75,48400
CNT,20080416,2.32,2.32,2.3,2.3,409199
CPALL,20080416,10.4,10.5,10.1,10.5,8360403
CPF,20080416,4.76,4.8,4.76,4.8,7669044
CPI,20080416,4.36,4.4,4.34,4.38,54200
CPL,20080416,11.5,11.5,11.5,11.5,200
CPN,20080416,28.5,29,28.5,28.75,1403402
CPNRF,20080416,10.6,10.6,10.6,10.6,500600
CPR,20080416,1.59,1.61,1.59,1.6,2300
CRANE,20080416,2.48,2.5,2.48,2.5,151000
CSC,20080416,14.2,14.2,14.2,14.2,300
CSL,20080416,4,4,3.98,4,83700
CSP,20080416,2.24,2.24,2.2,2.2,67500
CWT,20080416,3.1,3.4,3.04,3.36,1764700
DCC,20080416,16.4,16.4,16.2,16.2,35500
DCON,20080416,2.22,2.22,2.14,2.2,61000
DELTA,20080416,21.1,21.1,20.9,20.9,279400
DEMCO,20080416,4.2,4.22,4.16,4.22,56500
DIMET,20080416,1.46,1.48,1.45,1.46,771200
DRACO,20080416,3.025,3.025,2.975,3,46200
DRT,20080416,2.78,2.84,2.78,2.82,639200
DSGT,20080416,5.75,5.75,5.5,5.55,171500
DTAC,20080416,46.75,47,46.75,47,1425803
DTC,20080416,37.25,37.25,36.75,37,30300
DTCI,20080416,12,12.2,12,12.1,5300
EASON,20080416,2.16,2.16,2.16,2.16,52500
EASTW,20080416,4.62,4.62,4.54,4.56,1911000
ECL,20080416,0.58,0.6,0.57,0.58,1283600
EGCO,20080416,95.5,96.5,95,96.5,553159
EIC,20080416,4.4,4.42,4.4,4.42,140100
EMC,20080416,12,12.2,11.4,11.4,1463430
EPCO,20080416,2,2.02,1.99,1.99,500279
ERW,20080416,4.3,4.32,4.28,4.3,2224796
ESTAR,20080416,0.49,0.5,0.48,0.49,3480500
EVER,20080416,1.5702,1.5702,1.5309,1.5408,5183000
FC,20080416,2.54,2.64,2.54,2.64,11017400
FER,20080416,1.87,1.88,1.85,1.87,1622400
FMT,20080416,23,23.1,23,23.1,10200
FNS,20080416,7.65,7.7,7.65,7.7,242500
FORTH,20080416,4.025,4.05,3.9,4.05,1739601
FUTUREPF,20080416,10.3,10.3,10.3,10.3,6000
GBX,20080416,1.32,1.34,1.32,1.32,2500000
GC,20080416,4,4,3.94,3.94,25000
GEL,20080416,3.58,3.58,3.4,3.44,22985150
GENCO,20080416,0.78,0.81,0.77,0.79,6004000
GFPT,20080416,1.8,1.85,1.8,1.83,3011000
GJS,20080416,0.31,0.31,0.29,0.3,50901600
GLAND,20080416,6,6.5,6,6.5,10000
GLOW,20080416,31.75,32.25,31.75,32.25,518406
GOLDPF,20080416,9.7,9.7,9.7,9.7,2000
GRAMMY,20080416,12.5,13.3,12.5,13.1,568513
GREEN,20080416,2.34,2.46,2.34,2.44,3307800
GSTEL,20080416,1.13,1.14,1.1,1.13,80241904
HANA,20080416,17.4,17.5,17.2,17.2,767101
HFT,20080416,1.27,1.29,1.26,1.29,36100
HMPRO,20080416,2.9508,2.9508,2.9244,2.9508,459601
IEC,20080416,0.23,0.238,0.222,0.234,1214896000
IFEC,20080416,0.85,0.94,0.85,0.91,1563000
IHL,20080416,8.95,8.95,8.9,8.9,35000
ILINK,20080416,7.5,7.5,7.45,7.45,69300
INET,20080416,1.36,1.39,1.36,1.36,686000
INOX,20080416,1.21,1.23,1.21,1.23,1880000
INTUCH,20080416,28.25,28.25,28,28,392500
IRC,20080416,12.6,12.6,12.6,12.6,20200
IRCP,20080416,8.2,8.2,8.2,8.2,300
IRPC,20080416,5.75,5.8,5.7,5.75,18734162
IT,20080416,6.3,6.3,6.15,6.2,724400
ITD,20080416,7.65,7.75,7.65,7.65,14295401
JAS,20080416,0.34,0.35,0.33,0.35,14959901
JCT,20080416,42.75,42.75,42.5,42.5,4200
JTS,20080416,1.54,1.58,1.54,1.56,393700
JUTHA,20080416,8.15,8.2,8.1,8.15,92900
KAMART,20080416,1.07,1.13,1.06,1.08,101474096
KASET,20080416,4.42,5.3,4.36,5.3,81618400
KBANK,20080416,90.5,93.5,90.5,92.5,11809085
KC,20080416,0.96,0.96,0.93,0.93,420500
KCAR,20080416,6.05,6.1,6.05,6.05,40400
KCE,20080416,3.46,3.48,3.44,3.48,1753900
KDH,20080416,33,36,33,34,9700
KGI,20080416,2.38,2.42,2.36,2.4,11725701
KKC,20080416,1.8196,1.8196,1.8196,1.8196,102
KKP,20080416,28.75,29,28.5,28.75,464743
KSL,20080416,14.5,14.6,14.3,14.6,2196200
KTB,20080416,10.7,10.9,10.5,10.8,40772580
KTC,20080416,24,24,23.7,23.7,288000
KWG,20080416,2.46,2.46,2.4,2.42,128800
KYE,20080416,40.25,40.25,40.25,40.25,1800
L&E,20080416,7.95,8,7.95,7.95,8900
LALIN,20080416,3.6,3.68,3.58,3.66,112500
LANNA,20080416,18.7,18.9,18.7,18.8,91101
LEE,20080416,2.98,2.98,2.96,2.96,348400
LH,20080416,9.5,9.7,9.45,9.55,48834200
LHK,20080416,2.06,2.14,2.02,2.06,3682500
LOXLEY,20080416,2.48,2.5,2.46,2.48,1604000
LPN,20080416,8.25,8.25,7.65,8,52409060
LRH,20080416,49.25,49.25,49,49,900
LST,20080416,3.52,4.04,3.46,4.04,86923600
LTX,20080416,28,29,27.25,28,13000
LVT,20080416,2.56,2.58,2.56,2.56,63002
M-CHAI,20080416,27.5,27.5,27.25,27.25,13300
MACO,20080416,3.1,3.12,3.08,3.1,25400
MAJOR,20080416,17.2,17.5,17.2,17.3,3495202
MAKRO,20080416,101,106,101,105,191831
MALEE,20080416,6.5,6.5,6.4,6.5,1100
MANRIN,20080416,15.5,15.5,15.5,15.5,5400
MATCH,20080416,1.44,1.56,1.44,1.44,303400
MATI,20080416,8.9,8.9,8.55,8.55,1000
MBAX,20080416,3.28,3.28,3.28,3.28,100
MBK,20080416,69,69,69,69,2000
MBKET,20080416,24,24.5,24,24.5,1586700
MCOT,20080416,28,28,27.75,27.75,53441
MCS,20080416,3.66,3.66,3.66,3.66,495000
MDX,20080416,3.12,3.16,3.1,3.1,1114600
METCO,20080416,162,162,160,160,2100
MFEC,20080416,6.3,6.3,6.2,6.2,315201
MIDA,20080416,1.16,1.25,1.16,1.23,41357000
MILL,20080416,2.6,2.6364,2.6,2.6,7189000
MINT,20080416,15,15.1818,15,15.1818,1432519
MJD,20080416,4.76,4.76,4.66,4.72,1837300
MJLF,20080416,9.8,9.8,9.8,9.8,30500
MK,20080416,2.38,2.4,2.38,2.38,158500
ML,20080416,2.43,2.43,2.24,2.3,1148800
MODERN,20080416,39.5,39.5,39.25,39.5,1700
MPG,20080416,1.1,1.1096,1.0904,1.1,1118700
MPIC,20080416,5.114,6.3056,5.0147,5.958,17789792
MSC,20080416,3.2,3.22,3.2,3.22,14000
NC,20080416,3.7,3.7,3.7,3.7,1000
NCH,20080416,2.58,2.62,2.56,2.56,185100
NEP,20080416,0.57,0.58,0.56,0.56,1449000
NEWS,20080416,0.226,0.228,0.212,0.226,29000
NKI,20080416,70,70,69,69,700
NMG,20080416,8.8,8.8,8.7,8.7,6100
NNCL,20080416,2.1,2.1,2.08,2.08,2683600
NOBLE,20080416,4.26,4.32,4.26,4.32,176700
NPP,20080416,25.25,25.25,24.9,24.9,5300
NSI,20080416,12.1,12.1,12.1,12.1,100
NTV,20080416,114,115,114,114,2400
NWR,20080416,0.54,0.55,0.54,0.54,6482900
OCC,20080416,9.55,9.55,9.55,9.55,1000
OGC,20080416,48.5,48.5,48.5,48.5,100
OISHI,20080416,30.25,30.5,30.25,30.5,2500
PAE,20080416,1.66,1.66,1.64,1.65,3494100
PAF,20080416,1.45,1.5,1.44,1.5,78700
PAP,20080416,1.46,1.46,1.43,1.43,26000
PATO,20080416,3.975,4.3,3.975,4.175,327000
PB,20080416,71,72,71,71.5,5100
PDI,20080416,34,34.5,34,34.5,205600
PE,20080416,1.11,1.13,1.09,1.11,18012700
PERM,20080416,2.72,2.8,2.66,2.74,13619600
PF,20080416,5.5,5.65,5.45,5.45,5182200
PK,20080416,1.79,1.79,1.7,1.73,2227701
PL,20080416,2.82,2.84,2.82,2.82,60200
PLE,20080416,4.4353,4.4977,4.4353,4.4353,1156491
POST,20080416,5.3,5.3,4.9,4.96,33100
PPM,20080416,3.14,3.24,3.14,3.2,25600
PR,20080416,99,100,99,99,6200
PRANDA,20080416,8.1,8.15,8,8.15,11500
PREB,20080416,1.29,1.34,1.29,1.32,537600
PRECHA,20080416,0.816,0.816,0.816,0.816,7500
PRG,20080416,60.5,62,60.5,62,4300
PRIN,20080416,2.62,2.68,2.58,2.68,383700
PRINC,20080416,3.98,4,3.96,3.96,1720700
PRO,20080416,0.98,0.98,0.97,0.97,2263301
PSL,20080416,23.3,23.6,23.3,23.5,3819908
PT,20080416,2.14,2.14,2.14,2.14,1000
PTL,20080416,7.15,7.3,7.15,7.25,402400
PTT,20080416,318,324,318,322,6839750
PTTEP,20080416,158,162,158,160,8221723
PYLON,20080416,2.16,2.18,2.1,2.16,416700
Q-CON,20080416,1.82,1.84,1.79,1.83,37700
QH,20080416,2.8,2.88,2.8,2.88,15813001
QHOP,20080416,9.65,9.65,9.65,9.65,13200
QHPF,20080416,9.5,9.55,9.5,9.5,32500
RATCH,20080416,45,45.5,44.5,45.5,525825
RCI,20080416,1.36,1.42,1.36,1.42,31705
RCL,20080416,23.9,23.9,23.7,23.8,64300
RICH,20080416,0.95,0.95,0.94,0.95,7974300
RML,20080416,0.92,0.93,0.91,0.91,1856601
ROBINS,20080416,11.7,11.7,11.6,11.7,1009900
ROH,20080416,37,37,37,37,100
ROJNA,20080416,16,16.2,15.9,16,1248600
RPC,20080416,4.42,4.54,4.42,4.48,2002000
RS,20080416,2.64,2.64,2.62,2.62,234202
SALEE,20080416,4.24,4.24,4.22,4.22,27000
SAM,20080416,1.68,1.69,1.65,1.66,4634600
SAMART,20080416,7.5,7.55,7.45,7.55,265400
SAMTEL,20080416,7.55,7.55,7.5,7.55,16700
SAT,20080416,14.4,14.5,14.3,14.3,26200
SAUCE,20080416,135,135,135,135,1600
SC,20080416,14.9,14.9,14.6,14.6,1461000
SCB,20080416,91.5,95,91.5,93.5,11474466
SCC,20080416,204,206,204,204,421601
SCCC,20080416,230,230,226,230,53500
SCP,20080416,8.55,8.65,8.55,8.65,39500
SE-ED,20080416,9.5,9.55,9.5,9.5,250100
SEAFCO,20080416,5.8,5.9,5.8,5.85,95300
SF,20080416,7.8219,7.8219,7.8219,7.8219,1643960
SHANG,20080416,52,52,50.5,50.5,200
SIAM,20080416,4.16,4.2,4.14,4.2,78600
SIM,20080416,1.96,1.96,1.95,1.96,55800
SIMAT,20080416,4.32,4.36,4.3,4.36,37000
SINGER,20080416,1.95,1.96,1.95,1.96,62100
SIRI,20080416,4,4.06,4,4,4391402
SIS,20080416,4.08,4.12,4.08,4.12,77000
SITHAI,20080416,8.15,8.15,8.15,8.15,201000
SKR,20080416,9.45,9.5,9.4,9.5,64900
SMIT,20080416,2.1,2.14,2.08,2.08,981100
SMM,20080416,1.3,1.36,1.26,1.34,41968000
SNC,20080416,10.3,10.3,10.2,10.2,212800
SNP,20080416,30.5,30.5,30,30,1000
SOLAR,20080416,2.8,2.82,2.76,2.8,688400
