<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ACC,20030331,17.6,17.9,17.5,17.7,156400
ADVANC,20030331,43,43,41.75,41.75,700000
AEC,20030331,10.8,10.9,10.4,10.4,787500
AEONTS,20030331,20.2,20.2,19.5,19.6,489500
AH,20030331,6.755,6.755,6.5137,6.5137,844559
AJ,20030331,5.5,5.65,5.45,5.5,1988000
AMANAH,20030331,1.0514,1.0514,1.024,1.024,8460703
AMARIN,20030331,9.1,9.1,9.1,9.1,10000
AMATA,20030331,3.7,3.72,3.68,3.68,2063700
AP,20030331,4,4,3.9,3.9,1152000
APURE,20030331,1.6,1.6,1.5911,1.5911,28575
AQ,20030331,4.2649,4.3877,4.2298,4.2649,8771960
ASIAN,20030331,3.75,3.775,3.75,3.75,470200
ASIMAR,20030331,2,2.24,2,2.1,13495000
ASP,20030331,3,3,2.9,2.925,2946000
AYUD,20030331,131,131,130,131,9200
BAFS,20030331,6.5394,6.6643,6.4977,6.4977,1365114
BANPU,20030331,37.5,37.5,36.25,36.75,2246800
BAT-3K,20030331,39.75,39.75,39.25,39.25,36400
BAY,20030331,8.8,8.85,8.55,8.65,6228291
BBL,20030331,55,55,53.5,54,2124100
BCP,20030331,4.06,4.08,4.06,4.08,479000
BDMS,20030331,4.1974,4.2355,3.7776,3.7776,352482
BEC,20030331,20.6,21,20.6,20.8,2032000
BFIT,20030331,5.7,6.3,5.7,6.3,1400
BIG,20030331,15.6,16.1,15.6,15.6,1200
BIGC,20030331,12.7,12.8,12.5,12.5,977700
BKI,20030331,140,141.333,140,141.333,3750
BLAND,20030331,0.288,0.288,0.282,0.282,3737000
BROOK,20030331,0.37,0.39,0.36,0.37,1827000
CCET,20030331,2.725,2.725,2.7,2.7,193000
CENTEL,20030331,1.7378,1.7378,1.694,1.7159,186300
CFRESH,20030331,4.44,4.44,4.3,4.3,129900
CHARAN,20030331,37.5,37.5,37.5,37.5,1000
CHOTI,20030331,86,87,86,87,1600
CI,20030331,4.3,4.48,4.3,4.32,67400
CIMBT,20030331,3.6538,3.6754,3.6321,3.6321,910731
CK,20030331,1.26,1.27,1.17,1.19,1855000
CM,20030331,3.4071,3.4526,3.3844,3.4526,139779
CNS,20030331,29.5,29.5,29,29,140500
CPF,20030331,3.4,3.4,3.3,3.32,6080182
CPH,20030331,3.98,3.98,3.96,3.96,40500
CPI,20030331,4.3198,4.3392,4.3005,4.3005,72994
CPL,20030331,38,38,37.5,37.75,66000
CPN,20030331,5.2,5.2,5.1,5.2,82500
CSC,20030331,10.6,10.6,10.5,10.5,10600
CTW,20030331,7.65,7.7,7.55,7.7,46700
DCC,20030331,10.9,10.9,10.7,10.7,244800
DELTA,20030331,25.5,25.75,25.5,25.5,2296000
DRACO,20030331,1.92,1.95,1.92,1.95,33900
DTC,20030331,38,38,37,38,23300
EARTH,20030331,3.04,3.04,2.96,2.98,1155900
EASTW,20030331,3.275,3.3,3.275,3.3,100000
EGCO,20030331,38.5,38.75,38.25,38.75,508100
ERW,20030331,1.65,1.6667,1.6,1.6,3658200
ESTAR,20030331,0.52,0.52,0.51,0.51,16033200
F&D,20030331,31.5,32.25,31,32.25,14400
FANCY,20030331,9.2,9.3,9.2,9.2,78200
FE,20030331,220,220,210,212,5800
