<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AYUD,19880519,104.622,104.622,103.077,104.622,13210
BAY,19880519,25.4736,26.0461,25.3305,25.4736,923946
BBL,19880519,30.1365,30.1365,29.9533,29.9533,1365760
BFIT,19880519,29.4542,29.8139,29.0944,29.8139,142320
BKI,19880519,54.8205,54.8205,54.8205,54.8205,2529
CNS,19880519,13.6149,13.6149,13.4708,13.6149,38172
CPF,19880519,2.7277,2.7277,2.6586,2.7277,4911983
CSC,19880519,33.8757,33.8757,33.8757,33.8757,2471
CTW,19880519,4.2701,4.2701,4.1872,4.2535,84405
DTC,19880519,75.6295,75.6295,75.6295,75.6295,58442
FE,19880519,47.3667,47.3667,47.3667,47.3667,2068
ICC,19880519,106.24,106.24,106.24,106.24,717
IFEC,19880519,2.1709,2.3801,2.1447,2.3801,2986010
KBANK,19880519,18.616,18.616,18.616,18.616,559315
NC,19880519,22.8145,23.003,22.8145,23.003,6363
PDI,19880519,52.5158,53.1891,51.8426,52.5158,346363
POST,19880519,1.3441,1.3786,1.3441,1.3786,116015
PR,19880519,9.6913,9.6913,9.6913,9.6913,66628
SCB,19880519,33.9093,33.9093,33.4787,33.694,45031
SCC,19880519,25.11,25.31,24.91,25.31,900000
SCCC,19880519,168.607,169.321,167.178,167.892,115806
SFP,19880519,96,96,94,95,66700
SINGER,19880519,5.6618,5.6618,5.6103,5.6618,590628
SKR,19880519,3.2515,3.2515,3.0622,3.1827,249930
SPC,19880519,5.7663,5.8081,5.7245,5.8081,555220
SPI,19880519,54.7426,55.9711,54.7426,55.9711,16853
SSC,19880519,10.2212,10.2212,10.1395,10.1395,528310
TCAP,19880519,14.6154,14.6154,14.2291,14.551,2578234
TCMC,19880519,21.0584,21.1647,21.0584,21.1647,11276
TF,19880519,77.2581,77.2581,77.2581,77.2581,1475
THL,19880519,1.4969,1.4969,1.4524,1.4673,4560765
TISCO,19880519,37.5574,37.5574,37.0183,37.3778,106285
TMB,19880519,19.8659,19.8659,19.7418,19.8659,192865
TPC,19880519,11.4123,11.5217,11.4123,11.5217,175593
UP,19880519,23.2991,23.2991,22.6564,23.2991,174247
WG,19880519,27.2951,28.1098,27.0914,28.1098,200545
SET,19880519,426.85,426.85,426.85,426.85,4175600
BBL-F,19880519,35.9,35.9,35.9,35.9,866660
BRC-F,19880519,410,410,410,410,6000
ICC-F,19880519,210.5,210.5,210.5,210.5,17500
PDI-F,19880519,636,636,636,636,10000
SCC-F,19880519,31,31,31,31,500000
SCCC-F,19880519,95.2,95.2,95.2,95.2,260000
SPI-F,19880519,777,777,777,777,9000
SUC-F,19880519,44.6,44.6,44.6,44.6,400000
DTM,19880519,9.6056,10.1112,9.3528,10.0269,662227
ICBCT,19880519,44.0301,44.2186,42.8987,44.2186,343640
SGF,19880519,4.5026,4.549,4.5026,4.5026,96943
UFM,19880519,13,13,12.9,13,9000
