<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ENGY,20100810,4.23,4.23,4.2,4.2,131400
TDEX,20100810,5.95,5.95,5.85,5.86,975200
2S,20100810,3.24,3.24,3.16,3.24,215700
A,20100810,3.72,3.74,3.72,3.74,337300
ACC,20100810,2.54,2.64,2.54,2.56,4889800
ADAM,20100810,0.99,1,0.97,0.97,176500
ADVANC,20100810,93,93.25,92,92.75,6085500
AEC,20100810,2.72,2.74,2.6,2.64,31000
AEONTS,20100810,30.75,31,30.5,30.75,20800
AF,20100810,16,16,15.2,16,46000
AFC,20100810,4.66,4.66,4.42,4.5,7200
AGE,20100810,8.05,8.05,7.9,7.9,3229600
AH,20100810,13.6,13.8,13.2,13.4,2694200
AI,20100810,4.12,4.14,4.04,4.04,3758300
AIT,20100810,39.75,40,39.25,40,640000
AJ,20100810,8.35,8.4,8.05,8.2,2387500
AKR,20100810,1.09,1.13,1.08,1.1,29053200
ALUCON,20100810,156,156,155,155,2600
AMANAH,20100810,1.08,1.08,1.06,1.07,3485800
AMARIN,20100810,11.8,11.8,11.8,11.8,40000
AMATA,20100810,11,11.1,10.7,10.7,5020100
AMC,20100810,2.06,2.06,2.02,2.04,335200
AOT,20100810,39.5,40.75,39.25,39.75,7654500
AP,20100810,6.45,6.45,6,6.05,41517700
APURE,20100810,0.88,0.89,0.86,0.86,15308900
AQ,20100810,0.6,0.6,0.56,0.57,15294500
AS,20100810,9.15,9.15,9.05,9.1,128700
ASIA,20100810,35.5,35.5,34.5,34.5,3600
ASIAN,20100810,4.14,4.24,4.14,4.16,2382100
ASIMAR,20100810,0.83,0.83,0.81,0.81,1721800
ASK,20100810,7.05,7.1,7,7,33700
ASP,20100810,1.94,1.95,1.91,1.92,14035000
AYUD,20100810,17.5,17.5,17.5,17.5,37000
BAFS,20100810,8.75,8.75,8.6,8.65,398200
BANPU,20100810,628,630,618,620,1277650
BAT-3K,20100810,61,61,60.5,61,13000
BAY,20100810,20.7,20.7,20.1,20.3,21845200
BBL,20100810,140.5,140.5,136,137,4286700
BCH,20100810,5.3,5.3,5.1,5.15,2812800
BCP,20100810,14.8,14.8,14.5,14.5,4509300
BDMS,20100810,33.25,33.5,32.5,32.75,5402400
BEC,20100810,30.25,30.25,29.25,29.75,1103700
BFIT,20100810,4.54,4.56,4.36,4.4,1216400
BGT,20100810,1.46,1.46,1.46,1.46,15300
BH,20100810,31,31,30.5,30.5,1249900
BIGC,20100810,55,55.5,54.5,54.75,309500
BJC,20100810,17.7,17.8,17,17.2,8937600
BKI,20100810,221,221,216,216,36700
BLA,20100810,31.5,31.5,30.5,30.75,3000600
BLAND,20100810,0.75,0.75,0.7,0.71,831636096
BLISS,20100810,0.04,0.05,0.04,0.05,51100
BOL,20100810,1.38,1.38,1.32,1.33,2417900
BROCK,20100810,0.79,0.81,0.79,0.8,248400
BROOK,20100810,0.7,0.75,0.68,0.68,21809700
BSBM,20100810,1.52,1.52,1.48,1.49,9536900
BSM,20100810,1.03,1.03,1,1,508000
BTC,20100810,0.53,0.54,0.5,0.5,5800700
BTS,20100810,0.91,0.92,0.87,0.88,1554137856
BWG,20100810,1.52,1.52,1.5,1.5,249800
CCET,20100810,3.78,3.8,3.76,3.76,3277900
CCP,20100810,2.76,2.78,2.6,2.6,16764900
CEN,20100810,4.62,4.64,4.48,4.48,5499100
CENTEL,20100810,5.65,5.65,5.4,5.45,698500
CFRESH,20100810,5.65,5.75,5.55,5.6,3353700
CGD,20100810,0.81,0.81,0.79,0.81,43050200
