<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ABICO,19960821,5.4,5.8,5.4,5.6,34500
ACC,19960821,13,13.2,12.9,13.2,68000
ADVANC,19960821,32.4,33.4,32.4,33.4,3044680
AFC,19960821,9.2,9.2,9,9,55000
AHC,19960821,35.5,37.5,35.5,37.5,3200
AMARIN,19960821,3.375,3.4,3.325,3.4,675000
APURE,19960821,7.5556,7.6444,7.2,7.6444,10237
ASIA,19960821,17,18,17,18,5500
ASIMAR,19960821,4.9004,5.0435,4.7573,5.0435,23064
ASP,19960821,5.2,5.4,5.15,5.4,646000
BANPU,19960821,216.39,216.39,213.77,213.77,76500
BAT-3K,19960821,85,86.5,85,86,65800
BAY,19960821,92.448,95.04,92.448,95.04,172811
BBL,19960821,208,212,208,212,1494400
BCP,19960821,29.25,30,29.25,29.25,484200
BDMS,19960821,2.9572,2.9572,2.9382,2.9382,190000
BEC,19960821,27,27.4,26.8,27.2,1868000
BFIT,19960821,64.5,64.5,63,64.5,9000
BH,19960821,4,4.05,4,4.05,255500
BIG,19960821,20.75,20.75,20.75,20.75,300
BIGC,19960821,31.89,32.4842,31.89,32.2861,36981
BJC,19960821,9,9.05,8.95,9,14800
BLAND,19960821,2.425,2.5,2.375,2.45,1914000
BTS,19960821,31.5507,31.7862,31.0798,31.5507,66786
CEN,19960821,2.3,2.3,2.225,2.25,165000
CENTEL,19960821,0.6644,0.6644,0.6644,0.6644,27400
CHARAN,19960821,61,61,61,61,2400
CK,19960821,16.1,16.5,16.1,16.5,1121210
CNS,19960821,37.5,39,37.5,38.75,304400
CNT,19960821,13.75,14.75,13.75,14,582528
CPF,19960821,5.1158,5.1957,5.0625,5.0891,482271
CPH,19960821,117,119,117,118,35500
CPI,19960821,2.4795,2.5183,2.4795,2.5183,90339
CPL,19960821,11.5,12,11.5,12,2300
CPN,19960821,5.7561,5.8115,5.7561,5.7561,231265
CSC,19960821,67,67,67,67,259300
CTW,19960821,15.2646,15.4982,15.2646,15.4982,39483
CWT,19960821,11.875,11.875,11.5,11.75,33000
DCC,19960821,2.35,2.45,2.35,2.35,57000
DELTA,19960821,10.3,10.3,10.2,10.3,86000
DRACO,19960821,1.975,2,1.95,1.95,11300
DTCI,19960821,16,17.5,16,17.5,7600
EE,19960821,1.175,1.2,1.175,1.175,339000
EGCO,19960821,73,76,73,75.5,1498730
EMC,19960821,87.5,92,87,92,5370
EPCO,19960821,9,9.375,8.8125,9.1875,269600
ERW,19960821,3.4363,3.4861,3.3865,3.4861,506509
ESTAR,19960821,1.625,1.675,1.625,1.65,261600
EVER,19960821,18.2202,18.425,18.2202,18.425,9826
FANCY,19960821,0.6,0.6,0.6,0.6,600
FE,19960821,145,145,145,145,400
GEL,19960821,6.4333,6.778,6.4333,6.778,19585
GFPT,19960821,0.3961,0.3961,0.3897,0.3961,712170
GJS,19960821,9.8,10,9.8,10,667300
GLAND,19960821,224,224,220,224,1500
GOLD,19960821,11.5,11.75,11.25,11.25,77600
GYT,19960821,324,324,324,324,500
HANA,19960821,7.2194,7.381,7.2194,7.3271,365654
HTC,19960821,5.3,5.85,5.3,5.85,11230
ICC,19960821,185,188,175,180,12300
IEC,19960821,1.1,1.13,1.1,1.1,5030000
IFEC,19960821,2.55,2.6,2.55,2.6,144000
INTUCH,19960821,19.4993,20.0532,19.3885,20.0532,4081545
IRC,19960821,5.9,5.9,5.9,5.9,9000
IRPC,19960821,10.8878,11.1056,10.779,11.1056,1033147
ITD,19960821,19.4,20.6,19.3,20.4,2083000
JAS,19960821,7.45,7.65,7.4,7.6,762000
JCT,19960821,22.5,25,22.5,25,1300
JUTHA,19960821,14,14,14,14,7000
KBANK,19960821,111.097,115.064,111.097,113.742,3171572
KC,19960821,52.5938,53.625,52.0781,53.625,17939
KCE,19960821,7.748,7.8942,7.6018,7.8211,1335254
